,X1,lakeid,year4,sampledate,ice,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif,watercol,watercolreal
636,636,SP,1982,5/11/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
637,637,SP,1982,5/11/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
638,638,SP,1982,5/11/83,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
639,639,SP,1982,5/11/83,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
640,640,SP,1982,5/11/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
641,641,SP,1982,5/11/83,iceoff,18,6.74,579,NA,NA,NA,NA,85,NA,39,7.6,NA,NA,2,NA,3995,"(11, Inf]",hypo
642,642,SP,1982,5/25/83,iceoff,0,7.84,NA,NA,NA,NA,NA,0,NA,16,11.1,NA,NA,NA,NA,3430,"(-Inf,3]",epi
643,643,SP,1982,5/25/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
644,644,SP,1982,5/25/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
645,645,SP,1982,5/25/83,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
646,646,SP,1982,5/25/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,"(3,11]",meta
647,647,SP,1982,5/25/83,iceoff,5,7.89,NA,NA,NA,NA,NA,0,NA,0,11.3,NA,NA,NA,NA,3584,"(3,11]",meta
648,648,SP,1982,5/25/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,"(3,11]",meta
649,649,SP,1982,5/25/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(3,11]",meta
650,650,SP,1982,5/25/83,iceoff,8,7.41,NA,NA,NA,NA,NA,13,NA,0,12,NA,NA,NA,NA,3500,"(3,11]",meta
651,651,SP,1982,5/25/83,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"(3,11]",meta
652,652,SP,1982,5/25/83,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,"(3,11]",meta
653,653,SP,1982,5/25/83,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,"(3,11]",meta
654,654,SP,1982,5/25/83,iceoff,12,6.9,NA,NA,NA,NA,NA,75,NA,11,7.6,NA,NA,NA,NA,3686,"(11, Inf]",hypo
655,655,SP,1982,5/25/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
656,656,SP,1982,5/25/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
657,657,SP,1982,5/25/83,iceoff,15,6.8,NA,NA,NA,NA,NA,60,NA,29,7.3,NA,NA,NA,NA,3926,"(11, Inf]",hypo
658,658,SP,1982,5/25/83,iceoff,15,6.8,NA,NA,NA,NA,NA,82,NA,24,7.3,NA,NA,NA,NA,3927,"(11, Inf]",hypo
659,659,SP,1982,5/25/83,iceoff,15,6.8,NA,NA,NA,NA,NA,60,NA,29,NA,NA,NA,NA,NA,3926,"(11, Inf]",hypo
660,660,SP,1982,5/25/83,iceoff,15,6.8,NA,NA,NA,NA,NA,82,NA,24,NA,NA,NA,NA,NA,3927,"(11, Inf]",hypo
661,661,SP,1982,5/25/83,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
662,662,SP,1982,5/25/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
663,663,SP,1982,5/25/83,iceoff,18,6.77,NA,NA,NA,NA,NA,82,NA,36,6.4,NA,NA,NA,NA,3965,"(11, Inf]",hypo
664,664,SP,1982,5/25/83,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
665,665,SP,1982,6/9/83,iceoff,0,7.51,NA,NA,NA,NA,NA,0,NA,0,10,NA,NA,NA,NA,3385,"(-Inf,3]",epi
666,666,SP,1982,6/9/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
667,667,SP,1982,6/9/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
668,668,SP,1982,6/9/83,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
669,669,SP,1982,6/9/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,"(3,11]",meta
670,670,SP,1982,6/9/83,iceoff,5,7.67,NA,NA,NA,NA,NA,0,NA,12,10.6,NA,NA,NA,NA,3375,"(3,11]",meta
671,671,SP,1982,6/9/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,"(3,11]",meta
672,672,SP,1982,6/9/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,"(3,11]",meta
673,673,SP,1982,6/9/83,iceoff,8,7.65,NA,NA,NA,NA,NA,0,NA,0,11.2,NA,NA,NA,NA,3410,"(3,11]",meta
674,674,SP,1982,6/9/83,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(3,11]",meta
675,675,SP,1982,6/9/83,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,"(3,11]",meta
676,676,SP,1982,6/9/83,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,"(3,11]",meta
677,677,SP,1982,6/9/83,iceoff,12,6.72,NA,NA,NA,NA,NA,67,NA,0,7.4,NA,NA,NA,NA,3821,"(11, Inf]",hypo
678,678,SP,1982,6/9/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
679,679,SP,1982,6/9/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
680,680,SP,1982,6/9/83,iceoff,15,6.69,NA,NA,NA,NA,NA,67,NA,49,6.3,NA,NA,NA,NA,3853,"(11, Inf]",hypo
681,681,SP,1982,6/9/83,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
682,682,SP,1982,6/9/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
683,683,SP,1982,6/9/83,iceoff,18,6.63,NA,NA,NA,NA,NA,77,NA,45,5.1,NA,NA,NA,NA,4095,"(11, Inf]",hypo
684,684,SP,1982,6/9/83,iceoff,18,6.64,NA,NA,NA,NA,NA,70,NA,50,5.1,NA,NA,NA,NA,4084,"(11, Inf]",hypo
685,685,SP,1982,6/9/83,iceoff,18,6.63,NA,NA,NA,NA,NA,77,NA,45,NA,NA,NA,NA,NA,4095,"(11, Inf]",hypo
686,686,SP,1982,6/9/83,iceoff,18,6.64,NA,NA,NA,NA,NA,70,NA,50,NA,NA,NA,NA,NA,4084,"(11, Inf]",hypo
687,687,SP,1982,6/21/83,iceoff,0,7.7,NA,NA,NA,NA,NA,0,NA,NA,8.7,NA,NA,NA,NA,3390,"(-Inf,3]",epi
688,688,SP,1982,6/21/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(-Inf,3]",epi
689,689,SP,1982,6/21/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(-Inf,3]",epi
690,690,SP,1982,6/21/83,iceoff,3,7.79,NA,NA,NA,NA,NA,0,NA,0,9.2,NA,NA,NA,NA,3384,"(-Inf,3]",epi
691,691,SP,1982,6/21/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(3,11]",meta
692,692,SP,1982,6/21/83,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
693,693,SP,1982,6/21/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,"(3,11]",meta
694,694,SP,1982,6/21/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,"(3,11]",meta
695,695,SP,1982,6/21/83,iceoff,8,7.91,NA,NA,NA,NA,NA,3,NA,0,11.4,NA,NA,NA,NA,3494,"(3,11]",meta
696,696,SP,1982,6/21/83,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,"(3,11]",meta
697,697,SP,1982,6/21/83,iceoff,10,7.7,NA,NA,NA,NA,NA,0,NA,16,11.8,NA,NA,NA,NA,3613,"(3,11]",meta
698,698,SP,1982,6/21/83,iceoff,10,7.7,NA,NA,NA,NA,NA,0,NA,16,11.8,NA,NA,NA,NA,3595,"(3,11]",meta
699,699,SP,1982,6/21/83,iceoff,10,7.7,NA,NA,NA,NA,NA,0,NA,16,NA,NA,NA,NA,NA,3613,"(3,11]",meta
700,700,SP,1982,6/21/83,iceoff,10,7.7,NA,NA,NA,NA,NA,0,NA,16,NA,NA,NA,NA,NA,3595,"(3,11]",meta
701,701,SP,1982,6/21/83,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,"(3,11]",meta
702,702,SP,1982,6/21/83,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
703,703,SP,1982,6/21/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
704,704,SP,1982,6/21/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
705,705,SP,1982,6/21/83,iceoff,15,6.66,NA,NA,NA,NA,NA,67,NA,34,5.5,NA,NA,NA,NA,4080,"(11, Inf]",hypo
706,706,SP,1982,6/21/83,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
707,707,SP,1982,6/21/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
708,708,SP,1982,6/21/83,iceoff,18,6.58,NA,NA,NA,NA,NA,56,NA,82,2.8,NA,NA,NA,NA,4431,"(11, Inf]",hypo
709,709,SP,1982,6/21/83,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
710,710,SP,1982,7/8/83,iceoff,0,7.75,NA,NA,NA,NA,NA,0,NA,0,8.6,NA,NA,NA,NA,NA,"(-Inf,3]",epi
711,711,SP,1982,7/8/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,"(-Inf,3]",epi
712,712,SP,1982,7/8/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
713,713,SP,1982,7/8/83,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,"(-Inf,3]",epi
714,714,SP,1982,7/8/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,"(3,11]",meta
715,715,SP,1982,7/8/83,iceoff,5,7.84,NA,NA,NA,NA,NA,0,NA,18,8.8,NA,NA,NA,NA,NA,"(3,11]",meta
716,716,SP,1982,7/8/83,iceoff,5,7.86,NA,NA,NA,NA,NA,0,NA,NA,8.8,NA,NA,NA,NA,NA,"(3,11]",meta
717,717,SP,1982,7/8/83,iceoff,5,7.84,NA,NA,NA,NA,NA,0,NA,18,NA,NA,NA,NA,NA,NA,"(3,11]",meta
718,718,SP,1982,7/8/83,iceoff,5,7.86,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,"(3,11]",meta
719,719,SP,1982,7/8/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,"(3,11]",meta
720,720,SP,1982,7/8/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,"(3,11]",meta
721,721,SP,1982,7/8/83,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"(3,11]",meta
722,722,SP,1982,7/8/83,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,"(3,11]",meta
723,723,SP,1982,7/8/83,iceoff,10,7.58,NA,NA,NA,NA,NA,0,NA,16,11.9,NA,NA,NA,NA,NA,"(3,11]",meta
724,724,SP,1982,7/8/83,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,"(3,11]",meta
725,725,SP,1982,7/8/83,iceoff,12,6.88,NA,NA,NA,NA,NA,8,NA,36,8.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
726,726,SP,1982,7/8/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
727,727,SP,1982,7/8/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
728,728,SP,1982,7/8/83,iceoff,15,6.64,NA,NA,NA,NA,NA,62,NA,20,4.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
729,729,SP,1982,7/8/83,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
730,730,SP,1982,7/8/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
731,731,SP,1982,7/8/83,iceoff,18,6.56,NA,NA,NA,NA,NA,38,NA,170,1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
732,732,SP,1982,7/8/83,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
733,733,SP,1982,7/21/83,iceoff,0,7.7,NA,NA,NA,NA,NA,4,NA,0,8.2,NA,NA,NA,NA,3232,"(-Inf,3]",epi
734,734,SP,1982,7/21/83,iceoff,0,7.78,NA,NA,NA,NA,NA,0,NA,0,8.2,NA,NA,NA,NA,3251,"(-Inf,3]",epi
735,735,SP,1982,7/21/83,iceoff,0,7.7,NA,NA,NA,NA,NA,4,NA,0,NA,NA,NA,NA,NA,3232,"(-Inf,3]",epi
736,736,SP,1982,7/21/83,iceoff,0,7.78,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,3251,"(-Inf,3]",epi
737,737,SP,1982,7/21/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
738,738,SP,1982,7/21/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
739,739,SP,1982,7/21/83,iceoff,3,7.82,NA,NA,NA,NA,NA,0,NA,0,8.3,NA,NA,NA,NA,3250,"(-Inf,3]",epi
740,740,SP,1982,7/21/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(3,11]",meta
741,741,SP,1982,7/21/83,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(3,11]",meta
742,742,SP,1982,7/21/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA,"(3,11]",meta
743,743,SP,1982,7/21/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,"(3,11]",meta
744,744,SP,1982,7/21/83,iceoff,8,8.41,NA,NA,NA,NA,NA,0,NA,0,12.7,NA,NA,NA,NA,2950,"(3,11]",meta
745,745,SP,1982,7/21/83,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,"(3,11]",meta
746,746,SP,1982,7/21/83,iceoff,10,7.84,NA,NA,NA,NA,NA,0,NA,0,12.6,NA,NA,NA,NA,3202,"(3,11]",meta
747,747,SP,1982,7/21/83,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,"(3,11]",meta
748,748,SP,1982,7/21/83,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
749,749,SP,1982,7/21/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
750,750,SP,1982,7/21/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
751,751,SP,1982,7/21/83,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
752,752,SP,1982,7/21/83,iceoff,16,6.62,NA,NA,NA,NA,NA,52,NA,52,3.3,NA,NA,NA,NA,4060,"(11, Inf]",hypo
753,753,SP,1982,7/21/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
754,754,SP,1982,7/21/83,iceoff,18,6.48,NA,NA,NA,NA,NA,0,NA,0,0.6,NA,NA,NA,NA,5210,"(11, Inf]",hypo
755,755,SP,1982,7/21/83,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
756,756,SP,1982,8/1/83,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,"(-Inf,3]",epi
757,757,SP,1982,8/1/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA,"(-Inf,3]",epi
758,758,SP,1982,8/1/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(-Inf,3]",epi
759,759,SP,1982,8/1/83,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(-Inf,3]",epi
760,760,SP,1982,8/1/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(3,11]",meta
761,761,SP,1982,8/1/83,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(3,11]",meta
762,762,SP,1982,8/1/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.3,NA,NA,NA,NA,NA,"(3,11]",meta
763,763,SP,1982,8/1/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,"(3,11]",meta
764,764,SP,1982,8/1/83,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,"(3,11]",meta
765,765,SP,1982,8/1/83,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.1,NA,NA,NA,NA,NA,"(3,11]",meta
766,766,SP,1982,8/1/83,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA,"(3,11]",meta
767,767,SP,1982,8/1/83,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(3,11]",meta
768,768,SP,1982,8/1/83,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
769,769,SP,1982,8/1/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
770,770,SP,1982,8/1/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
771,771,SP,1982,8/1/83,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
772,772,SP,1982,8/1/83,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
773,773,SP,1982,8/1/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
774,774,SP,1982,8/1/83,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
775,775,SP,1982,8/1/83,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
776,776,SP,1982,8/16/83,iceoff,0,7.92,502,NA,NA,NA,NA,0,NA,0,9.3,NA,NA,7,NA,3384,"(-Inf,3]",epi
777,777,SP,1982,8/16/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
778,778,SP,1982,8/16/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,"(-Inf,3]",epi
779,779,SP,1982,8/16/83,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA,"(-Inf,3]",epi
780,780,SP,1982,8/16/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,"(3,11]",meta
781,781,SP,1982,8/16/83,iceoff,5,8.01,498,NA,NA,NA,NA,0,NA,0,10.1,NA,NA,5,NA,3362,"(3,11]",meta
782,782,SP,1982,8/16/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA,"(3,11]",meta
783,783,SP,1982,8/16/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA,"(3,11]",meta
784,784,SP,1982,8/16/83,iceoff,8,8.54,534,NA,NA,NA,NA,0,NA,14,14.3,NA,NA,7,NA,2993,"(3,11]",meta
785,785,SP,1982,8/16/83,iceoff,8,8.54,488,NA,NA,NA,NA,0,NA,0,14.3,NA,NA,6,NA,2977,"(3,11]",meta
786,786,SP,1982,8/16/83,iceoff,8,8.54,534,NA,NA,NA,NA,0,NA,14,NA,NA,NA,7,NA,2993,"(3,11]",meta
787,787,SP,1982,8/16/83,iceoff,8,8.54,488,NA,NA,NA,NA,0,NA,0,NA,NA,NA,6,NA,2977,"(3,11]",meta
788,788,SP,1982,8/16/83,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8,NA,NA,NA,NA,NA,"(3,11]",hypo
789,789,SP,1982,8/16/83,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,"(3,11]",hypo
790,790,SP,1982,8/16/83,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,"(3,11]",hypo
791,791,SP,1982,8/16/83,iceoff,12,7.01,553,NA,NA,NA,NA,0,NA,0,9.7,NA,NA,6,NA,3377,"(11, Inf]",hypo
792,792,SP,1982,8/16/83,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
793,793,SP,1982,8/16/83,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
794,794,SP,1982,8/16/83,iceoff,15,6.66,520,NA,NA,NA,NA,9,NA,11,3.7,NA,NA,8,NA,4313,"(11, Inf]",hypo
795,795,SP,1982,8/16/83,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
796,796,SP,1982,8/16/83,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
797,797,SP,1982,8/16/83,iceoff,18,6.52,762,NA,NA,NA,NA,0,NA,404,0.2,NA,NA,40,NA,6173,"(11, Inf]",hypo
798,798,SP,1982,9/6/83,iceoff,0,7.76,NA,NA,NA,NA,NA,0,NA,42,7.6,NA,NA,NA,NA,3457,"(-Inf,3]",epi
799,799,SP,1982,9/6/83,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
800,800,SP,1982,9/6/83,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
801,801,SP,1982,9/6/83,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
802,802,SP,1982,9/6/83,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA,"(3,11]",meta
803,803,SP,1982,9/6/83,iceoff,5,7.8,NA,NA,NA,NA,NA,0,NA,0,7.5,NA,NA,NA,NA,3345,"(3,11]",meta
804,804,SP,1982,9/6/83,iceoff,5,NA,NA,NA,NA,NA,NA,0,NA,0,7.5,NA,NA,NA,NA,3332,"(3,11]",meta
805,805,SP,1982,9/6/83,iceoff,5,7.8,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,3345,"(3,11]",meta
806,806,SP,1982,9/6/83,iceoff,5,NA,NA,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,3332,"(3,11]",meta
807,807,SP,1982,9/6/83,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA,"(3,11]",meta
808,808,SP,1982,9/6/83,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,"(3,11]",meta
