,X1,lakeid,year4,sampledate,ice,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif,watercol,watercolreal
12898,12898,SP,2015,10/21/15,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12899,12899,SP,2015,10/21/15,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12900,12900,SP,2015,10/21/15,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
12901,12901,SP,2015,10/21/15,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
12902,12902,SP,2015,10/21/15,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
12903,12903,SP,2015,10/21/15,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
12904,12904,SP,2015,10/21/15,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(3,11]",meta
12905,12905,SP,2015,10/21/15,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(3,11]",meta
12906,12906,SP,2015,10/21/15,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(3,11]",meta
12907,12907,SP,2015,10/21/15,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(3,11]",meta
12908,12908,SP,2015,10/21/15,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12909,12909,SP,2015,10/21/15,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12910,12910,SP,2015,10/21/15,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12911,12911,SP,2015,10/21/15,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12912,12912,SP,2015,10/21/15,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12913,12913,SP,2015,10/21/15,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12914,12914,SP,2015,10/21/15,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12915,12915,SP,2015,10/21/15,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12916,12916,SP,2015,11/17/15,iceoff,0,7.43,698,7.91,7.98,2.83,2.91,0,NA,16,9.5,194,240,3,7,3724,"(-Inf,3]",epi
12917,12917,SP,2015,11/17/15,iceoff,0,7.41,700,7.96,8.05,2.84,2.93,0,NA,18,9.5,178,181,2,5,3330,"(-Inf,3]",epi
12918,12918,SP,2015,11/17/15,iceoff,0,7.43,698,7.91,7.98,2.83,2.91,0,NA,16,NA,194,240,3,7,3724,"(-Inf,3]",epi
12919,12919,SP,2015,11/17/15,iceoff,0,7.41,700,7.96,8.05,2.84,2.93,0,NA,18,NA,178,181,2,5,3330,"(-Inf,3]",epi
12920,12920,SP,2015,11/17/15,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12921,12921,SP,2015,11/17/15,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12922,12922,SP,2015,11/17/15,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12923,12923,SP,2015,11/17/15,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(3,11]",meta
12924,12924,SP,2015,11/17/15,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA,"(3,11]",meta
12925,12925,SP,2015,11/17/15,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(3,11]",meta
12926,12926,SP,2015,11/17/15,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(3,11]",meta
12927,12927,SP,2015,11/17/15,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(3,11]",meta
12928,12928,SP,2015,11/17/15,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(3,11]",meta
12929,12929,SP,2015,11/17/15,iceoff,10,7.38,701,8.06,8.14,2.81,2.96,8,NA,25,9.2,166,215,3,7,3212,"(3,11]",meta
12930,12930,SP,2015,11/17/15,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,"(3,11]",meta
12931,12931,SP,2015,11/17/15,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12932,12932,SP,2015,11/17/15,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12933,12933,SP,2015,11/17/15,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12934,12934,SP,2015,11/17/15,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12935,12935,SP,2015,11/17/15,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12936,12936,SP,2015,11/17/15,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12937,12937,SP,2015,11/17/15,iceoff,18,6.8,839,14.29,14.91,2.56,3.07,2,NA,735,0.1,830,1082,12,31,5763,"(11, Inf]",hypo
12938,12938,SP,2016,1/21/16,iceon,0,7.9,NA,8.21,8.54,3.68,3.65,3,NA,11,14.1,145,187,3,9,3610,"(-Inf,3]",epi
12939,12939,SP,2016,1/21/16,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12940,12940,SP,2016,1/21/16,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12941,12941,SP,2016,1/21/16,iceon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12942,12942,SP,2016,1/21/16,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA,"(3,11]",meta
12943,12943,SP,2016,1/21/16,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(3,11]",meta
12944,12944,SP,2016,1/21/16,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(3,11]",meta
12945,12945,SP,2016,1/21/16,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,"(3,11]",meta
12946,12946,SP,2016,1/21/16,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,"(3,11]",meta
12947,12947,SP,2016,1/21/16,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,"(3,11]",meta
12948,12948,SP,2016,1/21/16,iceon,10,7.44,NA,8.2,8.19,3.18,3.25,8,NA,50,11.2,141,171,3,9,3435,"(3,11]",meta
12949,12949,SP,2016,1/21/16,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,"(3,11]",meta
12950,12950,SP,2016,1/21/16,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12951,12951,SP,2016,1/21/16,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12952,12952,SP,2016,1/21/16,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12953,12953,SP,2016,1/21/16,iceon,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12954,12954,SP,2016,1/21/16,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12955,12955,SP,2016,1/21/16,iceon,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12956,12956,SP,2016,1/21/16,iceon,18,6.79,NA,11.61,11.8,3.19,2.98,148,NA,476,0.7,635,855,2,39,4920,"(11, Inf]",hypo
12957,12957,SP,2016,1/21/16,iceon,18,6.8,NA,11.28,11.57,3.05,3.07,4,NA,418,0.7,601,887,4,40,4883,"(11, Inf]",hypo
12958,12958,SP,2016,1/21/16,iceon,18,6.79,NA,11.61,11.8,3.19,2.98,148,NA,476,NA,635,855,2,39,4920,"(11, Inf]",hypo
12959,12959,SP,2016,1/21/16,iceon,18,6.8,NA,11.28,11.57,3.05,3.07,4,NA,418,NA,601,887,4,40,4883,"(11, Inf]",hypo
12960,12960,SP,2016,3/7/16,iceon,0,8.04,778,9.07,9.25,2.89,2.92,10,NA,15,14.7,171,190,2,3,3810,"(-Inf,3]",epi
12961,12961,SP,2016,3/7/16,iceon,0,7.98,778,9.06,9.2,2.86,3.07,8,NA,9,14.7,172,201,1,3,3821,"(-Inf,3]",epi
12962,12962,SP,2016,3/7/16,iceon,0,8.04,778,9.07,9.25,2.89,2.92,10,NA,15,NA,171,190,2,3,3810,"(-Inf,3]",epi
12963,12963,SP,2016,3/7/16,iceon,0,7.98,778,9.06,9.2,2.86,3.07,8,NA,9,NA,172,201,1,3,3821,"(-Inf,3]",epi
12964,12964,SP,2016,3/7/16,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12965,12965,SP,2016,3/7/16,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12966,12966,SP,2016,3/7/16,iceon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12967,12967,SP,2016,3/7/16,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,"(3,11]",meta
12968,12968,SP,2016,3/7/16,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(3,11]",meta
12969,12969,SP,2016,3/7/16,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA,"(3,11]",meta
12970,12970,SP,2016,3/7/16,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,"(3,11]",meta
12971,12971,SP,2016,3/7/16,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA,"(3,11]",meta
12972,12972,SP,2016,3/7/16,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA,"(3,11]",meta
12973,12973,SP,2016,3/7/16,iceon,10,7.32,713,9.01,8.99,2.49,2.5,41,NA,45,10.2,257,231,1,6,3780,"(3,11]",meta
12974,12974,SP,2016,3/7/16,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(3,11]",meta
12975,12975,SP,2016,3/7/16,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12976,12976,SP,2016,3/7/16,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12977,12977,SP,2016,3/7/16,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12978,12978,SP,2016,3/7/16,iceon,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12979,12979,SP,2016,3/7/16,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12980,12980,SP,2016,3/7/16,iceon,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12981,12981,SP,2016,3/7/16,iceon,18,6.9,905,15.27,-99,2.36,-99,10,NA,1327,0.3,1581,1785,7,34,7825,"(11, Inf]",hypo
12982,12982,SP,2016,4/26/16,iceoff,0,7.65,663,7.78,8.14,2.65,2.82,0,NA,4,11.9,157,224,0,5,3420,"(-Inf,3]",epi
12983,12983,SP,2016,4/26/16,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12984,12984,SP,2016,4/26/16,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12985,12985,SP,2016,4/26/16,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(-Inf,3]",epi
12986,12986,SP,2016,4/26/16,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(3,11]",meta
12987,12987,SP,2016,4/26/16,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(3,11]",meta
12988,12988,SP,2016,4/26/16,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,"(3,11]",meta
12989,12989,SP,2016,4/26/16,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,NA,NA,NA,NA,NA,"(3,11]",meta
12990,12990,SP,2016,4/26/16,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,"(3,11]",meta
12991,12991,SP,2016,4/26/16,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"(3,11]",meta
12992,12992,SP,2016,4/26/16,iceoff,10,7.51,687,8.06,8.24,2.61,2.71,1,NA,5,11.6,162,221,0,3,3455,"(3,11]",meta
12993,12993,SP,2016,4/26/16,iceoff,10,7.5,690,8.12,8.15,2.56,2.67,1,NA,2,11.6,161,210,0,2,3478,"(3,11]",meta
12994,12994,SP,2016,4/26/16,iceoff,10,7.51,687,8.06,8.24,2.61,2.71,1,NA,5,NA,162,221,0,3,3455,"(3,11]",meta
12995,12995,SP,2016,4/26/16,iceoff,10,7.5,690,8.12,8.15,2.56,2.67,1,NA,2,NA,161,210,0,2,3478,"(3,11]",meta
12996,12996,SP,2016,4/26/16,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(3,11]",meta
12997,12997,SP,2016,4/26/16,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12998,12998,SP,2016,4/26/16,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,"(11, Inf]",hypo
12999,12999,SP,2016,4/26/16,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13000,13000,SP,2016,4/26/16,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13001,13001,SP,2016,4/26/16,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13002,13002,SP,2016,4/26/16,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13003,13003,SP,2016,4/26/16,iceoff,18,7.05,719,9.31,9.61,2.53,2.54,23,NA,83,7.8,283,364,2,12,3977,"(11, Inf]",hypo
13004,13004,SP,2016,5/10/16,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13005,13005,SP,2016,5/10/16,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13006,13006,SP,2016,5/10/16,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13007,13007,SP,2016,5/10/16,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13008,13008,SP,2016,5/10/16,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13009,13009,SP,2016,5/10/16,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"(3,11]",meta
13010,13010,SP,2016,5/10/16,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(3,11]",meta
13011,13011,SP,2016,5/10/16,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(3,11]",meta
13012,13012,SP,2016,5/10/16,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA,"(3,11]",meta
13013,13013,SP,2016,5/10/16,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,"(3,11]",meta
13014,13014,SP,2016,5/10/16,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA,"(3,11]",meta
13015,13015,SP,2016,5/10/16,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,"(3,11]",meta
13016,13016,SP,2016,5/10/16,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,"(3,11]",meta
13017,13017,SP,2016,5/10/16,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13018,13018,SP,2016,5/10/16,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13019,13019,SP,2016,5/10/16,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13020,13020,SP,2016,5/10/16,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13021,13021,SP,2016,5/10/16,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13022,13022,SP,2016,5/10/16,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13023,13023,SP,2016,5/10/16,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13024,13024,SP,2016,5/24/16,iceoff,0,7.82,NA,8.73,9.05,2.89,2.9,0,NA,10,9.8,131,149,5,7,3490,"(-Inf,3]",epi
13025,13025,SP,2016,5/24/16,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13026,13026,SP,2016,5/24/16,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13027,13027,SP,2016,5/24/16,iceoff,3,7.78,NA,8.79,9.12,2.85,2.85,3,NA,11,10.2,145,168,6,12,3494,"(-Inf,3]",epi
13028,13028,SP,2016,5/24/16,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA,"(3,11]",meta
13029,13029,SP,2016,5/24/16,iceoff,5,7.73,NA,8.69,9.02,2.86,2.93,0,NA,6,10.7,174,237,5,11,3476,"(3,11]",meta
13030,13030,SP,2016,5/24/16,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA,"(3,11]",meta
13031,13031,SP,2016,5/24/16,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,"(3,11]",meta
13032,13032,SP,2016,5/24/16,iceoff,8,7.65,NA,9.31,9.66,2.5,2.59,0,NA,4,11.6,156,220,3,12,3681,"(3,11]",meta
13033,13033,SP,2016,5/24/16,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,"(3,11]",meta
13034,13034,SP,2016,5/24/16,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,"(3,11]",meta
13035,13035,SP,2016,5/24/16,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,"(3,11]",meta
13036,13036,SP,2016,5/24/16,iceoff,12,7.24,NA,9.3,9.6,2.53,2.61,0,NA,4,9.9,186,312,4,8,3649,"(11, Inf]",hypo
13037,13037,SP,2016,5/24/16,iceoff,12,7.25,NA,8.73,9.13,2.81,2.8,0,NA,4,9.9,179,271,3,10,3497,"(11, Inf]",hypo
13038,13038,SP,2016,5/24/16,iceoff,12,7.24,NA,9.3,9.6,2.53,2.61,0,NA,4,NA,186,312,4,8,3649,"(11, Inf]",hypo
13039,13039,SP,2016,5/24/16,iceoff,12,7.25,NA,8.73,9.13,2.81,2.8,0,NA,4,NA,179,271,3,10,3497,"(11, Inf]",hypo
13040,13040,SP,2016,5/24/16,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13041,13041,SP,2016,5/24/16,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13042,13042,SP,2016,5/24/16,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13043,13043,SP,2016,5/24/16,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13044,13044,SP,2016,5/24/16,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13045,13045,SP,2016,5/24/16,iceoff,18,6.97,NA,10.35,10.47,2.42,2.47,20,NA,112,5.8,273,298,4,12,4049,"(11, Inf]",hypo
13046,13046,SP,2016,6/6/16,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13047,13047,SP,2016,6/6/16,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13048,13048,SP,2016,6/6/16,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13049,13049,SP,2016,6/6/16,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA,"(-Inf,3]",epi
13050,13050,SP,2016,6/6/16,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA,"(3,11]",meta
13051,13051,SP,2016,6/6/16,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA,"(3,11]",meta
13052,13052,SP,2016,6/6/16,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA,"(3,11]",meta
13053,13053,SP,2016,6/6/16,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA,"(3,11]",meta
13054,13054,SP,2016,6/6/16,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA,"(3,11]",meta
13055,13055,SP,2016,6/6/16,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3,11]",meta
13056,13056,SP,2016,6/6/16,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA,"(3,11]",meta
13057,13057,SP,2016,6/6/16,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA,"(3,11]",meta
13058,13058,SP,2016,6/6/16,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA,"(3,11]",meta
13059,13059,SP,2016,6/6/16,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13060,13060,SP,2016,6/6/16,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13061,13061,SP,2016,6/6/16,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13062,13062,SP,2016,6/6/16,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13063,13063,SP,2016,6/6/16,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13064,13064,SP,2016,6/6/16,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13065,13065,SP,2016,6/6/16,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA,"(11, Inf]",hypo
13066,13066,SP,2016,6/20/16,iceoff,0,7.91,NA,7.96,8.07,3.08,3.24,0,NA,7,8.5,172,187,3,5,3310,"(-Inf,3]",epi
