,lakeid,year4,sampledate,ice,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
1,SP,1981,06/04/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
2,SP,1981,06/04/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
3,SP,1981,06/04/1981,iceoff,2,7.68,NA,NA,NA,NA,NA,0,NA,NA,8.9,NA,NA,3,7,3000
4,SP,1981,06/04/1981,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
5,SP,1981,06/04/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
6,SP,1981,06/04/1981,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
7,SP,1981,06/04/1981,iceoff,6,7.99,NA,NA,NA,NA,NA,0,NA,NA,11.3,NA,NA,4,5,3100
8,SP,1981,06/04/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA
9,SP,1981,06/04/1981,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
10,SP,1981,06/04/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
11,SP,1981,06/04/1981,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
12,SP,1981,06/04/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
13,SP,1981,06/04/1981,iceoff,12,7.18,NA,NA,NA,NA,NA,0,NA,NA,10.2,NA,NA,4,8,3100
14,SP,1981,06/04/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,NA,NA,NA,NA,NA
15,SP,1981,06/04/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
16,SP,1981,06/04/1981,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
17,SP,1981,06/04/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA
18,SP,1981,06/04/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1,NA,NA,NA,NA,NA
19,SP,1981,06/04/1981,iceoff,18,6.6,NA,NA,NA,NA,NA,NA,NA,NA,6.1,NA,NA,5,14,3500
20,SP,1981,06/04/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.8,NA,NA,NA,NA,NA
21,SP,1981,06/16/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,SP,1981,06/16/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,SP,1981,06/16/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,SP,1981,06/16/1981,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,SP,1981,06/16/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,SP,1981,06/16/1981,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,SP,1981,06/16/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,SP,1981,06/16/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,SP,1981,06/16/1981,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,SP,1981,06/16/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,SP,1981,06/16/1981,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,SP,1981,06/16/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,SP,1981,06/16/1981,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,SP,1981,06/16/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,SP,1981,06/16/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,SP,1981,06/16/1981,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,SP,1981,06/16/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,SP,1981,06/16/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,SP,1981,06/16/1981,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,SP,1981,06/16/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,SP,1981,06/16/1981,iceoff,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,SP,1981,06/16/1981,iceoff,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,SP,1981,06/30/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA
44,SP,1981,06/30/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA
45,SP,1981,06/30/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,2800
46,SP,1981,06/30/1981,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA
47,SP,1981,06/30/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA,NA
48,SP,1981,06/30/1981,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,NA,NA,NA,NA,NA
49,SP,1981,06/30/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.1,NA,NA,NA,NA,NA
50,SP,1981,06/30/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,3100
51,SP,1981,06/30/1981,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
52,SP,1981,06/30/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
53,SP,1981,06/30/1981,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
54,SP,1981,06/30/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
55,SP,1981,06/30/1981,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
56,SP,1981,06/30/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.3,NA,NA,NA,NA,NA
57,SP,1981,06/30/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3,NA,NA,NA,NA,NA
58,SP,1981,06/30/1981,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,NA,NA,NA,NA,NA
59,SP,1981,06/30/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,NA,NA,NA,NA,NA
60,SP,1981,06/30/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
61,SP,1981,06/30/1981,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
62,SP,1981,06/30/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,NA,NA,NA,NA,4100
63,SP,1981,06/30/1981,iceoff,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,SP,1981,07/16/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,SP,1981,07/16/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,SP,1981,07/16/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,SP,1981,07/16/1981,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,SP,1981,07/16/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,SP,1981,07/16/1981,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,SP,1981,07/16/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,SP,1981,07/16/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,SP,1981,07/16/1981,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,SP,1981,07/16/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,SP,1981,07/16/1981,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,SP,1981,07/16/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,SP,1981,07/16/1981,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,SP,1981,07/16/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,SP,1981,07/16/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,SP,1981,07/16/1981,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,SP,1981,07/16/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,SP,1981,07/16/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,SP,1981,07/16/1981,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,SP,1981,07/16/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,SP,1981,07/16/1981,iceoff,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,SP,1981,07/27/1981,iceoff,0,7.88,310,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
86,SP,1981,07/27/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
87,SP,1981,07/27/1981,iceoff,2,NA,NA,NA,NA,NA,NA,25,NA,NA,9.1,NA,NA,2,4,3400
88,SP,1981,07/27/1981,iceoff,3,8,298,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
89,SP,1981,07/27/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
90,SP,1981,07/27/1981,iceoff,5,6.49,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
91,SP,1981,07/27/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
92,SP,1981,07/27/1981,iceoff,7,NA,NA,NA,NA,NA,NA,23,NA,NA,13.6,NA,NA,4,10,3500
93,SP,1981,07/27/1981,iceoff,8,8.37,306,NA,NA,NA,NA,NA,NA,NA,12.8,NA,NA,NA,NA,NA
94,SP,1981,07/27/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA
95,SP,1981,07/27/1981,iceoff,10,7.7,NA,NA,NA,NA,NA,0,NA,NA,12,NA,NA,3,8,NA
96,SP,1981,07/27/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA
97,SP,1981,07/27/1981,iceoff,12,NA,NA,NA,NA,NA,NA,0,NA,NA,9.5,NA,NA,2,5,4000
98,SP,1981,07/27/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
99,SP,1981,07/27/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA
100,SP,1981,07/27/1981,iceoff,15,NA,NA,NA,NA,NA,NA,200,NA,NA,5.2,NA,NA,3,5,NA
101,SP,1981,07/27/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.3,NA,NA,NA,NA,NA
102,SP,1981,07/27/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,NA
103,SP,1981,07/27/1981,iceoff,18,6.49,670,NA,NA,NA,NA,0,NA,NA,1.7,NA,NA,6,16,5700
104,SP,1981,07/27/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7,NA,NA,NA,NA,NA
105,SP,1981,08/11/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,SP,1981,08/11/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,SP,1981,08/11/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,SP,1981,08/11/1981,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,SP,1981,08/11/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,SP,1981,08/11/1981,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,SP,1981,08/11/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,SP,1981,08/11/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,SP,1981,08/11/1981,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,SP,1981,08/11/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,SP,1981,08/11/1981,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,SP,1981,08/11/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,SP,1981,08/11/1981,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,SP,1981,08/11/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,SP,1981,08/11/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,SP,1981,08/11/1981,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,SP,1981,08/11/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,SP,1981,08/11/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,SP,1981,08/11/1981,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,SP,1981,08/11/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,SP,1981,08/25/1981,iceoff,0,8.02,533,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
126,SP,1981,08/25/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
127,SP,1981,08/25/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
128,SP,1981,08/25/1981,iceoff,3,NA,NA,NA,NA,NA,NA,0,NA,NA,9.4,NA,NA,2,4,3400
129,SP,1981,08/25/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
130,SP,1981,08/25/1981,iceoff,5,8.06,604,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
131,SP,1981,08/25/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
132,SP,1981,08/25/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.8,NA,NA,NA,NA,NA
133,SP,1981,08/25/1981,iceoff,8,8.53,612,NA,NA,NA,NA,22,NA,NA,14.1,NA,NA,3,6,3500
134,SP,1981,08/25/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA
135,SP,1981,08/25/1981,iceoff,10,8.18,610,NA,NA,NA,NA,42,NA,NA,12.4,NA,NA,4,7,3400
136,SP,1981,08/25/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA
137,SP,1981,08/25/1981,iceoff,12,7.33,601,NA,NA,NA,NA,0,NA,NA,9.5,NA,NA,3,8,3800
138,SP,1981,08/25/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.8,NA,NA,NA,NA,NA
139,SP,1981,08/25/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA
140,SP,1981,08/25/1981,iceoff,15,NA,NA,NA,NA,NA,NA,10,NA,NA,0.5,NA,NA,4,5,4000
141,SP,1981,08/25/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
142,SP,1981,08/25/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
143,SP,1981,08/25/1981,iceoff,18,6.46,675,NA,NA,NA,NA,2,NA,NA,0.1,NA,NA,5,6,5600
144,SP,1981,08/25/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
145,SP,1981,09/15/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,SP,1981,09/15/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,SP,1981,09/15/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,SP,1981,09/15/1981,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,SP,1981,09/15/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,SP,1981,09/15/1981,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,SP,1981,09/15/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,SP,1981,09/15/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,SP,1981,09/15/1981,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,SP,1981,09/15/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,SP,1981,09/15/1981,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,SP,1981,09/15/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
157,SP,1981,09/15/1981,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,SP,1981,09/15/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
159,SP,1981,09/15/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,SP,1981,09/15/1981,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
161,SP,1981,09/15/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,SP,1981,09/15/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
163,SP,1981,09/15/1981,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,SP,1981,09/15/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
165,SP,1981,09/15/1981,iceoff,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,SP,1981,09/22/1981,iceoff,0,7.69,627,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,2,3,4035
167,SP,1981,09/22/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,SP,1981,09/22/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,SP,1981,09/22/1981,iceoff,3,7.76,625,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,3,3825
170,SP,1981,09/22/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,SP,1981,09/22/1981,iceoff,5,7.8,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,2,3,3989
172,SP,1981,09/22/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,SP,1981,09/22/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,SP,1981,09/22/1981,iceoff,8,7.82,626,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,2,4,4198
175,SP,1981,09/22/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,SP,1981,09/22/1981,iceoff,10,7.52,623,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,5,4059
177,SP,1981,09/22/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,SP,1981,09/22/1981,iceoff,12,6.87,617,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,3,5,4581
179,SP,1981,09/22/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,SP,1981,09/22/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,SP,1981,09/22/1981,iceoff,15,6.51,677,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,9,5302
182,SP,1981,09/22/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
183,SP,1981,09/22/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,SP,1981,09/22/1981,iceoff,18,6.5,792,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,4,13,6492
185,SP,1981,09/22/1981,iceoff,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,SP,1981,10/19/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
187,SP,1981,10/19/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
188,SP,1981,10/19/1981,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
189,SP,1981,10/19/1981,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
190,SP,1981,10/19/1981,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA
191,SP,1981,10/19/1981,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
192,SP,1981,10/19/1981,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
193,SP,1981,10/19/1981,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,NA,NA,NA,NA,NA
194,SP,1981,10/19/1981,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
195,SP,1981,10/19/1981,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
196,SP,1981,10/19/1981,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
197,SP,1981,10/19/1981,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
198,SP,1981,10/19/1981,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.4,NA,NA,NA,NA,NA
199,SP,1981,10/19/1981,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,NA,NA,NA,NA,NA
200,SP,1981,10/19/1981,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.2,NA,NA,NA,NA,NA
201,SP,1981,10/19/1981,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
202,SP,1981,10/19/1981,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
203,SP,1981,10/19/1981,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
204,SP,1981,10/19/1981,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
205,SP,1981,10/19/1981,iceoff,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
206,SP,1981,12/02/1981,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA
207,SP,1981,12/02/1981,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA
