,lakeid,year4,sampledate,ice,depth,ph,alk,dic,tic,doc,toc,no3no2,no2,nh4,o2,totnf,totnuf,totpf,totpuf,drsif
3812,SP,1991,07/30/1991,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA
3813,SP,1991,07/30/1991,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.4,NA,NA,NA,NA,NA
3814,SP,1991,07/30/1991,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,NA,NA,NA,NA,NA
3815,SP,1991,07/30/1991,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,NA,NA,NA
3816,SP,1991,07/30/1991,iceoff,15,6.74,NA,11.73,12.1,3.05,3.17,1,NA,28,0.7,38,256,1,34,3765
3817,SP,1991,07/30/1991,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
3818,SP,1991,07/30/1991,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
3819,SP,1991,07/30/1991,iceoff,18,6.78,NA,14.58,14.9,4.23,4.11,1,NA,409,0.3,151,431,42,63,5877
3820,SP,1991,08/12/1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
3821,SP,1991,08/12/1991,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,NA,NA,NA,NA,NA
3822,SP,1991,08/12/1991,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
3823,SP,1991,08/12/1991,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
3824,SP,1991,08/12/1991,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
3825,SP,1991,08/12/1991,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
3826,SP,1991,08/12/1991,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
3827,SP,1991,08/12/1991,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA,NA
3828,SP,1991,08/12/1991,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.7,NA,NA,NA,NA,NA
3829,SP,1991,08/12/1991,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3830,SP,1991,08/12/1991,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA
3831,SP,1991,08/12/1991,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6,NA,NA,NA,NA,NA
3832,SP,1991,08/12/1991,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,NA,NA,NA,NA,NA
3833,SP,1991,08/12/1991,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.3,NA,NA,NA,NA,NA
3834,SP,1991,08/12/1991,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,NA,NA,NA,NA,NA
3835,SP,1991,08/12/1991,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA,NA
3836,SP,1991,08/12/1991,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
3837,SP,1991,08/12/1991,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
3838,SP,1991,08/12/1991,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
3839,SP,1991,08/12/1991,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
3840,SP,1991,08/28/1991,iceoff,0,8.17,594,7.65,7.78,3.52,4.01,1,NA,19,8.5,223,154,0,0,2431
3841,SP,1991,08/28/1991,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,NA,NA,NA,NA,NA
3842,SP,1991,08/28/1991,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
3843,SP,1991,08/28/1991,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
3844,SP,1991,08/28/1991,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3845,SP,1991,08/28/1991,iceoff,5,8.31,594,7.62,7.73,3.66,3.65,1,NA,17,9.1,345,182,6,4,2410
3846,SP,1991,08/28/1991,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,NA,NA,NA,NA,NA
3847,SP,1991,08/28/1991,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.1,NA,NA,NA,NA,NA
3848,SP,1991,08/28/1991,iceoff,8,8.76,606,7.4,7.79,3.46,3.62,1,NA,22,14.3,423,238,4,9,2560
3849,SP,1991,08/28/1991,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA,NA
3850,SP,1991,08/28/1991,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA
3851,SP,1991,08/28/1991,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
3852,SP,1991,08/28/1991,iceoff,12,7.1,625,9.18,9.36,3.32,3.09,1,NA,4,7.4,303,193,4,8,2689
3853,SP,1991,08/28/1991,iceoff,12,7.07,622,9.23,9.24,3.22,3.1,0,NA,25,7.4,230,165,3,7,2689
3854,SP,1991,08/28/1991,iceoff,12,7.1,625,9.18,9.36,3.32,3.09,1,NA,4,NA,303,193,4,8,2689
3855,SP,1991,08/28/1991,iceoff,12,7.07,622,9.23,9.24,3.22,3.1,0,NA,25,NA,230,165,3,7,2689
3856,SP,1991,08/28/1991,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
3857,SP,1991,08/28/1991,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3858,SP,1991,08/28/1991,iceoff,15,6.68,669,11.28,11.81,3.04,3.35,1,NA,12,0.3,338,288,0,24,4684
3859,SP,1991,08/28/1991,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,NA,NA,NA
3860,SP,1991,08/28/1991,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
3861,SP,1991,08/28/1991,iceoff,18,6.8,754,14.05,14.58,4.24,3.73,1,NA,510,0.2,943,970,50,77,6207
3862,SP,1991,09/09/1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.9,NA,NA,NA,NA,NA
3863,SP,1991,09/09/1991,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3864,SP,1991,09/09/1991,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3865,SP,1991,09/09/1991,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3866,SP,1991,09/09/1991,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3867,SP,1991,09/09/1991,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3868,SP,1991,09/09/1991,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3869,SP,1991,09/09/1991,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3870,SP,1991,09/09/1991,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA
3871,SP,1991,09/09/1991,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.5,NA,NA,NA,NA,NA
3872,SP,1991,09/09/1991,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6,NA,NA,NA,NA,NA
3873,SP,1991,09/09/1991,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.9,NA,NA,NA,NA,NA
3874,SP,1991,09/09/1991,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
3875,SP,1991,09/09/1991,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.6,NA,NA,NA,NA,NA
3876,SP,1991,09/09/1991,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,NA,NA,NA,NA,NA
3877,SP,1991,09/09/1991,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,NA,NA,NA,NA
3878,SP,1991,09/09/1991,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
3879,SP,1991,09/09/1991,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
3880,SP,1991,09/09/1991,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
3881,SP,1991,09/09/1991,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA
3882,SP,1991,09/23/1991,iceoff,0,8.04,NA,7.89,7.81,3.79,3.54,1,NA,7,10.4,217,228,3,6,2412
3883,SP,1991,09/23/1991,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3884,SP,1991,09/23/1991,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3885,SP,1991,09/23/1991,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3886,SP,1991,09/23/1991,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3887,SP,1991,09/23/1991,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3888,SP,1991,09/23/1991,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3889,SP,1991,09/23/1991,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3890,SP,1991,09/23/1991,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3891,SP,1991,09/23/1991,iceoff,9,8.05,NA,7.79,7.76,3.38,3.47,1,NA,4,11.1,253,217,5,6,2412
3892,SP,1991,09/23/1991,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.4,NA,NA,NA,NA,NA
3893,SP,1991,09/23/1991,iceoff,11,7.22,NA,8.63,8.88,3.07,3.15,NA,NA,NA,10.2,267,271,4,13,2624
3894,SP,1991,09/23/1991,iceoff,11,7.2,NA,8.89,8.91,3.31,3.18,2,NA,15,10.2,217,256,4,13,2577
3895,SP,1991,09/23/1991,iceoff,11,7.22,NA,8.63,8.88,3.07,3.15,NA,NA,NA,NA,267,271,4,13,2624
3896,SP,1991,09/23/1991,iceoff,11,7.2,NA,8.89,8.91,3.31,3.18,2,NA,15,NA,217,256,4,13,2577
3897,SP,1991,09/23/1991,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
3898,SP,1991,09/23/1991,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3899,SP,1991,09/23/1991,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,NA
3900,SP,1991,09/23/1991,iceoff,14,6.79,NA,10.59,11.09,3.92,2.7,1,NA,2,0.3,205,271,4,18,3517
3901,SP,1991,09/23/1991,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
3902,SP,1991,09/23/1991,iceoff,16,6.84,NA,13.16,13.44,3.52,3.44,1,NA,224,0.2,415,604,17,38,4880
3903,SP,1991,09/23/1991,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
3904,SP,1991,09/23/1991,iceoff,18,6.86,NA,14.9,15.75,4.01,3.92,1,NA,618,0.2,844,1096,68,140,5960
3905,SP,1991,10/07/1991,iceoff,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3906,SP,1991,10/07/1991,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3907,SP,1991,10/07/1991,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3908,SP,1991,10/07/1991,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3909,SP,1991,10/07/1991,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3910,SP,1991,10/07/1991,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3911,SP,1991,10/07/1991,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3912,SP,1991,10/07/1991,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3913,SP,1991,10/07/1991,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3914,SP,1991,10/07/1991,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3915,SP,1991,10/07/1991,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3916,SP,1991,10/07/1991,iceoff,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3917,SP,1991,10/07/1991,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3918,SP,1991,10/07/1991,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3919,SP,1991,10/07/1991,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3920,SP,1991,10/07/1991,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3921,SP,1991,10/07/1991,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3922,SP,1991,10/07/1991,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3923,SP,1991,10/07/1991,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3924,SP,1991,10/07/1991,iceoff,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3925,SP,1991,11/11/1991,iceoff,0,7.53,631,8.39,8.5,3.24,3.31,3,NA,27,10.7,179,207,0,7,2859
3926,SP,1991,11/11/1991,iceoff,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA
3927,SP,1991,11/11/1991,iceoff,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA
3928,SP,1991,11/11/1991,iceoff,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3929,SP,1991,11/11/1991,iceoff,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3930,SP,1991,11/11/1991,iceoff,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3931,SP,1991,11/11/1991,iceoff,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3932,SP,1991,11/11/1991,iceoff,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3933,SP,1991,11/11/1991,iceoff,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3934,SP,1991,11/11/1991,iceoff,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3935,SP,1991,11/11/1991,iceoff,10,7.51,640,8.41,8.55,3.09,3.65,4,NA,33,10.6,178,217,0,8,2671
3936,SP,1991,11/11/1991,iceoff,10,7.51,631,8.43,8.48,3.15,3.41,5,NA,42,10.6,223,205,0,7,2906
3937,SP,1991,11/11/1991,iceoff,10,7.51,640,8.41,8.55,3.09,3.65,4,NA,33,NA,178,217,0,8,2671
3938,SP,1991,11/11/1991,iceoff,10,7.51,631,8.43,8.48,3.15,3.41,5,NA,42,NA,223,205,0,7,2906
3939,SP,1991,11/11/1991,iceoff,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
3940,SP,1991,11/11/1991,iceoff,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
3941,SP,1991,11/11/1991,iceoff,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
3942,SP,1991,11/11/1991,iceoff,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
3943,SP,1991,11/11/1991,iceoff,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
3944,SP,1991,11/11/1991,iceoff,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
3945,SP,1991,11/11/1991,iceoff,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5,NA,NA,NA,NA,NA
3946,SP,1991,11/11/1991,iceoff,18,7.5,635,8.47,8.52,3.22,3.38,4,NA,32,10.5,170,223,0,7,2718
3947,SP,1992,01/14/1992,iceon,0,7.61,NA,9.17,NA,3.35,NA,9,NA,23,15,198,243,0,5,3198
3948,SP,1992,01/14/1992,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.9,NA,NA,NA,NA,NA
3949,SP,1992,01/14/1992,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1,NA,NA,NA,NA,NA
3950,SP,1992,01/14/1992,iceon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA
3951,SP,1992,01/14/1992,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.6,NA,NA,NA,NA,NA
3952,SP,1992,01/14/1992,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.5,NA,NA,NA,NA,NA
3953,SP,1992,01/14/1992,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA
3954,SP,1992,01/14/1992,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.2,NA,NA,NA,NA,NA
3955,SP,1992,01/14/1992,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.1,NA,NA,NA,NA,NA
3956,SP,1992,01/14/1992,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
3957,SP,1992,01/14/1992,iceon,10,7.28,NA,8.55,NA,3,NA,60,NA,29,10.8,175,211,0,5,2949
3958,SP,1992,01/14/1992,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA
3959,SP,1992,01/14/1992,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3960,SP,1992,01/14/1992,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2,NA,NA,NA,NA,NA
3961,SP,1992,01/14/1992,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8,NA,NA,NA,NA,NA
3962,SP,1992,01/14/1992,iceon,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.2,NA,NA,NA,NA,NA
3963,SP,1992,01/14/1992,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
3964,SP,1992,01/14/1992,iceon,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
3965,SP,1992,01/14/1992,iceon,18,6.8,NA,NA,NA,NA,NA,13,NA,508,0.6,557,658,5,63,4901
3966,SP,1992,01/14/1992,iceon,18,6.93,NA,11.63,12.86,3.67,3.14,17,NA,568,0.6,706,747,10,82,4963
3967,SP,1992,01/14/1992,iceon,18,6.8,NA,NA,NA,NA,NA,13,NA,508,NA,557,658,5,63,4901
3968,SP,1992,01/14/1992,iceon,18,6.93,NA,11.63,12.86,3.67,3.14,17,NA,568,NA,706,747,10,82,4963
3969,SP,1992,03/01/1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,14.4,205,230,0,6,3188
3970,SP,1992,03/01/1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,14.4,220,245,0,5,3104
3971,SP,1992,03/01/1992,iceon,0,7.68,691,9.21,9.28,3.25,3.3,26,NA,15,NA,205,230,0,6,3188
3972,SP,1992,03/01/1992,iceon,0,7.65,683,9.26,9.27,3.7,3.23,26,NA,28,NA,220,245,0,5,3104
3973,SP,1992,03/01/1992,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.8,NA,NA,NA,NA,NA
3974,SP,1992,03/01/1992,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.3,NA,NA,NA,NA,NA
3975,SP,1992,03/01/1992,iceon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.4,NA,NA,NA,NA,NA
3976,SP,1992,03/01/1992,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA
3977,SP,1992,03/01/1992,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7,NA,NA,NA,NA,NA
3978,SP,1992,03/01/1992,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
3979,SP,1992,03/01/1992,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4,NA,NA,NA,NA,NA
3980,SP,1992,03/01/1992,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3,NA,NA,NA,NA,NA
3981,SP,1992,03/01/1992,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
3982,SP,1992,03/01/1992,iceon,10,7.25,629,9.25,9.23,2.9,2.88,107,NA,4,9.9,240,280,0,4,3146
3983,SP,1992,03/01/1992,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.5,NA,NA,NA,NA,NA
3984,SP,1992,03/01/1992,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
3985,SP,1992,03/01/1992,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3986,SP,1992,03/01/1992,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8,NA,NA,NA,NA,NA
3987,SP,1992,03/01/1992,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.4,NA,NA,NA,NA,NA
3988,SP,1992,03/01/1992,iceon,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.2,NA,NA,NA,NA,NA
3989,SP,1992,03/01/1992,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
3990,SP,1992,03/01/1992,iceon,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA
3991,SP,1992,03/01/1992,iceon,18,6.94,864,16.48,17.65,4.67,4.41,2,NA,1371,0.1,1571,1660,49,89,6585
3992,SP,1992,03/27/1992,iceon,0,7.61,NA,8.94,9.06,3.17,3.28,54,NA,17,13.8,254,271,0,2,3221
3993,SP,1992,03/27/1992,iceon,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2,NA,NA,NA,NA,NA
3994,SP,1992,03/27/1992,iceon,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.2,NA,NA,NA,NA,NA
3995,SP,1992,03/27/1992,iceon,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7,NA,NA,NA,NA,NA
3996,SP,1992,03/27/1992,iceon,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.3,NA,NA,NA,NA,NA
3997,SP,1992,03/27/1992,iceon,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
3998,SP,1992,03/27/1992,iceon,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.9,NA,NA,NA,NA,NA
3999,SP,1992,03/27/1992,iceon,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.6,NA,NA,NA,NA,NA
4000,SP,1992,03/27/1992,iceon,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,NA,NA,NA,NA,NA
4001,SP,1992,03/27/1992,iceon,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA
4002,SP,1992,03/27/1992,iceon,10,7.1,NA,9.25,9.4,2.74,2.96,108,NA,0,9.3,250,238,0,13,3180
4003,SP,1992,03/27/1992,iceon,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.8,NA,NA,NA,NA,NA
4004,SP,1992,03/27/1992,iceon,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.2,NA,NA,NA,NA,NA
4005,SP,1992,03/27/1992,iceon,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA
4006,SP,1992,03/27/1992,iceon,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA
4007,SP,1992,03/27/1992,iceon,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,NA,NA,NA,NA,NA
4008,SP,1992,03/27/1992,iceon,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,NA,NA,NA,NA
4009,SP,1992,03/27/1992,iceon,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,NA,NA,NA,NA
4010,SP,1992,03/27/1992,iceon,18,6.87,NA,18.63,20.62,5.18,5.05,1,NA,1478,0.1,1732,2141,119,128,7674
4011,SP,1992,03/27/1992,iceon,18,6.87,NA,18.05,19.08,4.67,4.4,0,NA,1589,0.1,1720,2065,88,136,7540
4012,SP,1992,03/27/1992,iceon,18,6.87,NA,18.63,20.62,5.18,5.05,1,NA,1478,NA,1732,2141,119,128,7674
4013,SP,1992,03/27/1992,iceon,18,6.87,NA,18.05,19.08,4.67,4.4,0,NA,1589,NA,1720,2065,88,136,7540
4014,SP,1992,05/06/1992,iceoff,0,7.51,646,8.1,8.39,2.87,2.99,15,NA,19,12.3,190,244,4,9,2958
4015,SP,1992,05/06/1992,iceoff,0,7.5,615,8.16,8.37,2.91,3.02,15,NA,29,12.3,184,227,3,9,2936
