sampledate,depth,o2,deck,light,frlight,avsnow,totice,whiteice,extcoef
5/1/89,2,13,510,185,0.363,,,,
5/1/89,3,13.1,425,115,0.271,,,,
5/1/89,4,13.1,445,79,0.178,,,,
5/1/89,5,13.1,500,62,0.124,,,,
5/1/89,6,13.1,1520,128,0.084,,,,
5/1/89,7,12.6,1550,89.5,0.058,,,,
5/1/89,8,12.6,1550,64,0.041,,,,
5/1/89,9,11.8,1540,42.5,0.028,,,,
5/1/89,10,9.9,1510,28.3,0.019,,,,
5/1/89,10,,,,,,,,
5/1/89,11,8.7,1510,18.5,0.012,,,,
5/1/89,12,8.1,1540,12.2,0.008,,,,
5/1/89,13,8.1,1510,7.85,0.005,,,,
5/1/89,14,5,1510,4.9,0.003,,,,
5/1/89,15,2.5,1520,2.35,0.002,,,,
5/1/89,16,2.5,1540,1.15,0.001,,,,
5/1/89,17,2.5,1550,0.6,0,,,,
5/1/89,18,0.3,1570,0.15,0,,,,
5/17/89,0,11.2,880,880,1,,,,
5/17/89,1,11.2,880,380,0.432,,,,
5/17/89,2,11.9,908,298,0.328,,,,
5/17/89,3,12.6,898,165,0.184,,,,
5/17/89,4,12.8,910,105,0.115,,,,
5/17/89,5,13,903,71,0.079,,,,
5/17/89,6,13,898,67.5,0.075,,,,
5/17/89,7,12.8,905,44.5,0.049,,,,
5/17/89,8,12.7,912,25.5,0.028,,,,
5/17/89,9,12.4,920,20.9,0.023,,,,
5/17/89,10,11.9,900,12.8,0.014,,,,
5/17/89,11,11.4,920,9.43,0.01,,,,
5/17/89,12,11.1,928,6.34,0.007,,,,
5/17/89,13,10.7,945,4.95,0.005,,,,
5/17/89,14,10.5,940,3.59,0.004,,,,
5/17/89,15,10.2,930,2.49,0.003,,,,
5/17/89,16,9.9,943,1.76,0.002,,,,
5/17/89,17,9.4,960,1.16,0.001,,,,
5/17/89,18,8.4,960,0.34,0,,,,
5/17/89,18,,,,,,,,
5/30/89,0,10,110,77.2,0.702,,,,
5/30/89,1,10,140,52.2,0.373,,,,
5/30/89,2,10.1,150,43,0.287,,,,
5/30/89,3,10.1,153,37,0.242,,,,
5/30/89,4,10.1,157,29,0.185,,,,
5/30/89,5,13.1,150,22.7,0.151,,,,
5/30/89,6,13.7,147,16.4,0.112,,,,
5/30/89,7,13.8,142,11.7,0.082,,,,
5/30/89,8,13.5,138,8.38,0.061,,,,
5/30/89,9,13.4,137,6,0.044,,,,
5/30/89,10,13.4,135,4.01,0.03,,,,
5/30/89,11,13.1,136,2.57,0.019,,,,
5/30/89,12,11.4,137,1.67,0.012,,,,
5/30/89,13,10.7,139,1.09,0.008,,,,
5/30/89,14,9.2,143,0.8,0.006,,,,
5/30/89,15,8.2,144,0.57,0.004,,,,
5/30/89,15,,,,,,,,
5/30/89,16,7.3,148,0.38,0.003,,,,
5/30/89,17,6.4,141,0.24,0.002,,,,
5/30/89,18,6,140,0.14,0.001,,,,
5/30/89,18,,,,,,,,
6/13/89,0,9.3,188,144,0.766,,,,
6/13/89,1,9.3,199,55.1,0.277,,,,
6/13/89,2,9.3,187,48.2,0.258,,,,
6/13/89,3,9.3,228,51,0.224,,,,
6/13/89,4,9.5,228,42.3,0.186,,,,
6/13/89,5,9.6,215,32.1,0.149,,,,
6/13/89,6,12.2,173,21,0.121,,,,
6/13/89,7,12.9,176,15.1,0.086,,,,
6/13/89,8,12.9,176,12.2,0.069,,,,
6/13/89,9,12.8,158,7.5,0.047,,,,
6/13/89,10,12.4,144,4.86,0.034,,,,
6/13/89,11,12,138,3.08,0.022,,,,
6/13/89,12,11.1,133,1.86,0.014,,,,
6/13/89,13,9.4,144,1.35,0.009,,,,
6/13/89,14,8.2,164,1.2,0.007,,,,
6/13/89,15,7.2,202,0.91,0.005,,,,
6/13/89,16,6.2,204,0.61,0.003,,,,
6/13/89,17,4.4,198,0.38,0.002,,,,
6/13/89,18,1.9,192,0.18,0.001,,,,
6/13/89,18,,,,,,,,
6/26/89,0,8.8,630,480,0.762,,,,
6/26/89,1,8.8,432,170,0.394,,,,
6/26/89,2,8.9,418,128,0.306,,,,
6/26/89,3,8.9,408,112,0.275,,,,
6/26/89,4,9.5,432,92,0.213,,,,
6/26/89,5,10,398,65,0.163,,,,
6/26/89,6,11,365,48,0.132,,,,
6/26/89,7,13.3,520,47,0.09,,,,
6/26/89,8,13.5,565,43,0.076,,,,
6/26/89,9,13.6,685,40,0.058,,,,
6/26/89,10,13.5,632,26.2,0.041,,,,
6/26/89,10,,,,,,,,
6/26/89,11,13.2,512,16,0.031,,,,
6/26/89,12,11.9,630,12.2,0.019,,,,
6/26/89,13,9.1,485,5.1,0.011,,,,
6/26/89,14,7.4,770,5.62,0.007,,,,
6/26/89,15,5.8,1280,5.5,0.004,,,,
6/26/89,16,3.8,1140,2.66,0.002,,,,
6/26/89,17,2.4,1050,1.35,0.001,,,,
6/26/89,18,0.5,1050,0.26,0,,,,
7/10/89,0,8.3,910,870,0.956,,,,
7/10/89,1,8.3,890,610,0.685,,,,
7/10/89,2,8.4,910,460,0.505,,,,
7/10/89,3,8.5,915,270,0.295,,,,
7/10/89,4,8.8,925,225,0.243,,,,
7/10/89,5,10.2,930,170,0.183,,,,
7/10/89,6,11.7,922,112,0.121,,,,
7/10/89,7,13.6,910,104,0.114,,,,
7/10/89,8,14.7,922,73,0.079,,,,
7/10/89,9,14.8,935,51.5,0.055,,,,
7/10/89,10,14.9,930,38,0.041,,,,
7/10/89,11,14.9,920,27.3,0.03,,,,
7/10/89,12,14.1,940,18.7,0.02,,,,
7/10/89,13,11.9,940,11.5,0.012,,,,
7/10/89,14,9.3,950,6.35,0.007,,,,
7/10/89,15,5.1,950,3.3,0.003,,,,
7/10/89,16,2.8,969,1.56,0.002,,,,
7/10/89,17,1.4,970,0.6,0.001,,,,
7/10/89,18,0.7,980,0.25,0,,,,
7/10/89,18,,,,,,,,
7/24/89,0,8.1,557,,,,,,
7/24/89,1,8.2,420,224,0.533,,,,
7/24/89,2,8.2,430,148,0.344,,,,
7/24/89,3,8.4,438,138,0.315,,,,
7/24/89,4,8.4,480,128,0.267,,,,
7/24/89,5,8.6,730,158,0.216,,,,
7/24/89,6,10.8,685,113,0.165,,,,
7/24/89,7,12.8,625,80,0.128,,,,
7/24/89,8,13.8,610,59,0.097,,,,
7/24/89,9,14,595,42,0.071,,,,
7/24/89,10,14.2,572,32,0.056,,,,
7/24/89,11,14,555,23,0.041,,,,
7/24/89,12,13.3,530,16,0.03,,,,
7/24/89,12,,,,,,,,
7/24/89,13,11.3,515,8.5,0.017,,,,
7/24/89,14,9.7,511,6.1,0.012,,,,
7/24/89,15,5.6,518,2.4,0.005,,,,
7/24/89,16,2.4,511,1.25,0.002,,,,
7/24/89,17,0.4,505,0.65,0.001,,,,
7/24/89,18,0.4,500,0.3,0.001,,,,
8/8/89,0,8.2,1640,1460,0.89,,,,
8/8/89,1,8.2,1610,1140,0.708,,,,
8/8/89,2,8.2,1610,820,0.509,,,,
8/8/89,3,8.3,1610,630,0.391,,,,
8/8/89,4,8.3,1640,510,0.311,,,,
8/8/89,5,8.3,1570,340,0.217,,,,
8/8/89,6,8.3,1660,287,0.173,,,,
8/8/89,7,12.5,1660,240,0.145,,,,
8/8/89,8,13.5,1760,185,0.105,,,,
8/8/89,9,13.9,1800,149,0.083,,,,
8/8/89,10,13.9,1760,108,0.061,,,,
8/8/89,11,13.6,1740,76,0.044,,,,
8/8/89,12,12.8,1810,55.8,0.031,,,,
8/8/89,13,10.2,1820,37.8,0.021,,,,
8/8/89,14,5.5,1850,21.1,0.011,,,,
8/8/89,15,1.7,1860,11,0.006,,,,
8/8/89,15,,,,,,,,
8/8/89,16,0.5,1930,4.51,0.002,,,,
8/8/89,17,0.5,1980,1.76,0.001,,,,
8/8/89,18,0.4,1920,0.46,0,,,,
8/21/89,0,8.8,188,127.1,0.676,,,,
8/21/89,1,8.8,188,68.06,0.362,,,,
8/21/89,2,8.8,188,48.21,0.256,,,,
8/21/89,3,8.8,189,51.52,0.273,,,,
8/21/89,4,8.8,190,45.24,0.238,,,,
8/21/89,5,8.8,191,35.42,0.185,,,,
8/21/89,6,8.8,192,30.41,0.158,,,,
8/21/89,7,9.6,193,25.75,0.133,,,,
8/21/89,8,13.7,193,18.34,0.095,,,,
8/21/89,9,13.9,195,15.57,0.08,,,,
8/21/89,10,14.2,196,11.62,0.059,,,,
8/21/89,10,,,,,,,,
8/21/89,11,13.7,198,8.93,0.045,,,,
8/21/89,12,13.2,200,6.62,0.033,,,,
8/21/89,13,10,204,4.41,0.022,,,,
8/21/89,14,5.9,208,2.73,0.013,,,,
8/21/89,15,1.9,212,1.56,0.007,,,,
8/21/89,16,0.4,215,0.71,0.003,,,,
8/21/89,17,0.2,230,0.02,0,,,,
8/21/89,18,0.2,,,,,,,
9/5/89,0,8.9,1699,1426,0.839,,,,
9/5/89,1,9,1702,1014,0.596,,,,
9/5/89,2,9.1,1706,558,0.327,,,,
9/5/89,3,9.1,1685,415.8,0.247,,,,
9/5/89,4,9.1,1669,306.1,0.183,,,,
9/5/89,5,9.1,1672,242.4,0.145,,,,
9/5/89,6,9.2,1670,210.3,0.126,,,,
9/5/89,7,9.2,1655,169.8,0.103,,,,
9/5/89,8,12.1,1657,112,0.068,,,,
9/5/89,9,13.5,1659,98.2,0.059,,,,
9/5/89,10,13.9,1664,53.89,0.032,,,,
9/5/89,10,,,,,,,,
9/5/89,11,13.4,1670,47.82,0.029,,,,
9/5/89,12,12.7,1671,29.17,0.017,,,,
9/5/89,13,8.9,1673,18.77,0.011,,,,
9/5/89,14,5.3,1669,11.19,0.007,,,,
9/5/89,15,0.9,1663,5.63,0.003,,,,
9/5/89,16,0.7,1661,2.41,0.001,,,,
9/5/89,17,0.7,1663,0.61,0,,,,
9/5/89,18,0.7,,,,,,,
9/18/89,0,9.1,545,422.6,0.775,,,,
9/18/89,1,9.1,540,219.1,0.406,,,,
9/18/89,2,9.1,544,261,0.48,,,,
9/18/89,3,9.1,544,141.6,0.26,,,,
9/18/89,4,9.1,528,123.5,0.234,,,,
9/18/89,5,9.1,538,109,0.203,,,,
9/18/89,6,9.2,541,80.6,0.149,,,,
9/18/89,7,9.2,542,60.85,0.112,,,,
9/18/89,8,9.4,546,44.66,0.082,,,,
9/18/89,8,,,,,,,,
9/18/89,9,12.8,559,33.32,0.06,,,,
9/18/89,10,13,554,23.83,0.043,,,,
9/18/89,11,12.3,562,15.1,0.027,,,,
9/18/89,12,11.8,557,10.1,0.018,,,,
9/18/89,13,9,558,7.95,0.014,,,,
9/18/89,14,4.4,557,5.31,0.01,,,,
9/18/89,15,0.9,561,2.89,0.005,,,,
9/18/89,16,0.3,548,1.29,0.002,,,,
9/18/89,17,0.3,565,0.57,0.001,,,,
9/18/89,18,0.2,560,0.33,0.001,,,,
10/2/89,0,9.8,108,66.63,0.617,,,,
10/2/89,1,9.8,105,46.07,0.439,,,,
10/2/89,2,9.8,98,25.7,0.262,,,,
10/2/89,3,9.9,95,22.37,0.235,,,,
10/2/89,4,9.9,92,19.1,0.208,,,,
10/2/89,5,9.9,90,15.21,0.169,,,,
10/2/89,6,9.9,90,11.85,0.132,,,,
10/2/89,7,9.9,91,9.76,0.107,,,,
10/2/89,8,9.9,96,8.19,0.085,,,,
10/2/89,9,9.9,100,7.01,0.07,,,,
10/2/89,10,9.9,106,5.71,0.054,,,,
10/2/89,11,10.8,112,4.9,0.044,,,,
10/2/89,12,10.7,118,3.64,0.031,,,,
10/2/89,13,5.2,119,2.94,0.025,,,,
10/2/89,14,0.8,118,1.19,0.01,,,,
10/2/89,15,0.4,118,0.9,0.008,,,,
10/2/89,15,,,,,,,,
10/2/89,16,0.3,125,0.28,0.002,,,,
10/2/89,17,0.3,136,0.18,0.001,,,,
10/2/89,18,0.2,129,0.15,0.001,,,,
10/16/89,0,9.7,603,409.1,0.678,,,,
10/16/89,1,9.7,696,331.7,0.477,,,,
10/16/89,2,9.7,753,247,0.328,,,,
10/16/89,3,9.7,767,165,0.215,,,,
10/16/89,4,9.7,773,141.8,0.183,,,,
10/16/89,5,9.7,921,130.8,0.142,,,,
10/16/89,6,9.7,907,100.7,0.111,,,,
10/16/89,7,9.7,832,71.5,0.086,,,,
10/16/89,8,9.7,908,59.28,0.065,,,,
10/16/89,9,9.7,1015,49.55,0.049,,,,
10/16/89,10,9.7,1037,39.98,0.039,,,,
10/16/89,11,9.7,796,20.88,0.026,,,,
10/16/89,12,9.6,834,19.51,0.023,,,,
10/16/89,12,,,,,,,,
10/16/89,13,9.5,904,15.59,0.017,,,,
10/16/89,14,5.6,996,10.92,0.011,,,,
10/16/89,15,0.4,597,3.24,0.005,,,,
10/16/89,16,0.3,540,0.84,0.002,,,,
10/16/89,17,0.3,550,0.34,0.001,,,,
10/16/89,18,0.3,,,,,,,
11/1/89,0,10.2,224,133.3,0.595,,,,
11/1/89,1,10.2,208,77,0.37,,,,
11/1/89,2,10.2,211,48.79,0.231,,,,
11/1/89,3,10.2,216,36.28,0.168,,,,
11/1/89,4,10.2,224,28.17,0.126,,,,
11/1/89,5,10.3,226,20.68,0.092,,,,
11/1/89,6,10.3,228,14.98,0.066,,,,
11/1/89,7,10.3,231,10.67,0.046,,,,
11/1/89,8,10.3,235,7.53,0.032,,,,
11/1/89,9,10.3,239,5.74,0.024,,,,
11/1/89,10,10.3,243,4.03,0.017,,,,
11/1/89,11,10.3,246,3.11,0.013,,,,
11/1/89,12,10.2,250,2.32,0.009,,,,
11/1/89,13,9.5,255,1.72,0.007,,,,
11/1/89,14,7.4,262,1.19,0.005,,,,
11/1/89,15,3.9,270,0.72,0.003,,,,
11/1/89,16,1.5,285,0.42,0.001,,,,
11/1/89,17,0.2,286,0.2,0.001,,,,
11/1/89,18,0.2,282,0.19,0.001,,,,
11/1/89,18,,,,,,,,
11/14/89,0,10.9,87,61.28,0.704,,,,
11/14/89,1,11.4,87,25.3,0.291,,,,
11/14/89,2,11.9,87,19.88,0.229,,,,
11/14/89,3,12.3,86,13.32,0.155,,,,
11/14/89,4,12.4,85,8.92,0.105,,,,
11/14/89,5,12.3,85,6.08,0.072,,,,
11/14/89,6,12.3,84,4.01,0.048,,,,
11/14/89,7,12.1,83,2.74,0.033,,,,
11/14/89,8,12.1,83,1.88,0.023,,,,
11/14/89,9,11.9,82,1.23,0.015,,,,
11/14/89,10,11.6,82,0.84,0.01,,,,
11/14/89,10,,,,,,,,
11/14/89,11,11.6,81,0.57,0.007,,,,
11/14/89,12,11.6,81,0.4,0.005,,,,
11/14/89,13,11.6,81,0.39,0.005,,,,
11/14/89,14,11.6,81,0.27,0.003,,,,
11/14/89,15,11.6,82,0.17,0.002,,,,
11/14/89,16,11.6,83,0.1,0.001,,,,
11/14/89,17,11.6,83,0.09,0.001,,,,
11/14/89,18,11.6,84,0.1,0.001,,,,
1/17/90,0,12.2,122,1.54,0.013,15.9,36,,
1/17/90,0,,,,,,,,
1/17/90,1,11.4,124,1.8,0.015,,,,
1/17/90,2,10.6,126,1.97,0.016,,,,
1/17/90,3,10.4,130,1.8,0.014,,,,
1/17/90,4,10.3,136,1.73,0.013,,,,
1/17/90,5,10.1,140,1.36,0.01,,,,
1/17/90,6,10,140,1.09,0.008,,,,
1/17/90,7,9.9,139,0.81,0.006,,,,
1/17/90,8,9.8,137,0.64,0.005,,,,
1/17/90,9,9.8,137,0.48,0.004,,,,
1/17/90,10,9.7,139,0.38,0.003,,,,
1/17/90,11,9.6,141,0.28,0.002,,,,
1/17/90,12,9.3,142,0.22,0.002,,,,
1/17/90,13,8.9,141,0.14,0.001,,,,
1/17/90,14,7.7,138,0.12,0.001,,,,
1/17/90,15,6.7,135,0.02,0,,,,
1/17/90,16,5.1,131,0.23,0.002,,,,
1/17/90,17,1.2,128,0,0,,,,
1/17/90,18,0.2,,,,,,,
2/19/90,0,10.9,1143,7.7,0.007,15.9,51,10,0.373
2/19/90,1,10.3,1142,7.61,0.007,,,,
2/19/90,2,9.5,1141,4.89,0.004,,,,
2/19/90,3,9.2,1141,3.38,0.003,,,,
2/19/90,4,9,1140,2.42,0.002,,,,
2/19/90,5,8.9,1139,1.99,0.002,,,,
2/19/90,6,8.8,1143,1.51,0.001,,,,
2/19/90,7,8.7,1144,1.21,0.001,,,,
2/19/90,8,8.6,1145,0.95,0.001,,,,
2/19/90,9,8.4,1147,0.73,0.001,,,,
2/19/90,10,8.2,1146,0.53,0,,,,
2/19/90,10,,,,,,,,
2/19/90,11,7.8,1147,0.41,0,,,,
2/19/90,12,7.7,1145,0.31,0,,,,
2/19/90,13,6.7,1145,0,0,,,,
2/19/90,14,6,,,,,,,
2/19/90,15,4,,,,,,,
2/19/90,16,1.7,,,,,,,
2/19/90,17,0.2,,,,,,,
2/19/90,18,0.1,,,,,,,
3/28/90,0,10.7,,,,0,39,4,
3/28/90,1,10.4,,,,,,,
3/28/90,2,10.3,,,,,,,
3/28/90,3,10.4,,,,,,,
3/28/90,4,10.6,,,,,,,
3/28/90,5,11,,,,,,,
3/28/90,6,11.1,,,,,,,
3/28/90,7,11.2,,,,,,,
3/28/90,8,11.1,,,,,,,
3/28/90,9,10.9,,,,,,,
3/28/90,10,10.5,,,,,,,
3/28/90,10,,,,,,,,
3/28/90,11,9.3,,,,,,,
3/28/90,12,7.6,,,,,,,
3/28/90,13,5.7,,,,,,,
3/28/90,14,5.1,,,,,,,
3/28/90,15,3.4,,,,,,,
3/28/90,16,2.5,,,,,,,
3/28/90,17,0.2,,,,,,,
3/28/90,18,0.2,,,,,,,
4/30/90,0,9.8,1635,1502,0.919,,,,
4/30/90,0,,,,,,,,
4/30/90,1,10.3,1567,840,0.536,,,,
4/30/90,2,10.3,1630,593.5,0.364,,,,
4/30/90,3,10.3,1765,441.7,0.25,,,,
4/30/90,4,10.9,1712,276.2,0.161,,,,
4/30/90,5,11.7,1891,193.4,0.102,,,,
4/30/90,6,12.1,1859,122.4,0.066,,,,
4/30/90,7,11.7,1907,78.4,0.041,,,,
4/30/90,8,11.7,1891,49.88,0.026,,,,
4/30/90,9,11.3,1793,30.95,0.017,,,,
4/30/90,10,10.7,1806,20.16,0.011,,,,
4/30/90,11,10.1,1927,14.94,0.008,,,,
4/30/90,12,10,1892,9.12,0.005,,,,
4/30/90,13,9.9,1944,6.26,0.003,,,,
4/30/90,14,9.8,2018,4.35,0.002,,,,
4/30/90,15,9.7,1819,2.45,0.001,,,,
4/30/90,16,8.5,1945,1.74,0.001,,,,
4/30/90,17,7.8,,,,,,,
4/30/90,18,7.8,,,,,,,
5/15/90,0,10.8,440,330.8,0.752,,,,
5/15/90,1,10.8,422,198.9,0.471,,,,
5/15/90,2,10.8,421,156.7,0.372,,,,
5/15/90,3,10.8,422,126,0.299,,,,
5/15/90,4,10.8,426,103.3,0.242,,,,
5/15/90,5,11,422,81.8,0.194,,,,
5/15/90,6,11.1,409,62.62,0.153,,,,
5/15/90,7,11.3,404,46.99,0.116,,,,
5/15/90,8,12,399,34.82,0.087,,,,
5/15/90,9,11.9,392,24.99,0.064,,,,
5/15/90,10,11.3,389,17.65,0.045,,,,
5/15/90,11,10.3,387,12.09,0.031,,,,
5/15/90,12,9.8,381,7.96,0.021,,,,
5/15/90,13,9.3,385,5.27,0.014,,,,
5/15/90,14,9.3,389,3.51,0.009,,,,
5/15/90,15,8.6,305,1.82,0.006,,,,
5/15/90,16,7.7,277,1.03,0.004,,,,
5/15/90,17,6.2,262,0.56,0.002,,,,
5/15/90,18,4.4,267,0.26,0.001,,,,
5/15/90,18,,,,,,,,
5/29/90,0,10,1958,1720,0.878,,,,
5/29/90,1,10,1992,1511,0.759,,,,
5/29/90,2,10,1922,1122,0.584,,,,
5/29/90,3,10.1,1909,956.8,0.501,,,,
5/29/90,4,10.1,1979,664.3,0.336,,,,
5/29/90,5,11.1,1967,485.9,0.247,,,,
5/29/90,6,11.1,1954,255.9,0.131,,,,
5/29/90,7,11.4,1982,312.8,0.158,,,,
5/29/90,8,11.8,2007,268.5,0.134,,,,
5/29/90,8,,,,,,,,
5/29/90,9,12.2,2015,215.1,0.107,,,,
5/29/90,10,12.2,2019,170.9,0.085,,,,
5/29/90,11,11.9,2006,125,0.062,,,,
5/29/90,12,11.7,2020,94.6,0.047,,,,
5/29/90,13,10.4,2037,62.63,0.031,,,,
5/29/90,14,9.2,2030,38.06,0.019,,,,
5/29/90,15,8.9,2009,19.34,0.01,,,,
5/29/90,16,8.9,1958,9.94,0.005,,,,
5/29/90,17,7.3,2025,4.27,0.002,,,,
5/29/90,18,1.2,2066,1.1,0.001,,,,
6/14/90,0,9.5,1218,1101,0.904,,,,
6/14/90,1,9.5,1212,856,0.706,,,,
6/14/90,2,9.5,1191,640.1,0.537,,,,
6/14/90,3,9.5,1144,441.4,0.386,,,,
6/14/90,4,9.7,1201,328.7,0.274,,,,
6/14/90,5,9.9,1212,280.5,0.231,,,,
6/14/90,6,10.2,1226,224.4,0.183,,,,
6/14/90,7,10.7,1239,128.1,0.103,,,,
6/14/90,8,12.4,1236,81.4,0.066,,,,
6/14/90,9,12.5,1214,71.1,0.059,,,,
6/14/90,10,12.4,1190,47.42,0.04,,,,
6/14/90,11,11.8,1165,25.81,0.022,,,,
6/14/90,12,10.8,1189,15.49,0.013,,,,
6/14/90,13,10.1,1207,8.67,0.007,,,,
6/14/90,14,8.1,1206,4.19,0.003,,,,
6/14/90,15,7,1192,1.94,0.002,,,,
6/14/90,16,6.5,1223,0.94,0.001,,,,
6/14/90,17,5.5,,,,,,,
6/14/90,18,3.1,,,,,,,
6/14/90,18,,,,,,,,
6/26/90,0,8.9,2024,1785,0.882,,,,
6/26/90,1,8.9,2024,1382,0.683,,,,
6/26/90,2,9.3,2004,1168,0.583,,,,
6/26/90,3,9.4,2011,851,0.423,,,,
6/26/90,4,9.4,1997,669.2,0.335,,,,
6/26/90,5,9.4,2001,535.3,0.268,,,,
6/26/90,5,,,,,,,,
6/26/90,6,9.6,1995,429,0.215,,,,
6/26/90,7,10.7,1992,345.6,0.173,,,,
6/26/90,8,12.6,1981,263.7,0.133,,,,
6/26/90,9,13.2,1965,196.1,0.1,,,,
6/26/90,10,13.3,1966,165.4,0.084,,,,
6/26/90,11,13,1969,130.9,0.066,,,,
6/26/90,12,12.7,1976,100.1,0.051,,,,
6/26/90,12,,,,,,,,
6/26/90,13,11.2,1973,73.5,0.037,,,,
6/26/90,14,8.8,1979,37.45,0.019,,,,
6/26/90,15,5.8,1987,17.6,0.009,,,,
6/26/90,16,3.7,1990,7.02,0.004,,,,
6/26/90,17,2.1,2000,2.63,0.001,,,,
6/26/90,18,0.3,2001,0.43,0,,,,
7/10/90,0,8.6,1746,1557,0.892,,,,
7/10/90,1,8.6,1806,1138,0.63,,,,
7/10/90,2,8.7,1825,806,0.442,,,,
7/10/90,3,8.7,1746,634.8,0.364,,,,
7/10/90,4,8.7,1839,540.2,0.294,,,,
7/10/90,5,8.7,1708,430,0.252,,,,
7/10/90,6,9.4,1858,383.7,0.207,,,,
7/10/90,7,10.8,1695,282.3,0.167,,,,
7/10/90,8,12.3,1773,230.3,0.13,,,,
7/10/90,9,12.8,1735,166.6,0.096,,,,
7/10/90,10,13,1650,121.9,0.074,,,,
7/10/90,11,12.5,1712,97.3,0.057,,,,
7/10/90,12,12.4,1738,68.45,0.039,,,,
7/10/90,13,10.6,1744,51.45,0.03,,,,
7/10/90,14,6.9,1622,28.07,0.017,,,,
7/10/90,15,4,1649,14.28,0.009,,,,
7/10/90,16,1.8,1645,5.8,0.004,,,,
7/10/90,17,1.1,1690,2.2,0.001,,,,
7/10/90,18,0.3,1613,0.01,0,,,,
7/23/90,0,8.8,895,804,0.898,,,,
7/23/90,1,8.8,869,562.9,0.648,,,,
7/23/90,2,8.8,806,354.5,0.44,,,,
7/23/90,3,8.8,759,250.2,0.33,,,,
7/23/90,4,8.8,711,193.8,0.273,,,,
7/23/90,5,8.8,675,147.8,0.219,,,,
7/23/90,5,,,,,,,,
7/23/90,6,8.8,632,107,0.169,,,,
7/23/90,7,10.3,977,146.9,0.15,,,,
7/23/90,8,12.6,604,63.7,0.105,,,,
7/23/90,9,13.1,573,46.8,0.082,,,,
7/23/90,10,13.2,561,34.11,0.061,,,,
7/23/90,11,12.9,546,24.97,0.046,,,,
7/23/90,12,12.1,531,17.97,0.034,,,,
7/23/90,13,11.1,519,12.18,0.023,,,,
7/23/90,14,8.3,506,7.67,0.015,,,,
7/23/90,15,6,492,4.07,0.008,,,,
7/23/90,16,0.9,475,2.21,0.005,,,,
7/23/90,17,0.3,463,0.57,0.001,,,,
7/23/90,18,0.3,448,0,0,,,,
8/7/90,0,8.5,1025,885,0.863,,,,
8/7/90,1,8.5,1025,588.1,0.574,,,,
8/7/90,2,8.5,1012,434,0.429,,,,
8/7/90,3,8.5,997,301.8,0.303,,,,
8/7/90,4,8.5,980,217.8,0.222,,,,
8/7/90,5,8.5,985,153.8,0.156,,,,
8/7/90,6,8.5,977,118.7,0.121,,,,
8/7/90,7,8.7,985,102.5,0.104,,,,
8/7/90,8,12.7,981,78.4,0.08,,,,
8/7/90,9,13.5,975,55.39,0.057,,,,
8/7/90,10,13.4,969,41.07,0.042,,,,
8/7/90,11,12.6,976,28.81,0.03,,,,
8/7/90,12,12.2,978,19.64,0.02,,,,
8/7/90,13,10.2,997,13.53,0.014,,,,
8/7/90,14,6.6,1016,8.4,0.008,,,,
8/7/90,15,2.7,1020,4.86,0.005,,,,
8/7/90,15,,,,,,,,
8/7/90,16,0.7,1019,1.64,0.002,,,,
8/7/90,17,0.6,1038,0.54,0.001,,,,
8/7/90,18,0.6,,,,,,,
8/21/90,0,8.9,1937,1698,0.877,,,,
8/21/90,1,8.9,1929,1272,0.659,,,,
8/21/90,2,8.9,1902,952,0.501,,,,
8/21/90,3,8.9,1917,732,0.382,,,,
8/21/90,4,9,1927,542.7,0.282,,,,
8/21/90,5,9,1913,408.9,0.214,,,,
8/21/90,6,9,1905,322.7,0.169,,,,
8/21/90,7,9,1901,262.4,0.138,,,,
8/21/90,8,9.3,1894,202.8,0.107,,,,
8/21/90,9,13.2,1879,154,0.082,,,,
8/21/90,10,13.1,1680,70.3,0.042,,,,
8/21/90,10,,,,,,,,
8/21/90,11,12.7,1449,47.96,0.033,,,,
8/21/90,12,12,1366,33.66,0.025,,,,
8/21/90,13,10,1402,26.6,0.019,,,,
8/21/90,14,6.3,1399,16.79,0.012,,,,
8/21/90,15,1.6,1435,9.85,0.007,,,,
8/21/90,16,0.5,1422,4.78,0.003,,,,
8/21/90,17,0.4,1442,0.41,0,,,,
8/21/90,18,0.4,,,,,,,
9/4/90,0,8.5,474,346.1,0.73,,,,
9/4/90,1,8.4,464,189.3,0.408,,,,
9/4/90,2,8.4,474,155.4,0.328,,,,
9/4/90,3,8.4,490,133.1,0.272,,,,
9/4/90,4,8.4,507,113.9,0.225,,,,
9/4/90,5,8.4,525,94.7,0.18,,,,
9/4/90,6,8.5,534,77.3,0.145,,,,
9/4/90,7,8.5,602,66.89,0.111,,,,
9/4/90,8,8.6,513,47.77,0.093,,,,
9/4/90,9,11.9,550,38.48,0.07,,,,
9/4/90,10,12.6,534,27.24,0.051,,,,
9/4/90,11,11.9,487,17.21,0.035,,,,
9/4/90,12,11.5,438,10.63,0.024,,,,
9/4/90,13,9.8,422,6.94,0.016,,,,
9/4/90,14,4.9,395,3.78,0.01,,,,
9/4/90,15,1.6,371,1.62,0.004,,,,
9/4/90,16,0.7,351,0.02,0,,,,
9/4/90,17,0.7,,,,,,,
9/4/90,18,0.6,,,,,,,
9/4/90,18,,,,,,,,
9/19/90,0,9.2,347,229.7,0.662,,,,
9/19/90,1,9.2,367,150.8,0.411,,,,
9/19/90,2,9.2,337,104.2,0.309,,,,
