lakeid,year4,daynum,sampledate,depth,surfchlor
SP,2011,179,6/28/11,15,9.8
SP,2011,179,6/28/11,18,8.5
SP,2011,192,7/11/11,0,0.7
SP,2011,192,7/11/11,3,0.7
SP,2011,192,7/11/11,5,0.9
SP,2011,192,7/11/11,8,2.5
SP,2011,192,7/11/11,10,2.1
SP,2011,192,7/11/11,12,15.3
SP,2011,192,7/11/11,15,10.2
SP,2011,192,7/11/11,15,26.4
SP,2011,192,7/11/11,18,10.5
SP,2011,207,7/26/11,0,1
SP,2011,207,7/26/11,0,1.1
SP,2011,207,7/26/11,3,0.9
SP,2011,207,7/26/11,5,1.1
SP,2011,207,7/26/11,8,1.2
SP,2011,207,7/26/11,10,2
SP,2011,207,7/26/11,12,4.6
SP,2011,207,7/26/11,15,16.2
SP,2011,207,7/26/11,18,13.3
SP,2011,220,8/8/11,0,1.1
SP,2011,220,8/8/11,3,0.8
SP,2011,220,8/8/11,5,0.9
SP,2011,220,8/8/11,8,-0.2
SP,2011,220,8/8/11,10,1
SP,2011,220,8/8/11,12,2.1
SP,2011,220,8/8/11,15,12.3
SP,2011,220,8/8/11,15,12.5
SP,2011,220,8/8/11,18,23.6
SP,2011,234,8/22/11,0,0.5
SP,2011,234,8/22/11,3,0.7
SP,2011,234,8/22/11,5,0.9
SP,2011,234,8/22/11,8,0.1
SP,2011,234,8/22/11,8,0.8
SP,2011,234,8/22/11,10,1.8
SP,2011,234,8/22/11,12,2.5
SP,2011,234,8/22/11,15,13.6
SP,2011,234,8/22/11,18,39.7
SP,2011,249,9/6/11,0,0.8
SP,2011,249,9/6/11,3,0.8
SP,2011,249,9/6/11,3,0.7
SP,2011,249,9/6/11,5,1.1
SP,2011,249,9/6/11,8,0.8
SP,2011,249,9/6/11,10,2
SP,2011,249,9/6/11,12,3.8
SP,2011,249,9/6/11,15,19.5
SP,2011,249,9/6/11,18,11.3
SP,2011,263,9/20/11,0,1.4
SP,2011,263,9/20/11,3,1.4
SP,2011,263,9/20/11,5,1.4
SP,2011,263,9/20/11,8,1.5
SP,2011,263,9/20/11,10,2.2
SP,2011,263,9/20/11,10,2.1
SP,2011,263,9/20/11,12,4.9
SP,2011,263,9/20/11,15,37.2
SP,2011,263,9/20/11,18,47.3
SP,2011,277,10/4/11,0,0.9
SP,2011,277,10/4/11,3,1.3
SP,2011,277,10/4/11,5,1.1
SP,2011,277,10/4/11,8,1.6
SP,2011,277,10/4/11,8,1.3
SP,2011,277,10/4/11,10,1.3
SP,2011,277,10/4/11,12,3.2
SP,2011,277,10/4/11,15,67.9
SP,2011,277,10/4/11,18,6.6
SP,2011,290,10/17/11,0,1.1
SP,2011,290,10/17/11,5,1.3
SP,2011,290,10/17/11,8,1.6
SP,2011,290,10/17/11,10,1.2
SP,2011,290,10/17/11,12,1.3
SP,2011,290,10/17/11,12,1.4
SP,2011,290,10/17/11,15,27.6
SP,2011,290,10/17/11,18,5.7
SP,2011,304,10/31/11,0,1.9
SP,2011,304,10/31/11,3,2.7
SP,2011,304,10/31/11,5,3.2
SP,2011,304,10/31/11,8,2.5
SP,2011,304,10/31/11,10,2.1
SP,2011,304,10/31/11,12,2.2
SP,2011,304,10/31/11,12,1.9
SP,2011,304,10/31/11,15,1.9
SP,2011,304,10/31/11,18,7.4
SP,2011,319,11/15/11,0,3.5
SP,2011,319,11/15/11,0,2.6
SP,2011,319,11/15/11,3,2.9
SP,2011,319,11/15/11,5,3.1
SP,2011,319,11/15/11,8,2.8
SP,2011,319,11/15/11,10,3.7
SP,2011,319,11/15/11,12,2.7
SP,2011,319,11/15/11,15,2.9
SP,2011,319,11/15/11,18,2.8
SP,2012,12,1/12/12,0,4.4
SP,2012,12,1/12/12,3,4.2
SP,2012,12,1/12/12,5,2
SP,2012,12,1/12/12,8,1.2
SP,2012,12,1/12/12,10,0.6
SP,2012,12,1/12/12,10,0.8
SP,2012,12,1/12/12,12,0.4
SP,2012,12,1/12/12,15,0.8
SP,2012,12,1/12/12,18,0.7
SP,2012,52,2/21/12,0,5
SP,2012,52,2/21/12,0,4.9
SP,2012,52,2/21/12,3,2.4
SP,2012,52,2/21/12,5,1.9
SP,2012,52,2/21/12,8,0.5
SP,2012,52,2/21/12,10,0.4
SP,2012,52,2/21/12,12,0.5
SP,2012,52,2/21/12,15,0.5
SP,2012,52,2/21/12,18,0.8
SP,2012,93,4/2/12,0,2.6
SP,2012,93,4/2/12,3,3.5
SP,2012,93,4/2/12,5,2.8
SP,2012,93,4/2/12,8,2.4
SP,2012,93,4/2/12,10,2.6
SP,2012,93,4/2/12,12,2.5
SP,2012,93,4/2/12,15,3.3
SP,2012,93,4/2/12,18,3
SP,2012,93,4/2/12,18,2.7
SP,2012,108,4/17/12,0,3.3
SP,2012,108,4/17/12,3,3.9
SP,2012,108,4/17/12,5,3.4
SP,2012,108,4/17/12,8,3.8
SP,2012,108,4/17/12,8,4
SP,2012,108,4/17/12,10,3.6
SP,2012,108,4/17/12,12,3.5
SP,2012,108,4/17/12,15,3.7
SP,2012,108,4/17/12,18,3.4
SP,2012,123,5/2/12,0,1.6
SP,2012,123,5/2/12,0,1.6
SP,2012,123,5/2/12,3,1.5
SP,2012,123,5/2/12,5,2.1
SP,2012,123,5/2/12,8,1.1
SP,2012,123,5/2/12,10,1.2
SP,2012,123,5/2/12,12,2.2
SP,2012,123,5/2/12,15,4.7
SP,2012,123,5/2/12,18,3.3
SP,2012,137,5/16/12,0,0.9
SP,2012,137,5/16/12,3,1.1
SP,2012,137,5/16/12,5,0.9
SP,2012,137,5/16/12,8,2.7
SP,2012,137,5/16/12,8,2.3
SP,2012,137,5/16/12,10,6.4
SP,2012,137,5/16/12,12,11.1
SP,2012,137,5/16/12,15,13.5
SP,2012,137,5/16/12,18,4.2
SP,2012,152,5/31/12,0,1.2
SP,2012,152,5/31/12,3,1.1
SP,2012,152,5/31/12,5,0.8
SP,2012,152,5/31/12,8,2.1
SP,2012,152,5/31/12,10,2.6
SP,2012,152,5/31/12,12,7.5
SP,2012,152,5/31/12,12,5.9
SP,2012,152,5/31/12,15,4.9
SP,2012,152,5/31/12,18,2.5
SP,2012,166,6/14/12,0,1.5
SP,2012,166,6/14/12,3,1.3
SP,2012,166,6/14/12,5,1.7
SP,2012,166,6/14/12,8,3
SP,2012,166,6/14/12,10,1.8
SP,2012,166,6/14/12,12,3
SP,2012,166,6/14/12,15,2.7
SP,2012,166,6/14/12,15,2.8
SP,2012,166,6/14/12,18,3.6
SP,2012,179,6/27/12,0,1.2
SP,2012,179,6/27/12,3,1.1
SP,2012,179,6/27/12,5,1.5
SP,2012,179,6/27/12,8,3.2
SP,2012,179,6/27/12,10,2.4
SP,2012,179,6/27/12,12,2.5
SP,2012,179,6/27/12,12,4
SP,2012,179,6/27/12,15,1.7
SP,2012,179,6/27/12,18,2.9
SP,2012,194,7/12/12,0,0.4
SP,2012,194,7/12/12,3,0.6
SP,2012,194,7/12/12,5,1
SP,2012,194,7/12/12,8,2.2
SP,2012,194,7/12/12,10,1.5
SP,2012,194,7/12/12,10,-0.7
SP,2012,194,7/12/12,12,4.9
SP,2012,194,7/12/12,15,1.5
SP,2012,194,7/12/12,18,1
SP,2012,207,7/25/12,0,1.3
SP,2012,207,7/25/12,3,0.8
SP,2012,207,7/25/12,5,1.8
SP,2012,207,7/25/12,5,1.1
SP,2012,207,7/25/12,8,1.7
SP,2012,207,7/25/12,10,0.7
SP,2012,207,7/25/12,12,3.7
SP,2012,207,7/25/12,15,3.4
SP,2012,207,7/25/12,18,7
SP,2012,222,8/9/12,0,1.5
SP,2012,222,8/9/12,3,1.5
SP,2012,222,8/9/12,5,1.9
SP,2012,222,8/9/12,8,2.1
SP,2012,222,8/9/12,8,2.1
SP,2012,222,8/9/12,10,0.2
SP,2012,222,8/9/12,12,1.4
SP,2012,222,8/9/12,15,6.1
SP,2012,222,8/9/12,18,6.5
SP,2012,236,8/23/12,0,1
SP,2012,236,8/23/12,0,1.5
SP,2012,236,8/23/12,3,1.6
SP,2012,236,8/23/12,5,2.5
SP,2012,236,8/23/12,8,1.4
SP,2012,236,8/23/12,10,2.7
SP,2012,236,8/23/12,12,4.6
SP,2012,236,8/23/12,15,6.2
SP,2012,236,8/23/12,18,12.3
SP,2012,249,9/5/12,0,0.8
SP,2012,249,9/5/12,3,0.6
SP,2012,249,9/5/12,5,1.2
SP,2012,249,9/5/12,8,1.3
SP,2012,249,9/5/12,8,1.3
SP,2012,249,9/5/12,10,2.7
SP,2012,249,9/5/12,12,4
SP,2012,249,9/5/12,15,7.2
SP,2012,249,9/5/12,18,29.9
SP,2012,261,9/17/12,0,0.9
SP,2012,261,9/17/12,3,1.3
SP,2012,261,9/17/12,5,1.4
SP,2012,261,9/17/12,8,0.9
SP,2012,261,9/17/12,10,1.5
SP,2012,261,9/17/12,12,2.3
SP,2012,261,9/17/12,12,2.2
SP,2012,261,9/17/12,15,8.7
SP,2012,261,9/17/12,18,2.9
SP,2012,278,10/4/12,0,1.6
SP,2012,278,10/4/12,3,1.1
SP,2012,278,10/4/12,5,2.2
SP,2012,278,10/4/12,8,1.5
SP,2012,278,10/4/12,10,1.8
SP,2012,278,10/4/12,12,3.7
SP,2012,278,10/4/12,15,19
SP,2012,278,10/4/12,18,3.7
SP,2012,278,10/4/12,18,5.3
SP,2012,293,10/19/12,0,2.5
SP,2012,293,10/19/12,3,3.2
SP,2012,293,10/19/12,5,1
SP,2012,293,10/19/12,8,0.7
SP,2012,293,10/19/12,10,2.3
SP,2012,293,10/19/12,12,1.7
SP,2012,293,10/19/12,15,2.6
SP,2012,293,10/19/12,17,-0.3
SP,2012,293,10/19/12,17,0.7
SP,2012,305,10/31/12,0,3.5
SP,2012,305,10/31/12,3,3.5
SP,2012,305,10/31/12,5,4.3
SP,2012,305,10/31/12,8,3.9
SP,2012,305,10/31/12,10,3.5
SP,2012,305,10/31/12,12,4
SP,2012,305,10/31/12,15,4.3
SP,2012,305,10/31/12,18,3.1
SP,2012,305,10/31/12,18,3.7
SP,2012,317,11/12/12,0,2
SP,2012,317,11/12/12,3,2.4
SP,2012,317,11/12/12,5,2.4
SP,2012,317,11/12/12,8,3.5
SP,2012,317,11/12/12,10,2.7
SP,2012,317,11/12/12,12,2.1
SP,2012,317,11/12/12,15,2.2
SP,2012,317,11/12/12,18,2.4
SP,2013,14,1/14/13,0,0.8
SP,2013,14,1/14/13,3,1.6
SP,2013,14,1/14/13,5,2.2
SP,2013,14,1/14/13,8,1.1
SP,2013,14,1/14/13,10,1.5
SP,2013,14,1/14/13,12,0.5
SP,2013,14,1/14/13,15,0.6
SP,2013,14,1/14/13,18,-3.1
SP,2013,14,1/14/13,18,0.3
SP,2013,56,2/25/13,0,2.1
SP,2013,56,2/25/13,3,0.7
SP,2013,56,2/25/13,5,0.7
SP,2013,56,2/25/13,10,0.3
SP,2013,56,2/25/13,12,0.2
SP,2013,56,2/25/13,15,0.1
SP,2013,56,2/25/13,18,0
SP,2013,56,2/25/13,18,0.5
SP,2013,88,3/29/13,0,0
SP,2013,88,3/29/13,3,2.1
SP,2013,88,3/29/13,5,0.6
SP,2013,88,3/29/13,8,0.3
SP,2013,88,3/29/13,10,-0.1
SP,2013,88,3/29/13,12,0.2
SP,2013,88,3/29/13,15,0.2
SP,2013,88,3/29/13,18,1.5
SP,2013,88,3/29/13,18,1.3
SP,2013,136,5/16/13,0,5.5
SP,2013,136,5/16/13,0,5.9
SP,2013,136,5/16/13,3,5.3
SP,2013,136,5/16/13,5,5.4
SP,2013,136,5/16/13,8,5.4
SP,2013,136,5/16/13,10,4.9
SP,2013,136,5/16/13,12,3.8
SP,2013,136,5/16/13,15,4.3
SP,2013,136,5/16/13,18,4.1
SP,2013,162,6/11/13,0,1.4
SP,2013,162,6/11/13,3,1.3
SP,2013,162,6/11/13,5,3.4
SP,2013,162,6/11/13,5,3.1
SP,2013,162,6/11/13,8,7.2
SP,2013,162,6/11/13,10,14.1
SP,2013,162,6/11/13,12,11.4
SP,2013,162,6/11/13,15,3.7
SP,2013,162,6/11/13,18,15.6
SP,2013,176,6/25/13,0,0.9
SP,2013,176,6/25/13,3,1.3
SP,2013,176,6/25/13,5,0.7
SP,2013,176,6/25/13,8,3.7
SP,2013,176,6/25/13,8,5.5
SP,2013,176,6/25/13,10,6
SP,2013,176,6/25/13,12,13.1
SP,2013,176,6/25/13,15,9.2
SP,2013,176,6/25/13,18,12
SP,2013,189,7/8/13,0,1.5
SP,2013,189,7/8/13,3,1.8
SP,2013,189,7/8/13,5,1.9
SP,2013,189,7/8/13,8,2.8
SP,2013,189,7/8/13,10,4.8
SP,2013,189,7/8/13,10,4.8
SP,2013,189,7/8/13,12,8.6
SP,2013,189,7/8/13,15,11.9
SP,2013,189,7/8/13,18,9.1
SP,2013,217,8/5/13,0,1.6
SP,2013,217,8/5/13,3,1.6
SP,2013,217,8/5/13,5,2
SP,2013,217,8/5/13,8,2.1
SP,2013,217,8/5/13,8,2.4
SP,2013,217,8/5/13,10,4
SP,2013,217,8/5/13,12,9
SP,2013,217,8/5/13,15,17.8
SP,2013,217,8/5/13,18,4
SP,2013,233,8/21/13,0,0.8
SP,2013,233,8/21/13,3,1
SP,2013,233,8/21/13,5,1.4
SP,2013,233,8/21/13,5,1
SP,2013,233,8/21/13,8,1.7
SP,2013,233,8/21/13,10,3.5
SP,2013,233,8/21/13,12,2
SP,2013,233,8/21/13,15,8.2
SP,2013,233,8/21/13,18,17.7
SP,2013,247,9/4/13,0,1.6
SP,2013,247,9/4/13,0,1.1
SP,2013,247,9/4/13,3,1.3
SP,2013,247,9/4/13,5,1.4
SP,2013,247,9/4/13,8,2.1
SP,2013,247,9/4/13,10,2.4
SP,2013,247,9/4/13,12,3.1
SP,2013,247,9/4/13,15,11.6
SP,2013,247,9/4/13,18,28.8
SP,2013,275,10/2/13,0,1
SP,2013,275,10/2/13,3,1.1
SP,2013,275,10/2/13,5,1.2
SP,2013,275,10/2/13,8,1.3
SP,2013,275,10/2/13,10,2.5
SP,2013,275,10/2/13,12,4.4
SP,2013,275,10/2/13,15,11.6
SP,2013,275,10/2/13,15,12.5
SP,2013,275,10/2/13,18,13
SP,2013,302,10/29/13,0,2.5
SP,2013,302,10/29/13,3,2.4
SP,2013,302,10/29/13,5,3
SP,2013,302,10/29/13,8,2.2
SP,2013,302,10/29/13,10,2.3
SP,2013,302,10/29/13,12,2
SP,2013,302,10/29/13,15,3.3
SP,2013,302,10/29/13,18,1
SP,2013,302,10/29/13,18,-1.1
SP,2013,317,11/13/13,0,2.4
SP,2013,317,11/13/13,3,2.7
SP,2013,317,11/13/13,5,3
SP,2013,317,11/13/13,8,2
SP,2013,317,11/13/13,10,2.4
SP,2013,317,11/13/13,10,2.4
SP,2013,317,11/13/13,12,2.7
SP,2013,317,11/13/13,15,2.5
SP,2013,317,11/13/13,18,2.2
SP,2014,30,1/30/14,0,2.2
SP,2014,30,1/30/14,0,3.3
SP,2014,30,1/30/14,3,1.1
SP,2014,30,1/30/14,5,0.6
SP,2014,30,1/30/14,8,0.4
SP,2014,30,1/30/14,10,0.3
SP,2014,30,1/30/14,12,0.3
SP,2014,30,1/30/14,15,0.2
SP,2014,30,1/30/14,18,-2.4
SP,2014,48,2/17/14,0,2.5
SP,2014,48,2/17/14,3,1.1
SP,2014,48,2/17/14,5,0.5
SP,2014,48,2/17/14,8,-0.2
SP,2014,48,2/17/14,10,0.2
SP,2014,48,2/17/14,12,0.1
SP,2014,48,2/17/14,15,0.1
SP,2014,48,2/17/14,18,-3.5
SP,2014,48,2/17/14,18,-4.5
SP,2014,83,3/24/14,0,6.3
SP,2014,83,3/24/14,3,1.4
SP,2014,83,3/24/14,5,1.7
SP,2014,83,3/24/14,8,0.6
SP,2014,83,3/24/14,10,0.3
SP,2014,83,3/24/14,10,0.4
SP,2014,83,3/24/14,12,0.2
SP,2014,83,3/24/14,15,0.7
SP,2014,83,3/24/14,18,1.2
SP,2014,139,5/19/14,0,6.5
SP,2014,139,5/19/14,3,7
SP,2014,139,5/19/14,5,10.6
SP,2014,139,5/19/14,8,9.7
SP,2014,139,5/19/14,10,6.7
SP,2014,139,5/19/14,10,6.5
SP,2014,139,5/19/14,12,5.3
SP,2014,139,5/19/14,15,3.8
SP,2014,139,5/19/14,18,3.7
SP,2014,154,6/3/14,3,2.2
SP,2014,154,6/3/14,5,3.2
SP,2014,154,6/3/14,8,9.5
SP,2014,154,6/3/14,10,46.2
SP,2014,154,6/3/14,12,7.8
SP,2014,168,6/17/14,0,1.3
SP,2014,168,6/17/14,3,1.4
SP,2014,168,6/17/14,5,2.8
SP,2014,168,6/17/14,8,5.7
SP,2014,168,6/17/14,10,8.7
SP,2014,168,6/17/14,12,14.8
SP,2014,168,6/17/14,12,13.1
SP,2014,168,6/17/14,15,2.4
SP,2014,168,6/17/14,18,2.8
SP,2014,182,7/1/14,0,2.2
SP,2014,182,7/1/14,0,2.3
SP,2014,182,7/1/14,3,3
SP,2014,182,7/1/14,5,3.1
SP,2014,182,7/1/14,8,6.1
SP,2014,182,7/1/14,10,7.8
SP,2014,182,7/1/14,12,10.1
SP,2014,182,7/1/14,16,6.8
SP,2014,182,7/1/14,18,2.7
SP,2014,195,7/14/14,0,2.1
SP,2014,195,7/14/14,3,1.3
SP,2014,195,7/14/14,5,2.9
SP,2014,195,7/14/14,8,3.8
SP,2014,195,7/14/14,10,6.7
SP,2014,195,7/14/14,12,10.7
SP,2014,195,7/14/14,15,10.8
SP,2014,195,7/14/14,18,5.5
SP,2014,195,7/14/14,18,7.2
SP,2014,209,7/28/14,0,2
SP,2014,209,7/28/14,3,1.8
SP,2014,209,7/28/14,3,1.4
SP,2014,209,7/28/14,5,1.7
SP,2014,209,7/28/14,8,3.2
SP,2014,209,7/28/14,10,6.9
SP,2014,209,7/28/14,12,10.7
SP,2014,209,7/28/14,15,24.4
SP,2014,209,7/28/14,18,6.8
SP,2014,224,8/12/14,0,1
SP,2014,224,8/12/14,3,1.1
SP,2014,224,8/12/14,5,1.4
SP,2014,224,8/12/14,8,2.1
SP,2014,224,8/12/14,8,1.8
SP,2014,224,8/12/14,10,3
SP,2014,224,8/12/14,12,5.4
SP,2014,224,8/12/14,15,21
SP,2014,224,8/12/14,18,5.2
SP,2014,237,8/25/14,0,1.7
SP,2014,237,8/25/14,0,1.2
SP,2014,237,8/25/14,3,1.3
SP,2014,237,8/25/14,5,0.8
SP,2014,237,8/25/14,8,2.4
SP,2014,237,8/25/14,10,4.2
SP,2014,237,8/25/14,12,6.9
SP,2014,237,8/25/14,15,11.7
SP,2014,237,8/25/14,18,5.3
SP,2014,251,9/8/14,0,2
SP,2014,251,9/8/14,3,1.5
SP,2014,251,9/8/14,5,1.5
SP,2014,251,9/8/14,8,2.4
SP,2014,251,9/8/14,8,2
SP,2014,251,9/8/14,10,4.1
SP,2014,251,9/8/14,12,4.4
SP,2014,251,9/8/14,15,19.3
SP,2014,251,9/8/14,18,6.8
SP,2014,265,9/22/14,0,1.1
SP,2014,265,9/22/14,3,1.6
SP,2014,265,9/22/14,5,1
SP,2014,265,9/22/14,8,1.2
SP,2014,265,9/22/14,10,4.4
SP,2014,265,9/22/14,12,6.5
SP,2014,265,9/22/14,15,22.6
SP,2014,265,9/22/14,18,7.2
SP,2014,265,9/22/14,18,3.6
SP,2014,281,10/8/14,0,1.7
SP,2014,281,10/8/14,3,2.3
SP,2014,281,10/8/14,5,2.2
SP,2014,281,10/8/14,8,1.9
SP,2014,281,10/8/14,10,4.8
SP,2014,281,10/8/14,12,8
SP,2014,281,10/8/14,15,12.9
SP,2014,281,10/8/14,15,9.9
SP,2014,281,10/8/14,18,4
SP,2014,294,10/21/14,0,1.8
SP,2014,294,10/21/14,3,2.2
SP,2014,294,10/21/14,5,2.2
SP,2014,294,10/21/14,5,1.8
SP,2014,294,10/21/14,8,2.2
SP,2014,294,10/21/14,10,1.9
SP,2014,294,10/21/14,12,3.5
SP,2014,294,10/21/14,15,21
SP,2014,294,10/21/14,18,2.5
SP,2014,314,11/10/14,0,2
SP,2014,314,11/10/14,3,1.8
SP,2014,314,11/10/14,5,2
SP,2014,314,11/10/14,8,2.1
SP,2014,314,11/10/14,10,2.5
SP,2014,314,11/10/14,10,2.5
SP,2014,314,11/10/14,12,1.9
SP,2014,314,11/10/14,15,2.1
SP,2014,314,11/10/14,18,1.5
SP,2015,14,1/14/15,0,2.1
SP,2015,14,1/14/15,0,2.5
SP,2015,14,1/14/15,3,0.8
SP,2015,14,1/14/15,5,0.3
SP,2015,14,1/14/15,8,0.2
SP,2015,14,1/14/15,10,0.2
SP,2015,14,1/14/15,12,0.1
SP,2015,14,1/14/15,15,0.1
SP,2015,14,1/14/15,18,0.6
SP,2015,55,2/24/15,0,1.5
SP,2015,55,2/24/15,3,0.8
SP,2015,55,2/24/15,5,0.4
SP,2015,55,2/24/15,8,0.2
SP,2015,55,2/24/15,10,0.1
SP,2015,55,2/24/15,10,0.1
SP,2015,55,2/24/15,12,0.2
SP,2015,55,2/24/15,15,0
SP,2015,55,2/24/15,18,-4.3
SP,2015,83,3/24/15,0,2
SP,2015,83,3/24/15,3,8.1
SP,2015,83,3/24/15,5,9.5
SP,2015,83,3/24/15,8,10.1
SP,2015,83,3/24/15,10,2.4
SP,2015,83,3/24/15,12,1.4
SP,2015,83,3/24/15,15,0.4
SP,2015,83,3/24/15,18,4.2
SP,2015,83,3/24/15,18,8.2
SP,2015,113,4/23/15,0,1
SP,2015,113,4/23/15,3,2.9
SP,2015,113,4/23/15,5,2.5
SP,2015,113,4/23/15,8,2.1
SP,2015,113,4/23/15,10,5.6
SP,2015,113,4/23/15,10,-2.3
SP,2015,113,4/23/15,12,3.1
SP,2015,113,4/23/15,15,1
SP,2015,113,4/23/15,18,-5.3
SP,2015,125,5/5/15,0,1.9
SP,2015,125,5/5/15,3,2.1
SP,2015,125,5/5/15,3,1.8
SP,2015,125,5/5/15,5,4.9
SP,2015,125,5/5/15,8,8.3
SP,2015,125,5/5/15,10,7.7
SP,2015,125,5/5/15,12,6.2
SP,2015,125,5/5/15,15,3
SP,2015,125,5/5/15,18,2.7
SP,2015,138,5/18/15,0,1
SP,2015,138,5/18/15,3,0.8
SP,2015,138,5/18/15,5,1.3
SP,2015,138,5/18/15,8,5.7
SP,2015,138,5/18/15,10,7.8
SP,2015,138,5/18/15,12,15.5
SP,2015,138,5/18/15,15,4.1
SP,2015,138,5/18/15,18,3
SP,2015,152,6/1/15,0,0.8
SP,2015,152,6/1/15,3,0.8
SP,2015,152,6/1/15,5,0.8
SP,2015,152,6/1/15,8,1.6
SP,2015,152,6/1/15,10,3.2
SP,2015,152,6/1/15,12,6.2
SP,2015,152,6/1/15,15,13.7
SP,2015,152,6/1/15,15,11.4
SP,2015,152,6/1/15,18,2.9
SP,2015,168,6/17/15,0,1.8
SP,2015,168,6/17/15,3,1.9
SP,2015,168,6/17/15,5,1.6
SP,2015,168,6/17/15,8,1.4
SP,2015,168,6/17/15,8,1.1
SP,2015,168,6/17/15,10,2.4
SP,2015,168,6/17/15,12,5.8
SP,2015,168,6/17/15,15,10.7
SP,2015,168,6/17/15,18,4.7
SP,2015,180,6/29/15,0,1.9
SP,2015,180,6/29/15,3,2.2
SP,2015,180,6/29/15,5,1.1
SP,2015,180,6/29/15,8,1.7
SP,2015,180,6/29/15,8,2.3
SP,2015,180,6/29/15,10,2.9
SP,2015,180,6/29/15,12,5.6
SP,2015,180,6/29/15,15,9.8
SP,2015,180,6/29/15,18,5.4
SP,2015,196,7/15/15,0,1
SP,2015,196,7/15/15,3,1.2
SP,2015,196,7/15/15,5,1.7
SP,2015,196,7/15/15,8,1.5
SP,2015,196,7/15/15,8,2.8
SP,2015,196,7/15/15,10,2.3
SP,2015,196,7/15/15,12,2.4
SP,2015,196,7/15/15,15,7.5
SP,2015,196,7/15/15,18,4.1
SP,2015,209,7/28/15,0,0.6
SP,2015,209,7/28/15,3,0.9
SP,2015,209,7/28/15,5,1
SP,2015,209,7/28/15,8,2.2
SP,2015,209,7/28/15,10,1.8
SP,2015,209,7/28/15,12,4.6
SP,2015,209,7/28/15,15,11.1
SP,2015,209,7/28/15,18,12.8
SP,2015,209,7/28/15,18,17.3
SP,2015,223,8/11/15,0,1
SP,2015,223,8/11/15,0,1
SP,2015,223,8/11/15,3,1.1
SP,2015,223,8/11/15,5,1.7
SP,2015,223,8/11/15,8,2.9
SP,2015,223,8/11/15,10,4.8
SP,2015,223,8/11/15,12,5.9
SP,2015,223,8/11/15,15,5.5
SP,2015,223,8/11/15,18,8
SP,2015,236,8/24/15,0,1.7
SP,2015,236,8/24/15,3,1.4
SP,2015,236,8/24/15,5,1.4
SP,2015,236,8/24/15,8,4.3
SP,2015,236,8/24/15,8,3
SP,2015,236,8/24/15,10,3.2
SP,2015,236,8/24/15,12,7.8
SP,2015,236,8/24/15,15,9.3
SP,2015,236,8/24/15,18,16.5
SP,2015,251,9/8/15,0,1.5
SP,2015,251,9/8/15,3,1.4
SP,2015,251,9/8/15,5,1.4
SP,2015,251,9/8/15,8,2.3
SP,2015,251,9/8/15,10,3.8
SP,2015,251,9/8/15,12,5.3
SP,2015,251,9/8/15,15,8.6
SP,2015,251,9/8/15,15,9.1
SP,2015,251,9/8/15,18,11.1
SP,2015,266,9/23/15,0,0.9
SP,2015,266,9/23/15,3,1.1
SP,2015,266,9/23/15,5,1.6
SP,2015,266,9/23/15,8,1.8
SP,2015,266,9/23/15,10,3.9
SP,2015,266,9/23/15,12,6.3
SP,2015,266,9/23/15,15,15.1
SP,2015,266,9/23/15,18,4.7
SP,2015,266,9/23/15,18,6.4
SP,2015,280,10/7/15,0,1.3
SP,2015,280,10/7/15,0,1.2
SP,2015,280,10/7/15,3,1
SP,2015,280,10/7/15,5,1.1
SP,2015,280,10/7/15,8,1.2
SP,2015,280,10/7/15,10,2.6
SP,2015,280,10/7/15,12,5.4
SP,2015,280,10/7/15,15,9.4
SP,2015,280,10/7/15,18,7.1
SP,2015,294,10/21/15,0,1.5
SP,2015,294,10/21/15,3,2
SP,2015,294,10/21/15,5,2
SP,2015,294,10/21/15,8,2.2
SP,2015,294,10/21/15,10,2.9
SP,2015,294,10/21/15,12,5.1
SP,2015,294,10/21/15,15,9.9
SP,2015,294,10/21/15,18,5.5
SP,2015,294,10/21/15,18,5.6
SP,2015,321,11/17/15,0,3.8
SP,2015,321,11/17/15,0,3.7
SP,2015,321,11/17/15,3,4.6
SP,2015,321,11/17/15,5,3.5
SP,2015,321,11/17/15,8,3.4
SP,2015,321,11/17/15,10,3.4
SP,2015,321,11/17/15,12,3.7
SP,2015,321,11/17/15,15,4
SP,2015,321,11/17/15,18,6.8
SP,2016,21,1/21/16,0,9.3
SP,2016,21,1/21/16,3,5.2
SP,2016,21,1/21/16,5,-7.5
SP,2016,21,1/21/16,8,2.6
SP,2016,21,1/21/16,10,1.6
SP,2016,21,1/21/16,12,1.2
SP,2016,21,1/21/16,15,1.5
SP,2016,21,1/21/16,18,1.6
SP,2016,21,1/21/16,18,2
SP,2016,67,3/7/16,0,1.4
SP,2016,67,3/7/16,0,1.4
SP,2016,67,3/7/16,3,7
SP,2016,67,3/7/16,5,7.5
SP,2016,67,3/7/16,8,3.2
SP,2016,67,3/7/16,10,2.3
SP,2016,67,3/7/16,12,0.9
SP,2016,67,3/7/16,15,0.8
SP,2016,67,3/7/16,18,2.2
SP,2016,117,4/26/16,0,11.3
SP,2016,117,4/26/16,3,14.3
SP,2016,117,4/26/16,5,11.7
SP,2016,117,4/26/16,8,8.5
SP,2016,117,4/26/16,10,3.6
SP,2016,117,4/26/16,10,7.5
SP,2016,117,4/26/16,12,1.6
SP,2016,117,4/26/16,15,2.4
SP,2016,117,4/26/16,18,2.1
