
"lakeid","year4","sampledate","depth","ph","alk","dic","tic","doc","toc","no2","totnf","totnuf","totpf","totpuf","drsif","brsif","brsiuf","tpm"
"SP",1981,"1981-06-04",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",2.00,7.68,,,,,,,,,3,7,3000,,,
"SP",1981,"1981-06-04",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",6.00,7.99,,,,,,,,,4,5,3100,,,
"SP",1981,"1981-06-04",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",12.00,7.18,,,,,,,,,4,8,3100,,,
"SP",1981,"1981-06-04",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-04",18.00,6.60,,,,,,,,,5,14,3500,,,
"SP",1981,"1981-06-04",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",12.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",18.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",20.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-16",20.30,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",2.00,,,,,,,,,,,,2800,,,
"SP",1981,"1981-06-30",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",7.00,,,,,,,,,,,,3100,,,
"SP",1981,"1981-06-30",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",12.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",18.00,,,,,,,,,,,,,,,
"SP",1981,"1981-06-30",19.00,,,,,,,,,,,,4100,,,
"SP",1981,"1981-06-30",20.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",12.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",18.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-16",20.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",0.00,7.88,310,,,,,,,,,,,,,
"SP",1981,"1981-07-27",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",2.00,,,,,,,,,,2,4,3400,,,
"SP",1981,"1981-07-27",3.00,8.00,298,,,,,,,,,,,,,
"SP",1981,"1981-07-27",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",5.00,6.49,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",7.00,,,,,,,,,,4,10,3500,,,
"SP",1981,"1981-07-27",8.00,8.37,306,,,,,,,,,,,,,
"SP",1981,"1981-07-27",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",10.00,7.70,,,,,,,,,3,8,,,,
"SP",1981,"1981-07-27",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",12.00,,,,,,,,,,2,5,4000,,,
"SP",1981,"1981-07-27",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",15.00,,,,,,,,,,3,5,,,,
"SP",1981,"1981-07-27",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-07-27",18.00,6.49,670,,,,,,,,6,16,5700,,,
"SP",1981,"1981-07-27",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",12.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",18.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-11",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",0.00,8.02,533,,,,,,,,,,,,,
"SP",1981,"1981-08-25",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",3.00,,,,,,,,,,2,4,3400,,,
"SP",1981,"1981-08-25",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",5.00,8.06,604,,,,,,,,,,,,,
"SP",1981,"1981-08-25",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",8.00,8.53,612,,,,,,,,3,6,3500,,,
"SP",1981,"1981-08-25",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",10.00,8.18,610,,,,,,,,4,7,3400,,,
"SP",1981,"1981-08-25",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",12.00,7.33,601,,,,,,,,3,8,3800,,,
"SP",1981,"1981-08-25",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",15.00,,,,,,,,,,4,5,4000,,,
"SP",1981,"1981-08-25",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-08-25",18.00,6.46,675,,,,,,,,5,6,5600,,,
"SP",1981,"1981-08-25",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",12.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",18.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-15",19.80,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",0.00,7.69,627,,,,,,,,2,3,4035,,,
"SP",1981,"1981-09-22",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",3.00,7.76,625,,,,,,,,2,3,3825,,,
"SP",1981,"1981-09-22",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",5.00,7.80,,,,,,,,,2,3,3989,,,
"SP",1981,"1981-09-22",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",8.00,7.82,626,,,,,,,,2,4,4198,,,
"SP",1981,"1981-09-22",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",10.00,7.52,623,,,,,,,,3,5,4059,,,
"SP",1981,"1981-09-22",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",12.00,6.87,617,,,,,,,,3,5,4581,,,
"SP",1981,"1981-09-22",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",15.00,6.51,677,,,,,,,,4,9,5302,,,
"SP",1981,"1981-09-22",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-09-22",18.00,6.50,792,,,,,,,,4,13,6492,,,
"SP",1981,"1981-09-22",19.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",12.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",18.00,,,,,,,,,,,,,,,
"SP",1981,"1981-10-19",18.50,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",0.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",1.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",2.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",3.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",4.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",5.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",6.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",7.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",8.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",9.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",10.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",11.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",12.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",13.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",14.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",15.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",16.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",17.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",18.00,,,,,,,,,,,,,,,
"SP",1981,"1981-12-02",19.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",3.00,7.38,709,,,,,,,,,,,,,
"SP",1982,"1982-01-20",4.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",5.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",6.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",7.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",9.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",10.00,7.23,681,,,,,,,,,,,,,
"SP",1982,"1982-01-20",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",14.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",15.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",17.00,,,,,,,,,,,,,,,
"SP",1982,"1982-01-20",18.00,6.59,782,,,,,,,,,,,,,
"SP",1982,"1982-02-24",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",3.00,7.36,635,,,,,,,,,,,,,
"SP",1982,"1982-02-24",4.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",5.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",6.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",7.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",9.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",10.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",14.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",15.00,6.72,631,,,,,,,,,,,,,
"SP",1982,"1982-02-24",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-02-24",17.00,6.56,660,,,,,,,,,,,,,
"SP",1982,"1982-04-05",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",3.00,7.31,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",4.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",5.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",6.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",7.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",9.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",10.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",14.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",15.00,6.66,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",17.00,,,,,,,,,,,,,,,
"SP",1982,"1982-04-05",17.50,6.56,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",0.00,7.44,545,,,,,0,,,,,3584,,,
"SP",1982,"1982-05-12",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",3.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",4.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",5.00,7.83,,,,,,0,,,,,3608,,,
"SP",1982,"1982-05-12",6.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",7.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",9.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",10.00,7.14,573,,,,,0,,,,,3791,,,
"SP",1982,"1982-05-12",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",14.00,7.01,,,,,,0,,,,,4087,,,
"SP",1982,"1982-05-12",15.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",17.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-12",18.00,6.89,611,,,,,0,,,,,4341,,,
"SP",1982,"1982-05-27",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",0.50,8.48,,,,,,0,,,,,3441,,,
"SP",1982,"1982-05-27",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",3.00,7.71,,,,,,0,,,,,3438,,,
"SP",1982,"1982-05-27",4.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",5.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",6.00,7.97,,,,,,0,,,,,3472,,,
"SP",1982,"1982-05-27",7.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",9.00,7.64,,,,,,0,,,,,3561,,,
"SP",1982,"1982-05-27",10.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",14.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",15.00,6.80,,,,,,0,,,,,4071,,,
"SP",1982,"1982-05-27",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",17.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",18.00,,,,,,,,,,,,,,,
"SP",1982,"1982-05-27",19.00,6.74,,,,,,0,,,,,4696,,,
"SP",1982,"1982-06-10",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",0.50,8.36,,,,,,0,,,,,3465,,,
"SP",1982,"1982-06-10",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",3.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",4.00,7.96,,,,,,0,,,,,3474,,,
"SP",1982,"1982-06-10",5.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",6.00,8.07,,,,,,0,,,,,3467,,,
"SP",1982,"1982-06-10",7.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",8.00,7.97,,,,,,0,,,,,3465,,,
"SP",1982,"1982-06-10",9.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",10.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",14.00,6.95,,,,,,0,,,,,3980,,,
"SP",1982,"1982-06-10",15.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-10",17.00,6.71,,,,,,0,,,,,4155,,,
"SP",1982,"1982-06-10",18.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",0.50,7.82,,,,,,0,,,,,3492,,,
"SP",1982,"1982-06-23",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",3.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",4.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",5.00,7.54,,,,,,0,,,,,3502,,,
"SP",1982,"1982-06-23",6.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",7.00,8.05,,,,,,0,,,,,3443,,,
"SP",1982,"1982-06-23",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",9.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",10.00,7.49,,,,,,0,,,,,3492,,,
"SP",1982,"1982-06-23",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",14.00,7.20,,,,,,0,,,,,3691,,,
"SP",1982,"1982-06-23",15.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",17.00,,,,,,,,,,,,,,,
"SP",1982,"1982-06-23",18.00,6.61,,,,,,0,,,,,4478,,,
"SP",1982,"1982-07-08",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",0.50,7.70,,,,,,0,,,,,3519,,,
"SP",1982,"1982-07-08",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",3.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",4.00,7.80,,,,,,0,,,,,3512,,,
"SP",1982,"1982-07-08",5.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",6.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",7.00,8.17,,,,,,0,,,,,3459,,,
"SP",1982,"1982-07-08",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",9.00,7.81,,,,,,0,,,,,3421,,,
"SP",1982,"1982-07-08",10.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",11.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",14.00,6.99,,,,,,0,,,,,3609,,,
"SP",1982,"1982-07-08",15.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",16.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-08",17.00,6.61,,,,,,0,,,,,4154,,,
"SP",1982,"1982-07-08",18.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",0.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",0.50,7.56,,,,,,0,,,,,3407,,,
"SP",1982,"1982-07-20",1.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",2.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",3.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",4.00,7.86,,,,,,0,,,,,3422,,,
"SP",1982,"1982-07-20",5.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",6.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",7.00,8.28,,,,,,0,,,,,3439,,,
"SP",1982,"1982-07-20",8.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",9.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",10.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",11.00,8.27,,,,,,0,,,,,3437,,,
"SP",1982,"1982-07-20",12.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",13.00,,,,,,,,,,,,,,,
"SP",1982,"1982-07-20",14.00,,,,,,,,,,,,,,,
