
"lakeid","year4","sampledate","depth","wtemp","o2","deck","light"
"SP",1981,"1981-06-04",0.00,18.90,8.8,,
"SP",1981,"1981-06-04",1.00,17.60,8.9,,
"SP",1981,"1981-06-04",2.00,17.20,8.9,,
"SP",1981,"1981-06-04",3.00,17.10,8.9,,
"SP",1981,"1981-06-04",4.00,16.90,8.9,,
"SP",1981,"1981-06-04",5.00,14.60,10.5,,
"SP",1981,"1981-06-04",6.00,11.30,11.3,,
"SP",1981,"1981-06-04",7.00,10.30,11.2,,
"SP",1981,"1981-06-04",8.00,9.40,11.0,,
"SP",1981,"1981-06-04",9.00,9.00,11.0,,
"SP",1981,"1981-06-04",10.00,8.60,10.9,,
"SP",1981,"1981-06-04",11.00,8.10,10.6,,
"SP",1981,"1981-06-04",12.00,7.70,10.2,,
"SP",1981,"1981-06-04",13.00,7.30,9.9,,
"SP",1981,"1981-06-04",14.00,6.90,8.9,,
"SP",1981,"1981-06-04",15.00,6.60,8.5,,
"SP",1981,"1981-06-04",16.00,6.40,7.6,,
"SP",1981,"1981-06-04",17.00,6.30,7.1,,
"SP",1981,"1981-06-04",18.00,6.30,6.1,,
"SP",1981,"1981-06-04",19.00,6.30,5.8,,
"SP",1981,"1981-06-16",0.00,18.90,,,400.00
"SP",1981,"1981-06-16",1.00,18.90,,,160.00
"SP",1981,"1981-06-16",2.00,18.90,,,145.00
"SP",1981,"1981-06-16",3.00,18.80,,,325.00
"SP",1981,"1981-06-16",4.00,18.70,,,225.00
"SP",1981,"1981-06-16",5.00,18.30,,,180.00
"SP",1981,"1981-06-16",6.00,15.00,,,125.00
"SP",1981,"1981-06-16",7.00,11.60,,,93.00
"SP",1981,"1981-06-16",8.00,10.40,,,69.00
"SP",1981,"1981-06-16",9.00,9.50,,,48.00
"SP",1981,"1981-06-16",10.00,8.60,,,36.00
"SP",1981,"1981-06-16",11.00,8.00,,,
"SP",1981,"1981-06-16",12.00,7.60,,,27.00
"SP",1981,"1981-06-16",13.00,7.10,,,19.50
"SP",1981,"1981-06-16",14.00,6.90,,,15.50
"SP",1981,"1981-06-16",15.00,6.60,,,5.10
"SP",1981,"1981-06-16",16.00,6.60,,,4.00
"SP",1981,"1981-06-16",17.00,6.40,,,2.70
"SP",1981,"1981-06-16",18.00,6.40,,,2.20
"SP",1981,"1981-06-16",19.00,6.30,,,0.90
"SP",1981,"1981-06-16",20.00,6.30,,,0.50
"SP",1981,"1981-06-16",20.30,,,,0.00
"SP",1981,"1981-06-30",0.00,20.70,7.5,,1100.00
"SP",1981,"1981-06-30",1.00,20.50,7.4,,500.00
"SP",1981,"1981-06-30",2.00,20.40,7.4,,320.00
"SP",1981,"1981-06-30",3.00,20.00,7.4,,170.00
"SP",1981,"1981-06-30",4.00,19.80,7.4,,130.00
"SP",1981,"1981-06-30",5.00,19.50,7.5,,100.00
"SP",1981,"1981-06-30",6.00,18.00,8.1,,54.00
"SP",1981,"1981-06-30",7.00,13.80,9.1,,50.00
"SP",1981,"1981-06-30",8.00,11.20,10.1,,40.00
"SP",1981,"1981-06-30",9.00,10.00,9.8,,31.00
"SP",1981,"1981-06-30",10.00,9.30,9.4,,24.00
"SP",1981,"1981-06-30",11.00,8.50,9.0,,16.00
"SP",1981,"1981-06-30",12.00,8.00,8.2,,15.00
"SP",1981,"1981-06-30",13.00,7.60,7.3,,10.00
"SP",1981,"1981-06-30",14.00,7.20,6.3,,8.00
"SP",1981,"1981-06-30",15.00,6.90,5.7,,6.50
"SP",1981,"1981-06-30",16.00,6.80,4.6,,4.80
"SP",1981,"1981-06-30",17.00,6.70,4.0,,3.10
"SP",1981,"1981-06-30",18.00,6.70,3.4,,1.80
"SP",1981,"1981-06-30",19.00,6.60,2.3,,0.60
"SP",1981,"1981-06-30",20.00,6.50,,,0.10
"SP",1981,"1981-07-16",0.00,23.60,,760,440.00
"SP",1981,"1981-07-16",1.00,23.30,,,400.00
"SP",1981,"1981-07-16",2.00,23.00,,,310.00
"SP",1981,"1981-07-16",3.00,22.90,,,220.00
"SP",1981,"1981-07-16",4.00,22.90,,,145.00
"SP",1981,"1981-07-16",5.00,21.70,,,70.00
"SP",1981,"1981-07-16",6.00,18.50,,,52.00
"SP",1981,"1981-07-16",7.00,15.50,,,36.00
"SP",1981,"1981-07-16",8.00,11.90,,,27.50
"SP",1981,"1981-07-16",9.00,10.40,,,20.50
"SP",1981,"1981-07-16",10.00,9.50,,,15.50
"SP",1981,"1981-07-16",11.00,8.70,,,12.00
"SP",1981,"1981-07-16",12.00,8.10,,,9.50
"SP",1981,"1981-07-16",13.00,7.60,,,7.50
"SP",1981,"1981-07-16",14.00,7.20,,,5.60
"SP",1981,"1981-07-16",15.00,6.90,,,4.20
"SP",1981,"1981-07-16",16.00,6.80,,,2.60
"SP",1981,"1981-07-16",17.00,6.70,,,1.50
"SP",1981,"1981-07-16",18.00,6.60,,,0.80
"SP",1981,"1981-07-16",19.00,6.40,,,0.20
"SP",1981,"1981-07-16",20.00,6.30,,,0.00
"SP",1981,"1981-07-27",0.00,21.90,9.1,230,155.50
"SP",1981,"1981-07-27",1.00,21.90,9.1,,88.00
"SP",1981,"1981-07-27",2.00,21.70,9.1,,63.00
"SP",1981,"1981-07-27",3.00,21.40,9.1,,48.50
"SP",1981,"1981-07-27",4.00,21.30,9.1,,37.00
"SP",1981,"1981-07-27",5.00,21.30,9.1,,28.00
"SP",1981,"1981-07-27",6.00,21.10,9.0,,20.10
"SP",1981,"1981-07-27",7.00,16.10,13.6,,15.00
"SP",1981,"1981-07-27",8.00,12.50,12.8,,10.10
"SP",1981,"1981-07-27",9.00,10.80,12.5,,7.30
"SP",1981,"1981-07-27",10.00,9.70,12.0,,5.60
"SP",1981,"1981-07-27",11.00,8.80,11.2,,4.20
"SP",1981,"1981-07-27",12.00,8.10,9.5,,3.10
"SP",1981,"1981-07-27",13.00,7.80,8.6,,2.30
"SP",1981,"1981-07-27",14.00,7.40,6.8,,1.70
"SP",1981,"1981-07-27",15.00,7.00,5.2,,1.20
"SP",1981,"1981-07-27",16.00,6.80,3.3,,0.70
"SP",1981,"1981-07-27",17.00,6.70,1.8,,0.40
"SP",1981,"1981-07-27",18.00,6.60,1.7,,0.20
"SP",1981,"1981-07-27",19.00,6.40,1.7,,0.00
"SP",1981,"1981-08-11",0.00,22.80,,970,650.00
"SP",1981,"1981-08-11",1.00,22.20,,,450.00
"SP",1981,"1981-08-11",2.00,22.10,,,270.00
"SP",1981,"1981-08-11",3.00,22.00,,,220.00
"SP",1981,"1981-08-11",4.00,21.90,,,175.00
"SP",1981,"1981-08-11",5.00,21.90,,,125.00
"SP",1981,"1981-08-11",6.00,21.50,,,87.00
"SP",1981,"1981-08-11",7.00,17.40,,,62.00
"SP",1981,"1981-08-11",8.00,13.70,,,40.00
"SP",1981,"1981-08-11",9.00,11.30,,,28.00
"SP",1981,"1981-08-11",10.00,10.20,,,19.50
"SP",1981,"1981-08-11",11.00,9.10,,,14.00
"SP",1981,"1981-08-11",12.00,8.40,,,10.00
"SP",1981,"1981-08-11",13.00,7.90,,,7.20
"SP",1981,"1981-08-11",14.00,7.50,,,5.20
"SP",1981,"1981-08-11",15.00,7.20,,,3.90
"SP",1981,"1981-08-11",16.00,7.00,,,2.50
"SP",1981,"1981-08-11",17.00,6.80,,,1.30
"SP",1981,"1981-08-11",18.00,6.60,,,0.70
"SP",1981,"1981-08-11",19.00,6.50,,,0.30
"SP",1981,"1981-08-25",0.00,22.10,9.3,620,410.00
"SP",1981,"1981-08-25",1.00,22.00,9.3,,300.00
"SP",1981,"1981-08-25",2.00,21.80,9.4,,220.00
"SP",1981,"1981-08-25",3.00,21.80,9.4,,160.00
"SP",1981,"1981-08-25",4.00,21.70,9.4,,105.00
"SP",1981,"1981-08-25",5.00,21.60,9.3,,72.00
"SP",1981,"1981-08-25",6.00,21.20,9.3,,65.00
"SP",1981,"1981-08-25",7.00,20.30,11.8,,43.00
"SP",1981,"1981-08-25",8.00,14.90,14.1,,36.00
"SP",1981,"1981-08-25",9.00,12.20,13.2,,24.50
"SP",1981,"1981-08-25",10.00,10.30,12.4,,16.50
"SP",1981,"1981-08-25",11.00,9.40,11.3,,10.50
"SP",1981,"1981-08-25",12.00,8.50,9.5,,8.20
"SP",1981,"1981-08-25",13.00,7.90,6.8,,6.40
"SP",1981,"1981-08-25",14.00,7.50,4.0,,4.70
"SP",1981,"1981-08-25",15.00,7.20,0.5,,3.00
"SP",1981,"1981-08-25",16.00,7.00,0.1,,1.80
"SP",1981,"1981-08-25",17.00,6.90,0.1,,1.20
"SP",1981,"1981-08-25",18.00,6.80,0.1,,0.70
"SP",1981,"1981-08-25",19.00,6.70,0.1,,0.20
"SP",1981,"1981-09-15",0.00,19.00,,910,560.00
"SP",1981,"1981-09-15",1.00,19.00,,,370.00
"SP",1981,"1981-09-15",2.00,19.00,,,260.00
"SP",1981,"1981-09-15",3.00,19.00,,,215.00
"SP",1981,"1981-09-15",4.00,19.00,,,160.00
"SP",1981,"1981-09-15",5.00,19.00,,,120.00
"SP",1981,"1981-09-15",6.00,19.00,,,80.00
"SP",1981,"1981-09-15",7.00,18.90,,,62.00
"SP",1981,"1981-09-15",8.00,18.20,,,45.00
"SP",1981,"1981-09-15",9.00,13.10,,,34.00
"SP",1981,"1981-09-15",10.00,11.00,,,23.00
"SP",1981,"1981-09-15",11.00,9.50,,,14.50
"SP",1981,"1981-09-15",12.00,8.60,,,10.50
"SP",1981,"1981-09-15",13.00,7.90,,,7.20
"SP",1981,"1981-09-15",14.00,7.70,,,4.50
"SP",1981,"1981-09-15",15.00,7.10,,,2.60
"SP",1981,"1981-09-15",16.00,6.90,,,1.60
"SP",1981,"1981-09-15",17.00,6.90,,,1.00
"SP",1981,"1981-09-15",18.00,6.80,,,0.40
"SP",1981,"1981-09-15",19.00,6.60,,,0.10
"SP",1981,"1981-09-15",19.80,6.60,,,0.00
"SP",1981,"1981-09-22",0.00,16.30,,978,510.00
"SP",1981,"1981-09-22",1.00,,,,450.00
"SP",1981,"1981-09-22",2.00,,,,235.00
"SP",1981,"1981-09-22",3.00,16.50,,,210.00
"SP",1981,"1981-09-22",4.00,,,,155.00
"SP",1981,"1981-09-22",5.00,16.50,,,115.00
"SP",1981,"1981-09-22",6.00,,,,50.00
"SP",1981,"1981-09-22",7.00,,,,37.40
"SP",1981,"1981-09-22",8.00,16.40,,,44.50
"SP",1981,"1981-09-22",9.00,,,,34.00
"SP",1981,"1981-09-22",10.00,11.40,,,29.00
"SP",1981,"1981-09-22",11.00,,,,18.50
"SP",1981,"1981-09-22",12.00,9.00,,,12.90
"SP",1981,"1981-09-22",13.00,,,,8.90
"SP",1981,"1981-09-22",14.00,,,,4.90
"SP",1981,"1981-09-22",15.00,7.40,,,2.70
"SP",1981,"1981-09-22",16.00,,,,1.90
"SP",1981,"1981-09-22",17.00,,,,1.00
"SP",1981,"1981-09-22",18.00,6.90,,,0.50
"SP",1981,"1981-09-22",19.00,,,,0.20
"SP",1981,"1981-10-19",0.00,10.00,9.7,133,82.00
"SP",1981,"1981-10-19",1.00,10.10,9.7,,32.00
"SP",1981,"1981-10-19",2.00,10.10,9.7,,29.20
"SP",1981,"1981-10-19",3.00,10.10,9.6,,18.70
"SP",1981,"1981-10-19",4.00,10.10,9.7,,14.20
"SP",1981,"1981-10-19",5.00,10.10,9.6,,9.80
"SP",1981,"1981-10-19",6.00,10.10,9.6,,6.90
"SP",1981,"1981-10-19",7.00,10.10,9.6,,5.00
"SP",1981,"1981-10-19",8.00,10.10,9.5,,3.80
"SP",1981,"1981-10-19",9.00,10.00,9.5,,2.90
"SP",1981,"1981-10-19",10.00,10.00,9.5,,2.50
"SP",1981,"1981-10-19",11.00,10.00,9.4,,2.10
"SP",1981,"1981-10-19",12.00,10.00,9.4,,1.90
"SP",1981,"1981-10-19",13.00,10.00,9.3,,1.70
"SP",1981,"1981-10-19",14.00,10.00,6.2,,1.70
"SP",1981,"1981-10-19",15.00,8.40,2.0,,1.20
"SP",1981,"1981-10-19",16.00,7.30,0.3,,0.90
"SP",1981,"1981-10-19",17.00,7.00,0.2,,0.90
"SP",1981,"1981-10-19",18.00,6.90,0.2,,0.80
"SP",1981,"1981-10-19",18.50,6.80,0.2,,0.80
"SP",1981,"1981-12-02",0.00,3.30,11.7,95,65.00
"SP",1981,"1981-12-02",1.00,3.40,11.7,,24.00
"SP",1981,"1981-12-02",2.00,3.40,11.7,,19.80
"SP",1981,"1981-12-02",3.00,3.40,11.6,,15.30
"SP",1981,"1981-12-02",4.00,3.40,11.5,,9.60
"SP",1981,"1981-12-02",5.00,3.40,11.5,,6.60
"SP",1981,"1981-12-02",6.00,3.40,11.5,,4.40
"SP",1981,"1981-12-02",7.00,3.40,11.6,,2.90
"SP",1981,"1981-12-02",8.00,3.40,11.8,,1.90
"SP",1981,"1981-12-02",9.00,3.50,11.9,,1.20
"SP",1981,"1981-12-02",10.00,3.50,12.1,,0.80
"SP",1981,"1981-12-02",11.00,3.50,12.2,,0.50
"SP",1981,"1981-12-02",12.00,3.50,12.4,,0.30
"SP",1981,"1981-12-02",13.00,3.50,12.5,,0.20
"SP",1981,"1981-12-02",14.00,3.50,12.7,,0.20
"SP",1981,"1981-12-02",15.00,3.50,12.8,,0.10
"SP",1981,"1981-12-02",16.00,3.50,12.9,,0.10
"SP",1981,"1981-12-02",17.00,3.50,13.0,,0.00
"SP",1981,"1981-12-02",18.00,3.50,13.1,,
"SP",1981,"1981-12-02",19.00,3.50,13.1,,
"SP",1982,"1982-01-20",0.00,0.00,11.4,,
"SP",1982,"1982-01-20",1.00,1.10,12.0,,
"SP",1982,"1982-01-20",2.00,2.10,11.7,,
"SP",1982,"1982-01-20",3.00,2.30,11.9,,
"SP",1982,"1982-01-20",4.00,2.40,11.9,,
"SP",1982,"1982-01-20",5.00,2.50,12.1,,
"SP",1982,"1982-01-20",6.00,2.50,12.4,,
"SP",1982,"1982-01-20",7.00,2.60,12.5,,
"SP",1982,"1982-01-20",8.00,2.70,12.5,,
"SP",1982,"1982-01-20",9.00,2.80,12.6,,
"SP",1982,"1982-01-20",10.00,2.80,12.5,,
"SP",1982,"1982-01-20",11.00,2.90,12.4,,
"SP",1982,"1982-01-20",12.00,3.00,12.1,,
"SP",1982,"1982-01-20",13.00,3.10,11.9,,
"SP",1982,"1982-01-20",14.00,3.20,11.5,,
"SP",1982,"1982-01-20",15.00,3.30,10.1,,
"SP",1982,"1982-01-20",16.00,3.50,6.9,,
"SP",1982,"1982-01-20",17.00,3.60,3.8,,
"SP",1982,"1982-01-20",18.00,4.10,0.1,,
"SP",1982,"1982-02-24",0.00,0.00,,,
"SP",1982,"1982-02-24",1.00,1.00,11.3,,
"SP",1982,"1982-02-24",2.00,2.00,10.4,,
"SP",1982,"1982-02-24",3.00,2.40,10.3,,
"SP",1982,"1982-02-24",4.00,2.60,10.3,,
"SP",1982,"1982-02-24",5.00,2.70,10.1,,
"SP",1982,"1982-02-24",6.00,2.80,10.1,,
"SP",1982,"1982-02-24",7.00,2.80,9.9,,
"SP",1982,"1982-02-24",8.00,2.90,9.8,,
"SP",1982,"1982-02-24",9.00,3.00,9.7,,
"SP",1982,"1982-02-24",10.00,3.10,9.5,,
"SP",1982,"1982-02-24",11.00,3.10,9.4,,
"SP",1982,"1982-02-24",12.00,3.20,9.1,,
"SP",1982,"1982-02-24",13.00,3.30,8.5,,
"SP",1982,"1982-02-24",14.00,3.40,7.4,,
"SP",1982,"1982-02-24",15.00,3.60,4.8,,
"SP",1982,"1982-02-24",16.00,3.70,2.6,,
"SP",1982,"1982-02-24",17.00,4.00,0.8,,
"SP",1982,"1982-04-05",0.00,0.00,13.4,,
"SP",1982,"1982-04-05",1.00,0.80,12.2,,
"SP",1982,"1982-04-05",2.00,2.00,11.3,,
"SP",1982,"1982-04-05",3.00,2.50,9.3,,
"SP",1982,"1982-04-05",4.00,2.70,9.3,,
"SP",1982,"1982-04-05",5.00,2.80,9.0,,
"SP",1982,"1982-04-05",6.00,2.90,8.7,,
"SP",1982,"1982-04-05",7.00,2.90,8.8,,
"SP",1982,"1982-04-05",8.00,3.00,8.4,,
"SP",1982,"1982-04-05",9.00,3.00,8.2,,
"SP",1982,"1982-04-05",10.00,3.00,7.8,,
"SP",1982,"1982-04-05",11.00,3.10,7.6,,
"SP",1982,"1982-04-05",12.00,3.20,7.1,,
"SP",1982,"1982-04-05",13.00,3.30,6.0,,
"SP",1982,"1982-04-05",14.00,3.30,4.9,,
"SP",1982,"1982-04-05",15.00,3.50,2.4,,
"SP",1982,"1982-04-05",16.00,3.60,1.4,,
"SP",1982,"1982-04-05",17.00,3.80,0.4,,
"SP",1982,"1982-04-05",17.50,,,,
"SP",1982,"1982-05-12",0.00,9.70,10.5,570,265.00
"SP",1982,"1982-05-12",1.00,9.60,10.5,600,210.00
"SP",1982,"1982-05-12",2.00,9.60,10.5,630,135.00
"SP",1982,"1982-05-12",3.00,9.50,10.5,650,100.00
"SP",1982,"1982-05-12",4.00,8.10,10.8,650,71.00
"SP",1982,"1982-05-12",5.00,7.50,10.7,660,47.00
"SP",1982,"1982-05-12",6.00,7.30,10.7,660,30.00
"SP",1982,"1982-05-12",7.00,7.00,10.6,660,19.00
"SP",1982,"1982-05-12",8.00,6.70,10.6,620,11.00
"SP",1982,"1982-05-12",9.00,6.30,10.2,620,7.50
"SP",1982,"1982-05-12",10.00,5.90,9.6,620,4.70
"SP",1982,"1982-05-12",11.00,5.60,9.5,620,2.90
"SP",1982,"1982-05-12",12.00,5.30,9.5,630,1.85
"SP",1982,"1982-05-12",13.00,5.00,8.2,640,1.15
"SP",1982,"1982-05-12",14.00,4.90,7.9,650,0.65
"SP",1982,"1982-05-12",15.00,4.80,7.4,660,0.35
"SP",1982,"1982-05-12",16.00,4.70,7.2,660,0.15
"SP",1982,"1982-05-12",17.00,4.70,7.2,670,0.05
"SP",1982,"1982-05-12",18.00,4.60,7.1,670,0.00
"SP",1982,"1982-05-27",0.00,17.80,7.9,410,350.00
"SP",1982,"1982-05-27",0.50,,,,
"SP",1982,"1982-05-27",1.00,17.70,7.8,400,185.00
"SP",1982,"1982-05-27",2.00,17.60,7.8,390,115.00
"SP",1982,"1982-05-27",3.00,17.20,7.9,380,97.00
"SP",1982,"1982-05-27",4.00,14.40,8.7,370,79.00
"SP",1982,"1982-05-27",5.00,12.00,10.2,370,59.00
"SP",1982,"1982-05-27",6.00,9.10,10.4,360,44.00
"SP",1982,"1982-05-27",7.00,8.00,10.4,360,33.00
"SP",1982,"1982-05-27",8.00,7.50,10.2,360,23.50
"SP",1982,"1982-05-27",9.00,6.90,10.0,350,11.75
"SP",1982,"1982-05-27",10.00,6.50,9.7,350,11.50
"SP",1982,"1982-05-27",11.00,6.00,8.9,350,8.30
"SP",1982,"1982-05-27",12.00,5.50,8.0,340,9.60
"SP",1982,"1982-05-27",13.00,5.30,7.3,330,5.70
"SP",1982,"1982-05-27",14.00,5.10,6.7,320,5.70
"SP",1982,"1982-05-27",15.00,5.00,6.1,260,2.00
"SP",1982,"1982-05-27",16.00,5.00,5.4,255,2.35
"SP",1982,"1982-05-27",17.00,4.90,4.9,260,2.55
"SP",1982,"1982-05-27",18.00,4.90,4.1,260,2.20
"SP",1982,"1982-05-27",19.00,4.90,1.2,255,1.80
"SP",1982,"1982-06-10",0.00,17.10,7.7,600,400.00
"SP",1982,"1982-06-10",0.50,,,,
"SP",1982,"1982-06-10",1.00,17.10,7.5,2150,900.00
"SP",1982,"1982-06-10",2.00,17.10,7.3,2150,800.00
"SP",1982,"1982-06-10",3.00,17.10,7.1,2100,600.00
"SP",1982,"1982-06-10",4.00,17.10,7.1,2130,350.00
"SP",1982,"1982-06-10",5.00,15.70,8.2,2150,280.00
"SP",1982,"1982-06-10",6.00,10.60,9.5,2150,250.00
"SP",1982,"1982-06-10",7.00,9.10,9.6,2250,200.00
"SP",1982,"1982-06-10",8.00,8.00,9.9,2200,150.00
"SP",1982,"1982-06-10",9.00,7.20,9.8,2250,120.00
"SP",1982,"1982-06-10",10.00,6.60,8.8,2250,90.00
"SP",1982,"1982-06-10",11.00,6.00,8.7,2250,66.00
"SP",1982,"1982-06-10",12.00,5.70,7.8,2250,50.00
"SP",1982,"1982-06-10",13.00,5.40,7.1,2250,28.00
"SP",1982,"1982-06-10",14.00,5.20,7.1,2200,23.00
"SP",1982,"1982-06-10",15.00,5.00,6.1,2400,11.50
"SP",1982,"1982-06-10",16.00,5.00,5.9,2400,19.00
"SP",1982,"1982-06-10",17.00,5.00,3.3,2400,2.80
"SP",1982,"1982-06-10",18.00,5.00,2.2,800,0.80
"SP",1982,"1982-06-23",0.00,17.10,,710,570.00
"SP",1982,"1982-06-23",0.50,,,,
"SP",1982,"1982-06-23",1.00,17.10,,705,375.00
"SP",1982,"1982-06-23",2.00,17.00,,695,258.00
"SP",1982,"1982-06-23",3.00,17.00,,680,207.00
"SP",1982,"1982-06-23",4.00,16.90,,678,180.00
"SP",1982,"1982-06-23",5.00,16.90,,645,140.00
"SP",1982,"1982-06-23",6.00,16.10,,630,112.00
"SP",1982,"1982-06-23",7.00,11.30,,647,87.30
"SP",1982,"1982-06-23",8.00,9.20,,650,53.00
"SP",1982,"1982-06-23",9.00,8.10,,665,56.00
"SP",1982,"1982-06-23",10.00,7.40,,695,43.00
"SP",1982,"1982-06-23",11.00,6.70,,695,34.00
"SP",1982,"1982-06-23",12.00,6.30,,700,26.00
"SP",1982,"1982-06-23",13.00,5.90,,715,20.70
"SP",1982,"1982-06-23",14.00,5.60,,800,16.20
"SP",1982,"1982-06-23",15.00,5.30,,960,10.20
"SP",1982,"1982-06-23",16.00,5.20,,1050,6.90
"SP",1982,"1982-06-23",17.00,5.10,,1030,3.90
"SP",1982,"1982-06-23",18.00,5.00,,1000,2.63
"SP",1982,"1982-07-08",0.00,21.90,,,
"SP",1982,"1982-07-08",0.50,,,,
"SP",1982,"1982-07-08",1.00,21.80,,,
"SP",1982,"1982-07-08",2.00,21.70,,,
"SP",1982,"1982-07-08",3.00,21.60,,,
"SP",1982,"1982-07-08",4.00,21.50,,,
"SP",1982,"1982-07-08",5.00,20.00,,,
"SP",1982,"1982-07-08",6.00,17.50,,,
"SP",1982,"1982-07-08",7.00,14.40,,,
"SP",1982,"1982-07-08",8.00,10.80,,,
"SP",1982,"1982-07-08",9.00,9.30,,,
"SP",1982,"1982-07-08",10.00,8.40,,,
"SP",1982,"1982-07-08",11.00,7.60,,,
"SP",1982,"1982-07-08",12.00,6.80,,,
"SP",1982,"1982-07-08",13.00,6.30,,,
"SP",1982,"1982-07-08",14.00,6.10,,,
"SP",1982,"1982-07-08",15.00,5.80,,,
"SP",1982,"1982-07-08",16.00,5.40,,,
"SP",1982,"1982-07-08",17.00,5.30,,,
"SP",1982,"1982-07-08",18.00,5.30,,,
"SP",1982,"1982-07-20",0.00,23.40,9.0,,
"SP",1982,"1982-07-20",0.50,,,,
"SP",1982,"1982-07-20",1.00,23.30,9.0,,
"SP",1982,"1982-07-20",2.00,23.20,9.1,,
"SP",1982,"1982-07-20",3.00,23.20,9.1,,
"SP",1982,"1982-07-20",4.00,23.10,9.1,,
"SP",1982,"1982-07-20",5.00,21.90,9.8,,
"SP",1982,"1982-07-20",6.00,20.00,11.0,,
"SP",1982,"1982-07-20",7.00,15.10,13.6,,
"SP",1982,"1982-07-20",8.00,12.40,13.6,,
"SP",1982,"1982-07-20",9.00,10.30,13.4,,
"SP",1982,"1982-07-20",10.00,8.90,13.4,,
"SP",1982,"1982-07-20",11.00,7.80,13.4,,
"SP",1982,"1982-07-20",12.00,7.20,13.6,,
"SP",1982,"1982-07-20",13.00,6.50,13.4,,
"SP",1982,"1982-07-20",14.00,6.20,10.8,,
"SP",1982,"1982-07-20",15.00,5.80,6.5,,
"SP",1982,"1982-07-20",16.00,5.50,1.0,,
"SP",1982,"1982-07-20",17.00,5.30,0.0,,
"SP",1982,"1982-07-20",18.00,5.30,0.0,,
"SP",1982,"1982-08-02",0.00,22.20,8.9,,
"SP",1982,"1982-08-02",0.50,,,,
"SP",1982,"1982-08-02",1.00,22.20,8.9,,
"SP",1982,"1982-08-02",2.00,22.20,8.9,,
"SP",1982,"1982-08-02",3.00,22.20,8.9,,
"SP",1982,"1982-08-02",4.00,22.10,8.8,,
"SP",1982,"1982-08-02",5.00,22.10,8.8,,
"SP",1982,"1982-08-02",6.00,21.70,9.4,,
"SP",1982,"1982-08-02",7.00,15.90,13.2,,
"SP",1982,"1982-08-02",8.00,12.70,13.2,,
"SP",1982,"1982-08-02",9.00,10.80,13.2,,
"SP",1982,"1982-08-02",10.00,8.90,12.8,,
"SP",1982,"1982-08-02",11.00,7.90,12.4,,
"SP",1982,"1982-08-02",12.00,7.00,12.2,,
"SP",1982,"1982-08-02",13.00,6.40,12.2,,
"SP",1982,"1982-08-02",14.00,6.00,8.3,,
"SP",1982,"1982-08-02",15.00,5.60,2.5,,
"SP",1982,"1982-08-02",16.00,5.40,0.3,,
"SP",1982,"1982-08-02",17.00,5.30,0.2,,
"SP",1982,"1982-08-02",18.00,5.30,0.2,,
"SP",1982,"1982-08-17",0.00,21.80,,,1420.00
"SP",1982,"1982-08-17",1.00,21.50,,,960.00
"SP",1982,"1982-08-17",2.00,21.50,,,705.00
"SP",1982,"1982-08-17",3.00,21.40,,,560.00
"SP",1982,"1982-08-17",4.00,21.10,,,415.00
"SP",1982,"1982-08-17",5.00,21.00,,,327.00
"SP",1982,"1982-08-17",6.00,20.80,,,243.00
"SP",1982,"1982-08-17",7.00,18.20,,,182.00
"SP",1982,"1982-08-17",8.00,13.40,,,133.00
"SP",1982,"1982-08-17",9.00,10.90,,,96.30
"SP",1982,"1982-08-17",10.00,9.40,,,72.30
"SP",1982,"1982-08-17",11.00,8.50,,,53.30
"SP",1982,"1982-08-17",12.00,7.40,,,39.00
"SP",1982,"1982-08-17",13.00,6.80,,,26.90
"SP",1982,"1982-08-17",14.00,6.40,,,14.70
"SP",1982,"1982-08-17",15.00,6.00,,,6.82
"SP",1982,"1982-08-17",16.00,5.70,,,3.90
"SP",1982,"1982-08-17",17.00,5.50,,,2.28
"SP",1982,"1982-08-17",18.00,5.50,,,1.30
"SP",1982,"1982-09-09",0.00,18.20,9.1,1350,1050.00
"SP",1982,"1982-09-09",1.00,18.10,9.0,1350,650.00
"SP",1982,"1982-09-09",2.00,18.00,9.0,1250,480.00
"SP",1982,"1982-09-09",3.00,17.90,9.0,1240,360.00
"SP",1982,"1982-09-09",4.00,17.70,9.0,1230,285.00
"SP",1982,"1982-09-09",5.00,17.60,9.0,1300,210.00
"SP",1982,"1982-09-09",6.00,17.50,8.9,1190,152.00
"SP",1982,"1982-09-09",7.00,17.30,8.9,1210,117.00
"SP",1982,"1982-09-09",8.00,17.20,8.9,1270,88.00
"SP",1982,"1982-09-09",9.00,13.00,11.6,1280,66.50
"SP",1982,"1982-09-09",10.00,10.40,11.4,1230,50.00
"SP",1982,"1982-09-09",11.00,9.10,10.9,1320,36.50
"SP",1982,"1982-09-09",12.00,8.10,10.8,1320,24.70
"SP",1982,"1982-09-09",13.00,7.40,10.0,1270,17.20
"SP",1982,"1982-09-09",14.00,6.70,6.1,1270,11.70
"SP",1982,"1982-09-09",15.00,6.20,0.6,1150,7.33
"SP",1982,"1982-09-09",16.00,5.80,0.4,1220,4.03
"SP",1982,"1982-09-09",17.00,5.70,0.3,1250,1.78
"SP",1982,"1982-09-09",18.00,5.70,0.3,1300,0.50
"SP",1982,"1982-09-20",0.00,15.50,8.7,,
"SP",1982,"1982-09-20",1.00,15.50,8.6,,
"SP",1982,"1982-09-20",2.00,15.50,8.6,,
"SP",1982,"1982-09-20",3.00,15.50,8.5,,
