
"lakeid","year4","sampledate","depth","wtemp","o2","deck","light"
"SP",1990,"1990-02-19",5.00,4.00,8.9,1139,1.99
"SP",1990,"1990-02-19",6.00,4.00,8.8,1143,1.51
"SP",1990,"1990-02-19",7.00,4.00,8.7,1144,1.21
"SP",1990,"1990-02-19",8.00,4.10,8.6,1145,0.95
"SP",1990,"1990-02-19",9.00,4.10,8.4,1147,0.73
"SP",1990,"1990-02-19",10.00,4.10,8.2,1146,0.53
"SP",1990,"1990-02-19",10.00,,,,
"SP",1990,"1990-02-19",11.00,4.20,7.8,1147,0.41
"SP",1990,"1990-02-19",12.00,4.20,7.7,1145,0.31
"SP",1990,"1990-02-19",13.00,4.20,6.7,1145,0.00
"SP",1990,"1990-02-19",14.00,4.20,6.0,,
"SP",1990,"1990-02-19",15.00,4.30,4.0,,
"SP",1990,"1990-02-19",16.00,4.50,1.7,,
"SP",1990,"1990-02-19",17.00,4.80,0.2,,
"SP",1990,"1990-02-19",18.00,4.90,0.1,,
"SP",1990,"1990-03-28",0.00,3.80,10.7,,
"SP",1990,"1990-03-28",1.00,4.50,10.4,,
"SP",1990,"1990-03-28",2.00,4.60,10.3,,
"SP",1990,"1990-03-28",3.00,4.60,10.4,,
"SP",1990,"1990-03-28",4.00,4.50,10.6,,
"SP",1990,"1990-03-28",5.00,4.40,11.0,,
"SP",1990,"1990-03-28",6.00,4.30,11.1,,
"SP",1990,"1990-03-28",7.00,4.20,11.2,,
"SP",1990,"1990-03-28",8.00,4.20,11.1,,
"SP",1990,"1990-03-28",9.00,4.20,10.9,,
"SP",1990,"1990-03-28",10.00,4.10,10.5,,
"SP",1990,"1990-03-28",10.00,,,,
"SP",1990,"1990-03-28",11.00,4.10,9.3,,
"SP",1990,"1990-03-28",12.00,4.20,7.6,,
"SP",1990,"1990-03-28",13.00,4.20,5.7,,
"SP",1990,"1990-03-28",14.00,4.20,5.1,,
"SP",1990,"1990-03-28",15.00,4.30,3.4,,
"SP",1990,"1990-03-28",16.00,4.30,2.5,,
"SP",1990,"1990-03-28",17.00,4.60,0.2,,
"SP",1990,"1990-03-28",18.00,4.80,0.2,,
"SP",1990,"1990-04-30",0.00,13.00,9.8,1635,1502.00
"SP",1990,"1990-04-30",0.00,,,,
"SP",1990,"1990-04-30",1.00,12.90,10.3,1567,840.00
"SP",1990,"1990-04-30",2.00,12.80,10.3,1630,593.50
"SP",1990,"1990-04-30",3.00,12.70,10.3,1765,441.70
"SP",1990,"1990-04-30",4.00,12.00,10.9,1712,276.20
"SP",1990,"1990-04-30",5.00,10.10,11.7,1891,193.40
"SP",1990,"1990-04-30",6.00,7.70,12.1,1859,122.40
"SP",1990,"1990-04-30",7.00,6.60,11.7,1907,78.40
"SP",1990,"1990-04-30",8.00,6.00,11.7,1891,49.88
"SP",1990,"1990-04-30",9.00,5.60,11.3,1793,30.95
"SP",1990,"1990-04-30",10.00,5.20,10.7,1806,20.16
"SP",1990,"1990-04-30",11.00,4.90,10.1,1927,14.94
"SP",1990,"1990-04-30",12.00,4.80,10.0,1892,9.12
"SP",1990,"1990-04-30",13.00,4.80,9.9,1944,6.26
"SP",1990,"1990-04-30",14.00,4.80,9.8,2018,4.35
"SP",1990,"1990-04-30",15.00,4.80,9.7,1819,2.45
"SP",1990,"1990-04-30",16.00,4.70,8.5,1945,1.74
"SP",1990,"1990-04-30",17.00,4.70,7.8,,
"SP",1990,"1990-04-30",18.00,4.60,7.8,,
"SP",1990,"1990-05-15",0.00,12.00,10.8,440,330.80
"SP",1990,"1990-05-15",1.00,11.60,10.8,422,198.90
"SP",1990,"1990-05-15",2.00,11.60,10.8,421,156.70
"SP",1990,"1990-05-15",3.00,11.60,10.8,422,126.00
"SP",1990,"1990-05-15",4.00,11.60,10.8,426,103.30
"SP",1990,"1990-05-15",5.00,11.10,11.0,422,81.80
"SP",1990,"1990-05-15",6.00,10.60,11.1,409,62.62
"SP",1990,"1990-05-15",7.00,10.30,11.3,404,46.99
"SP",1990,"1990-05-15",8.00,7.50,12.0,399,34.82
"SP",1990,"1990-05-15",9.00,6.20,11.9,392,24.99
"SP",1990,"1990-05-15",10.00,5.60,11.3,389,17.65
"SP",1990,"1990-05-15",11.00,5.30,10.3,387,12.09
"SP",1990,"1990-05-15",12.00,5.10,9.8,381,7.96
"SP",1990,"1990-05-15",13.00,5.00,9.3,385,5.27
"SP",1990,"1990-05-15",14.00,4.90,9.3,389,3.51
"SP",1990,"1990-05-15",15.00,4.80,8.6,305,1.82
"SP",1990,"1990-05-15",16.00,4.80,7.7,277,1.03
"SP",1990,"1990-05-15",17.00,4.80,6.2,262,0.56
"SP",1990,"1990-05-15",18.00,4.80,4.4,267,0.26
"SP",1990,"1990-05-15",18.00,,,,
"SP",1990,"1990-05-29",0.00,15.30,10.0,1958,1720.00
"SP",1990,"1990-05-29",1.00,15.30,10.0,1992,1511.00
"SP",1990,"1990-05-29",2.00,15.30,10.0,1922,1122.00
"SP",1990,"1990-05-29",3.00,15.10,10.1,1909,956.80
"SP",1990,"1990-05-29",4.00,14.90,10.1,1979,664.30
"SP",1990,"1990-05-29",5.00,12.90,11.1,1967,485.90
"SP",1990,"1990-05-29",6.00,11.70,11.1,1954,255.90
"SP",1990,"1990-05-29",7.00,10.70,11.4,1982,312.80
"SP",1990,"1990-05-29",8.00,9.40,11.8,2007,268.50
"SP",1990,"1990-05-29",8.00,,,,
"SP",1990,"1990-05-29",9.00,7.90,12.2,2015,215.10
"SP",1990,"1990-05-29",10.00,6.70,12.2,2019,170.90
"SP",1990,"1990-05-29",11.00,6.20,11.9,2006,125.00
"SP",1990,"1990-05-29",12.00,5.80,11.7,2020,94.60
"SP",1990,"1990-05-29",13.00,5.40,10.4,2037,62.63
"SP",1990,"1990-05-29",14.00,5.10,9.2,2030,38.06
"SP",1990,"1990-05-29",15.00,5.00,8.9,2009,19.34
"SP",1990,"1990-05-29",16.00,5.00,8.9,1958,9.94
"SP",1990,"1990-05-29",17.00,4.90,7.3,2025,4.27
"SP",1990,"1990-05-29",18.00,4.90,1.2,2066,1.10
"SP",1990,"1990-06-14",0.00,17.70,9.5,1218,1101.00
"SP",1990,"1990-06-14",1.00,17.60,9.5,1212,856.00
"SP",1990,"1990-06-14",2.00,17.50,9.5,1191,640.10
"SP",1990,"1990-06-14",3.00,17.40,9.5,1144,441.40
"SP",1990,"1990-06-14",4.00,16.90,9.7,1201,328.70
"SP",1990,"1990-06-14",5.00,16.30,9.9,1212,280.50
"SP",1990,"1990-06-14",6.00,15.40,10.2,1226,224.40
"SP",1990,"1990-06-14",7.00,14.40,10.7,1239,128.10
"SP",1990,"1990-06-14",8.00,10.40,12.4,1236,81.40
"SP",1990,"1990-06-14",9.00,9.00,12.5,1214,71.10
"SP",1990,"1990-06-14",10.00,7.30,12.4,1190,47.42
"SP",1990,"1990-06-14",11.00,6.60,11.8,1165,25.81
"SP",1990,"1990-06-14",12.00,6.00,10.8,1189,15.49
"SP",1990,"1990-06-14",13.00,5.90,10.1,1207,8.67
"SP",1990,"1990-06-14",14.00,5.50,8.1,1206,4.19
"SP",1990,"1990-06-14",15.00,5.30,7.0,1192,1.94
"SP",1990,"1990-06-14",16.00,5.20,6.5,1223,0.94
"SP",1990,"1990-06-14",17.00,5.20,5.5,,
"SP",1990,"1990-06-14",18.00,5.10,3.1,,
"SP",1990,"1990-06-14",18.00,,,,
"SP",1990,"1990-06-26",0.00,20.90,8.9,2024,1785.00
"SP",1990,"1990-06-26",1.00,20.60,8.9,2024,1382.00
"SP",1990,"1990-06-26",2.00,19.10,9.3,2004,1168.00
"SP",1990,"1990-06-26",3.00,18.80,9.4,2011,851.00
"SP",1990,"1990-06-26",4.00,18.50,9.4,1997,669.20
"SP",1990,"1990-06-26",5.00,18.10,9.4,2001,535.30
"SP",1990,"1990-06-26",5.00,,,,
"SP",1990,"1990-06-26",6.00,17.50,9.6,1995,429.00
"SP",1990,"1990-06-26",7.00,16.10,10.7,1992,345.60
"SP",1990,"1990-06-26",8.00,12.50,12.6,1981,263.70
"SP",1990,"1990-06-26",9.00,10.50,13.2,1965,196.10
"SP",1990,"1990-06-26",10.00,8.80,13.3,1966,165.40
"SP",1990,"1990-06-26",11.00,7.70,13.0,1969,130.90
"SP",1990,"1990-06-26",12.00,6.80,12.7,1976,100.10
"SP",1990,"1990-06-26",12.00,,,,
"SP",1990,"1990-06-26",13.00,6.10,11.2,1973,73.50
"SP",1990,"1990-06-26",14.00,5.70,8.8,1979,37.45
"SP",1990,"1990-06-26",15.00,5.40,5.8,1987,17.60
"SP",1990,"1990-06-26",16.00,5.30,3.7,1990,7.02
"SP",1990,"1990-06-26",17.00,5.20,2.1,2000,2.63
"SP",1990,"1990-06-26",18.00,5.20,0.3,2001,0.43
"SP",1990,"1990-07-10",0.00,21.70,8.6,1746,1557.00
"SP",1990,"1990-07-10",1.00,21.60,8.6,1806,1138.00
"SP",1990,"1990-07-10",2.00,21.40,8.7,1825,806.00
"SP",1990,"1990-07-10",3.00,21.30,8.7,1746,634.80
"SP",1990,"1990-07-10",4.00,21.10,8.7,1839,540.20
"SP",1990,"1990-07-10",5.00,20.80,8.7,1708,430.00
"SP",1990,"1990-07-10",6.00,19.70,9.4,1858,383.70
"SP",1990,"1990-07-10",7.00,17.10,10.8,1695,282.30
"SP",1990,"1990-07-10",8.00,14.20,12.3,1773,230.30
"SP",1990,"1990-07-10",9.00,11.70,12.8,1735,166.60
"SP",1990,"1990-07-10",10.00,9.50,13.0,1650,121.90
"SP",1990,"1990-07-10",11.00,8.40,12.5,1712,97.30
"SP",1990,"1990-07-10",12.00,7.40,12.4,1738,68.45
"SP",1990,"1990-07-10",13.00,6.70,10.6,1744,51.45
"SP",1990,"1990-07-10",14.00,5.90,6.9,1622,28.07
"SP",1990,"1990-07-10",15.00,5.70,4.0,1649,14.28
"SP",1990,"1990-07-10",16.00,5.50,1.8,1645,5.80
"SP",1990,"1990-07-10",17.00,5.50,1.1,1690,2.20
"SP",1990,"1990-07-10",18.00,5.40,0.3,1613,0.01
"SP",1990,"1990-07-23",0.00,22.40,8.8,895,804.00
"SP",1990,"1990-07-23",1.00,21.90,8.8,869,562.90
"SP",1990,"1990-07-23",2.00,21.70,8.8,806,354.50
"SP",1990,"1990-07-23",3.00,21.60,8.8,759,250.20
"SP",1990,"1990-07-23",4.00,21.60,8.8,711,193.80
"SP",1990,"1990-07-23",5.00,21.50,8.8,675,147.80
"SP",1990,"1990-07-23",5.00,,,,
"SP",1990,"1990-07-23",6.00,21.50,8.8,632,107.00
"SP",1990,"1990-07-23",7.00,19.80,10.3,977,146.90
"SP",1990,"1990-07-23",8.00,16.00,12.6,604,63.70
"SP",1990,"1990-07-23",9.00,13.10,13.1,573,46.80
"SP",1990,"1990-07-23",10.00,10.20,13.2,561,34.11
"SP",1990,"1990-07-23",11.00,8.90,12.9,546,24.97
"SP",1990,"1990-07-23",12.00,7.60,12.1,531,17.97
"SP",1990,"1990-07-23",13.00,7.10,11.1,519,12.18
"SP",1990,"1990-07-23",14.00,6.50,8.3,506,7.67
"SP",1990,"1990-07-23",15.00,6.20,6.0,492,4.07
"SP",1990,"1990-07-23",16.00,5.70,0.9,475,2.21
"SP",1990,"1990-07-23",17.00,5.60,0.3,463,0.57
"SP",1990,"1990-07-23",18.00,5.50,0.3,448,0.00
"SP",1990,"1990-08-07",0.00,21.10,8.5,1025,885.00
"SP",1990,"1990-08-07",1.00,21.10,8.5,1025,588.10
"SP",1990,"1990-08-07",2.00,21.10,8.5,1012,434.00
"SP",1990,"1990-08-07",3.00,21.10,8.5,997,301.80
"SP",1990,"1990-08-07",4.00,21.10,8.5,980,217.80
"SP",1990,"1990-08-07",5.00,21.10,8.5,985,153.80
"SP",1990,"1990-08-07",6.00,21.00,8.5,977,118.70
"SP",1990,"1990-08-07",7.00,20.80,8.7,985,102.50
"SP",1990,"1990-08-07",8.00,16.80,12.7,981,78.40
"SP",1990,"1990-08-07",9.00,12.90,13.5,975,55.39
"SP",1990,"1990-08-07",10.00,10.70,13.4,969,41.07
"SP",1990,"1990-08-07",11.00,9.30,12.6,976,28.81
"SP",1990,"1990-08-07",12.00,7.90,12.2,978,19.64
"SP",1990,"1990-08-07",13.00,7.00,10.2,997,13.53
"SP",1990,"1990-08-07",14.00,6.50,6.6,1016,8.40
"SP",1990,"1990-08-07",15.00,6.10,2.7,1020,4.86
"SP",1990,"1990-08-07",15.00,,,,
"SP",1990,"1990-08-07",16.00,5.90,0.7,1019,1.64
"SP",1990,"1990-08-07",17.00,5.70,0.6,1038,0.54
"SP",1990,"1990-08-07",18.00,5.60,0.6,,
"SP",1990,"1990-08-21",0.00,20.70,8.9,1937,1698.00
"SP",1990,"1990-08-21",1.00,20.60,8.9,1929,1272.00
"SP",1990,"1990-08-21",2.00,20.50,8.9,1902,952.00
"SP",1990,"1990-08-21",3.00,20.40,8.9,1917,732.00
"SP",1990,"1990-08-21",4.00,20.40,9.0,1927,542.70
"SP",1990,"1990-08-21",5.00,20.40,9.0,1913,408.90
"SP",1990,"1990-08-21",6.00,20.30,9.0,1905,322.70
"SP",1990,"1990-08-21",7.00,20.20,9.0,1901,262.40
"SP",1990,"1990-08-21",8.00,19.60,9.3,1894,202.80
"SP",1990,"1990-08-21",9.00,15.10,13.2,1879,154.00
"SP",1990,"1990-08-21",10.00,11.80,13.1,1680,70.30
"SP",1990,"1990-08-21",10.00,,,,
"SP",1990,"1990-08-21",11.00,9.90,12.7,1449,47.96
"SP",1990,"1990-08-21",12.00,8.60,12.0,1366,33.66
"SP",1990,"1990-08-21",13.00,7.70,10.0,1402,26.60
"SP",1990,"1990-08-21",14.00,6.90,6.3,1399,16.79
"SP",1990,"1990-08-21",15.00,6.40,1.6,1435,9.85
"SP",1990,"1990-08-21",16.00,6.00,0.5,1422,4.78
"SP",1990,"1990-08-21",17.00,5.80,0.4,1442,0.41
"SP",1990,"1990-08-21",18.00,5.70,0.4,,
"SP",1990,"1990-09-04",0.00,20.50,8.5,474,346.10
"SP",1990,"1990-09-04",1.00,20.50,8.4,464,189.30
"SP",1990,"1990-09-04",2.00,20.50,8.4,474,155.40
"SP",1990,"1990-09-04",3.00,20.50,8.4,490,133.10
"SP",1990,"1990-09-04",4.00,20.50,8.4,507,113.90
"SP",1990,"1990-09-04",5.00,20.50,8.4,525,94.70
"SP",1990,"1990-09-04",6.00,20.50,8.5,534,77.30
"SP",1990,"1990-09-04",7.00,20.50,8.5,602,66.89
"SP",1990,"1990-09-04",8.00,20.30,8.6,513,47.77
"SP",1990,"1990-09-04",9.00,16.80,11.9,550,38.48
"SP",1990,"1990-09-04",10.00,12.20,12.6,534,27.24
"SP",1990,"1990-09-04",11.00,10.10,11.9,487,17.21
"SP",1990,"1990-09-04",12.00,8.80,11.5,438,10.63
"SP",1990,"1990-09-04",13.00,7.80,9.8,422,6.94
"SP",1990,"1990-09-04",14.00,7.10,4.9,395,3.78
"SP",1990,"1990-09-04",15.00,6.50,1.6,371,1.62
"SP",1990,"1990-09-04",16.00,6.10,0.7,351,0.02
"SP",1990,"1990-09-04",17.00,5.80,0.7,,
"SP",1990,"1990-09-04",18.00,5.70,0.6,,
"SP",1990,"1990-09-04",18.00,,,,
"SP",1990,"1990-09-19",0.00,17.20,9.2,347,229.70
"SP",1990,"1990-09-19",1.00,17.20,9.2,367,150.80
"SP",1990,"1990-09-19",2.00,17.20,9.2,337,104.20
"SP",1990,"1990-09-19",3.00,17.20,9.2,342,81.00
"SP",1990,"1990-09-19",4.00,17.20,9.2,388,63.44
"SP",1990,"1990-09-19",5.00,17.20,9.2,357,42.75
"SP",1990,"1990-09-19",6.00,17.10,9.2,343,31.63
"SP",1990,"1990-09-19",7.00,17.10,9.2,360,25.18
"SP",1990,"1990-09-19",8.00,17.10,9.2,393,21.45
"SP",1990,"1990-09-19",8.00,,,,
"SP",1990,"1990-09-19",9.00,17.10,9.2,426,17.85
"SP",1990,"1990-09-19",10.00,15.20,11.9,441,13.52
"SP",1990,"1990-09-19",11.00,10.20,11.7,533,10.12
"SP",1990,"1990-09-19",12.00,9.10,11.1,767,8.71
"SP",1990,"1990-09-19",13.00,7.80,7.8,655,4.92
"SP",1990,"1990-09-19",14.00,6.90,1.6,621,2.45
"SP",1990,"1990-09-19",15.00,6.40,0.8,464,0.54
"SP",1990,"1990-09-19",16.00,6.00,0.8,482,0.00
"SP",1990,"1990-09-19",17.00,5.80,0.7,,
"SP",1990,"1990-09-19",18.00,5.60,0.7,,
"SP",1990,"1990-10-02",0.00,14.60,9.7,535,379.80
"SP",1990,"1990-10-02",1.00,14.60,9.7,529,284.90
"SP",1990,"1990-10-02",2.00,14.60,9.7,523,148.50
"SP",1990,"1990-10-02",3.00,14.60,9.7,511,110.40
"SP",1990,"1990-10-02",4.00,14.50,9.8,501,81.20
"SP",1990,"1990-10-02",5.00,14.50,9.8,502,62.97
"SP",1990,"1990-10-02",6.00,14.50,9.8,525,44.45
"SP",1990,"1990-10-02",7.00,14.50,9.8,525,29.76
"SP",1990,"1990-10-02",8.00,14.50,9.8,510,21.61
"SP",1990,"1990-10-02",9.00,14.50,9.8,518,16.60
"SP",1990,"1990-10-02",10.00,14.50,9.8,533,12.45
"SP",1990,"1990-10-02",11.00,13.20,10.3,549,9.70
"SP",1990,"1990-10-02",12.00,9.50,9.9,544,5.99
"SP",1990,"1990-10-02",13.00,7.50,5.6,548,3.78
"SP",1990,"1990-10-02",14.00,6.80,1.5,555,2.16
"SP",1990,"1990-10-02",15.00,6.50,1.0,557,0.94
"SP",1990,"1990-10-02",16.00,6.10,0.9,,
"SP",1990,"1990-10-02",17.00,5.90,0.9,,
"SP",1990,"1990-10-02",18.00,5.80,0.9,,
"SP",1990,"1990-10-02",18.00,,,,
"SP",1990,"1990-10-16",0.00,11.10,9.5,1104,968.00
"SP",1990,"1990-10-16",1.00,11.10,9.5,1100,644.80
"SP",1990,"1990-10-16",2.00,11.10,9.5,1092,413.60
"SP",1990,"1990-10-16",3.00,11.10,9.5,1080,273.80
"SP",1990,"1990-10-16",4.00,11.00,9.5,1131,200.20
"SP",1990,"1990-10-16",5.00,11.00,9.5,1100,138.60
"SP",1990,"1990-10-16",6.00,11.00,9.5,1021,86.30
"SP",1990,"1990-10-16",7.00,11.00,9.5,1076,65.67
"SP",1990,"1990-10-16",8.00,11.00,9.5,1095,47.91
"SP",1990,"1990-10-16",9.00,11.00,9.5,1201,39.28
"SP",1990,"1990-10-16",10.00,11.00,9.5,1163,28.53
"SP",1990,"1990-10-16",11.00,11.00,9.4,1158,20.60
"SP",1990,"1990-10-16",12.00,11.00,9.4,1196,15.63
"SP",1990,"1990-10-16",12.00,,,,
"SP",1990,"1990-10-16",13.00,10.70,8.5,1163,11.35
"SP",1990,"1990-10-16",14.00,8.60,3.2,1154,7.28
"SP",1990,"1990-10-16",15.00,6.70,0.9,1144,3.79
"SP",1990,"1990-10-16",16.00,6.30,0.9,,
"SP",1990,"1990-10-16",17.00,6.20,0.8,,
"SP",1990,"1990-10-16",18.00,5.90,0.7,,
"SP",1990,"1990-10-31",0.00,7.90,9.8,460,436.60
"SP",1990,"1990-10-31",1.00,7.90,9.8,466,173.00
"SP",1990,"1990-10-31",2.00,7.80,9.8,470,101.90
"SP",1990,"1990-10-31",3.00,7.80,9.9,474,53.33
"SP",1990,"1990-10-31",4.00,7.80,9.9,475,28.71
"SP",1990,"1990-10-31",5.00,7.80,9.9,477,16.74
"SP",1990,"1990-10-31",6.00,7.80,9.9,482,9.95
"SP",1990,"1990-10-31",7.00,7.80,9.9,489,6.24
"SP",1990,"1990-10-31",8.00,7.80,9.8,485,3.46
"SP",1990,"1990-10-31",9.00,7.80,9.8,489,1.87
"SP",1990,"1990-10-31",10.00,7.70,9.8,496,1.08
"SP",1990,"1990-10-31",11.00,7.70,9.7,503,0.42
"SP",1990,"1990-10-31",12.00,7.70,9.7,,
"SP",1990,"1990-10-31",13.00,7.70,9.7,,
"SP",1990,"1990-10-31",14.00,7.70,9.7,,
"SP",1990,"1990-10-31",15.00,7.70,9.5,,
"SP",1990,"1990-10-31",16.00,7.70,9.4,,
"SP",1990,"1990-10-31",17.00,7.70,9.3,,
"SP",1990,"1990-10-31",18.00,7.50,8.0,,
"SP",1990,"1990-10-31",18.00,,,,
"SP",1990,"1990-11-12",0.00,5.50,10.9,407,264.80
"SP",1990,"1990-11-12",1.00,5.50,10.9,438,107.10
"SP",1990,"1990-11-12",2.00,5.50,10.9,426,56.43
"SP",1990,"1990-11-12",3.00,5.50,10.8,435,37.23
"SP",1990,"1990-11-12",4.00,5.50,10.8,447,22.63
"SP",1990,"1990-11-12",5.00,5.50,10.8,469,14.05
"SP",1990,"1990-11-12",6.00,5.50,10.8,499,8.63
"SP",1990,"1990-11-12",7.00,5.50,10.8,540,5.61
"SP",1990,"1990-11-12",8.00,5.50,10.8,593,3.28
"SP",1990,"1990-11-12",9.00,5.50,10.8,659,2.17
"SP",1990,"1990-11-12",10.00,5.50,10.8,519,1.05
"SP",1990,"1990-11-12",11.00,5.50,10.8,434,0.46
"SP",1990,"1990-11-12",12.00,5.50,10.8,422,0.08
"SP",1990,"1990-11-12",13.00,5.50,10.7,,
"SP",1990,"1990-11-12",14.00,5.50,10.2,,
"SP",1990,"1990-11-12",15.00,5.50,10.2,,
"SP",1990,"1990-11-12",16.00,5.50,10.2,,
"SP",1990,"1990-11-12",17.00,5.50,10.2,,
"SP",1990,"1990-11-12",18.00,5.50,10.2,,
"SP",1990,"1990-11-12",18.00,,,,
"SP",1991,"1991-01-16",0.00,-0.40,14.7,211,5.04
"SP",1991,"1991-01-16",1.00,0.10,14.2,214,4.30
"SP",1991,"1991-01-16",2.00,1.10,13.0,218,2.98
"SP",1991,"1991-01-16",3.00,1.20,12.7,225,2.03
"SP",1991,"1991-01-16",4.00,1.30,12.5,232,1.08
"SP",1991,"1991-01-16",5.00,1.30,12.3,238,0.91
"SP",1991,"1991-01-16",6.00,1.50,11.8,243,0.15
"SP",1991,"1991-01-16",7.00,1.50,11.8,245,0.12
"SP",1991,"1991-01-16",8.00,1.50,11.8,,
"SP",1991,"1991-01-16",9.00,1.60,11.8,,
"SP",1991,"1991-01-16",10.00,1.70,11.6,,
"SP",1991,"1991-01-16",10.00,,,,
"SP",1991,"1991-01-16",11.00,1.70,11.4,,
"SP",1991,"1991-01-16",12.00,1.80,10.8,,
"SP",1991,"1991-01-16",13.00,2.00,10.5,,
"SP",1991,"1991-01-16",14.00,2.20,9.4,,
"SP",1991,"1991-01-16",15.00,2.20,8.2,,
"SP",1991,"1991-01-16",16.00,2.40,7.3,,
"SP",1991,"1991-01-16",17.00,2.50,3.7,,
"SP",1991,"1991-01-16",18.00,2.90,1.0,,
"SP",1991,"1991-01-16",18.00,,,,
"SP",1991,"1991-02-19",0.00,-0.70,15.4,557,5.70
"SP",1991,"1991-02-19",1.00,-0.30,15.0,555,3.94
"SP",1991,"1991-02-19",2.00,0.70,13.7,540,2.56
"SP",1991,"1991-02-19",3.00,0.80,13.0,524,1.63
"SP",1991,"1991-02-19",4.00,0.90,12.9,527,1.06
"SP",1991,"1991-02-19",5.00,0.90,12.9,538,0.90
"SP",1991,"1991-02-19",6.00,0.90,12.8,535,0.59
"SP",1991,"1991-02-19",7.00,0.90,12.5,524,0.39
"SP",1991,"1991-02-19",8.00,1.00,11.4,515,0.05
"SP",1991,"1991-02-19",9.00,1.00,11.1,505,0.01
"SP",1991,"1991-02-19",10.00,1.20,11.2,499,0.02
"SP",1991,"1991-02-19",10.00,,,,
"SP",1991,"1991-02-19",11.00,1.20,10.6,,
"SP",1991,"1991-02-19",12.00,1.30,10.2,,
"SP",1991,"1991-02-19",13.00,1.40,9.8,,
"SP",1991,"1991-02-19",14.00,1.50,9.5,,
"SP",1991,"1991-02-19",15.00,1.50,8.2,,
"SP",1991,"1991-02-19",16.00,1.70,7.2,,
"SP",1991,"1991-02-19",17.00,1.90,2.6,,
"SP",1991,"1991-02-19",18.00,2.50,0.7,,
"SP",1991,"1991-03-25",0.00,0.70,14.2,775,
"SP",1991,"1991-03-25",1.00,1.70,15.0,797,291.40
"SP",1991,"1991-03-25",2.00,3.00,12.1,795,244.90
"SP",1991,"1991-03-25",3.00,3.00,11.8,780,181.90
"SP",1991,"1991-03-25",4.00,3.10,11.8,793,136.30
"SP",1991,"1991-03-25",5.00,3.10,11.8,780,101.00
"SP",1991,"1991-03-25",6.00,3.10,11.7,753,69.96
"SP",1991,"1991-03-25",7.00,3.10,11.7,755,52.14
"SP",1991,"1991-03-25",8.00,3.10,11.0,696,35.30
"SP",1991,"1991-03-25",9.00,3.10,9.9,722,27.71
"SP",1991,"1991-03-25",10.00,3.10,9.6,713,20.06
"SP",1991,"1991-03-25",10.00,,,,
"SP",1991,"1991-03-25",11.00,3.20,9.2,761,15.74
"SP",1991,"1991-03-25",12.00,3.20,8.7,738,11.45
"SP",1991,"1991-03-25",13.00,3.30,8.1,741,8.39
"SP",1991,"1991-03-25",14.00,3.30,7.1,722,6.01
"SP",1991,"1991-03-25",15.00,3.60,2.2,740,4.43
"SP",1991,"1991-03-25",16.00,3.80,1.0,708,2.78
"SP",1991,"1991-03-25",17.00,4.10,0.1,648,1.62
"SP",1991,"1991-03-25",18.00,,,691,0.56
"SP",1991,"1991-05-07",0.00,7.50,11.6,2164,1680.00
"SP",1991,"1991-05-07",1.00,7.50,11.6,1789,819.00
"SP",1991,"1991-05-07",2.00,7.40,11.6,1854,500.30
"SP",1991,"1991-05-07",3.00,7.30,11.6,1755,337.30
"SP",1991,"1991-05-07",4.00,7.30,11.6,1839,239.70
"SP",1991,"1991-05-07",5.00,7.30,11.6,2127,194.40
"SP",1991,"1991-05-07",6.00,7.20,11.5,2057,126.40
"SP",1991,"1991-05-07",7.00,7.20,11.7,2038,80.90
"SP",1991,"1991-05-07",8.00,7.10,11.6,2265,59.88
"SP",1991,"1991-05-07",9.00,7.10,11.5,2400,44.30
"SP",1991,"1991-05-07",10.00,7.10,11.4,2318,29.40
"SP",1991,"1991-05-07",10.00,,,,
"SP",1991,"1991-05-07",11.00,6.30,10.4,2285,19.20
"SP",1991,"1991-05-07",12.00,5.80,9.0,2241,11.88
"SP",1991,"1991-05-07",13.00,5.50,8.6,2224,7.26
"SP",1991,"1991-05-07",14.00,5.50,8.4,2300,5.01
"SP",1991,"1991-05-07",15.00,5.10,8.6,2463,2.94
"SP",1991,"1991-05-07",16.00,5.00,8.2,,
"SP",1991,"1991-05-07",17.00,5.10,7.5,,
"SP",1991,"1991-05-07",18.00,,,,
"SP",1991,"1991-05-22",0.00,16.70,10.6,209,160.60
"SP",1991,"1991-05-22",1.00,16.60,10.7,203,77.50
"SP",1991,"1991-05-22",2.00,16.50,10.8,214,56.83
"SP",1991,"1991-05-22",3.00,15.60,11.1,226,50.95
"SP",1991,"1991-05-22",4.00,13.10,12.4,226,40.62
"SP",1991,"1991-05-22",5.00,10.80,13.8,210,29.00
"SP",1991,"1991-05-22",6.00,9.70,14.0,202,20.52
"SP",1991,"1991-05-22",7.00,8.30,14.2,198,14.99
"SP",1991,"1991-05-22",8.00,7.90,13.8,182,9.80
"SP",1991,"1991-05-22",9.00,7.30,13.5,177,6.87
"SP",1991,"1991-05-22",10.00,7.20,13.2,170,4.35
"SP",1991,"1991-05-22",11.00,6.70,12.1,161,2.79
"SP",1991,"1991-05-22",12.00,6.40,10.8,156,2.05
"SP",1991,"1991-05-22",13.00,6.00,9.1,152,1.07
"SP",1991,"1991-05-22",14.00,5.70,8.1,151,0.76
"SP",1991,"1991-05-22",15.00,5.50,7.8,153,0.03
"SP",1991,"1991-05-22",16.00,5.40,7.3,,
"SP",1991,"1991-05-22",17.00,5.30,6.6,,
