"lakeid","sampledate","depth","chlor"
"TB","2012-04-16",0,22.7
"TB","2012-05-02",0,4.3
"TB","2012-05-02",0,3.5
"TB","2012-05-15",0,9
"TB","2012-05-30",0,6.4
"TB","2012-05-30",0,6.7
"TB","2012-06-11",0,3.3
"TB","2012-06-26",0,7.8
"TB","2012-06-26",0,9
"TB","2012-07-11",0,15.4
"TB","2012-07-23",0,3.4
"TB","2012-07-23",0,1.9
"TB","2012-08-09",0,12.1
"TB","2012-08-21",0,42.9
"TB","2012-09-07",0,9.5
"TB","2012-09-19",0,23.7
"TB","2012-10-30",0,2.3
"TB","2012-10-30",0,2.1
"TB","2012-11-05",0,1.5
"TB","2013-01-28",0,2.8
"TB","2013-02-18",0,1.3
"TB","2013-03-27",0,6.8
"TB","2013-05-13",0,16.1
"TB","2013-06-13",0,10.4
"TB","2013-06-25",0,10.3
"TB","2013-07-10",0,21.7
"TB","2013-08-06",0,6.1
"TB","2013-08-22",0,15.4
"TB","2013-09-04",0,40.7
"TB","2013-09-30",0,12.3
"TB","2013-10-29",0,25.8
"TB","2013-11-08",0,21.5
"TB","2013-11-08",0,21.2
"TB","2014-01-24",0,191.3
"TB","2014-02-20",0,4.5
"TB","2014-03-28",0,5
"TB","2014-05-21",0,15.7
"TB","2014-06-16",0,5.3
"TB","2014-07-16",0,6.3
"TB","2014-07-29",0,6.8
"TB","2014-07-29",0,8.1
"TB","2014-08-11",0,6.2
"TB","2014-08-11",0,7.3
"TB","2014-08-25",0,6.9
"TB","2014-08-25",0,6.8
"TB","2014-09-09",0,19.6
"TB","2014-09-23",0,14.6
"TB","2014-10-06",0,26.8
"TB","2014-10-20",0,11.4
"TB","2014-11-07",0,14.2
"TB","2015-01-20",0,2
"TB","2015-03-06",0,3.5
"TB","2015-03-06",0,1.9
"TB","2015-03-24",0,9.7
"TB","2015-03-24",0,1.1
"TB","2015-04-21",0,13
"TB","2015-05-04",0,11.1
"TB","2015-05-21",0,21.4
"TB","2015-06-03",0,5
"TB","2015-06-17",0,9
"TB","2015-06-17",0,17.5
"TB","2015-07-01",0,7.7
"TB","2015-07-15",0,5.3
"TB","2015-07-28",0,8.4
"TB","2015-07-28",0,3.4
"TB","2015-08-11",0,7.2
"TB","2015-08-11",0,4.1
"TB","2015-08-25",0,11.3
"TB","2015-09-10",0,142.2
"TB","2015-09-22",0,11.5
"TB","2015-10-05",0,5.5
"TB","2015-10-05",0,4.2
"TB","2015-10-20",0,9.2
"TB","2015-11-17",0,4.3
"TB","2016-01-25",0,39.4
"TB","2016-01-25",0,29
"TB","2016-02-24",0,41.9
"TB","2016-04-22",0,15.5
"TB","2016-05-09",0,10.6
"TB","2016-06-07",0,22.3
"TB","2016-06-07",0,21.9
"TB","2016-06-22",0,11.7
"TB","2016-07-06",0,9.7
"TB","2016-07-06",0,9.5
"TB","2016-07-19",0,15.7
"TB","2016-08-01",0,7.9
"TB","2016-08-16",0,17.5
"TB","2016-08-16",0,11.4
"TB","2016-08-31",0,39.8
"TB","2016-09-14",0,36.4
"TB","2016-09-28",0,999.9
"TB","2016-09-28",0,991.7
"TB","2016-10-10",0,41.8
"TB","2016-10-26",0,22.5
"TB","2016-11-16",0,194
"TB","2016-11-16",0,135.1
"TB","2017-01-20",0,46.2
"TB","2017-02-17",0,121.1
"TB","2017-02-17",0,127
"TB","2017-04-19",0,147.6
"TB","2017-05-02",0,40.7
"TB","2017-05-02",0,44.2
"TB","2017-05-18",0,9.6
"TB","2017-05-18",0,7.6
"TB","2017-05-31",0,10.6
"TB","2017-06-15",0,4.1
"TB","2017-06-26",0,23
"TB","2017-07-10",0,18
"TB","2017-07-26",0,22.2
"TB","2017-08-07",0,7.1
"TB","2017-08-23",0,14
"TB","2017-09-06",0,50.4
"TB","2017-09-18",0,179
"TB","2017-10-02",0,150.1
"TB","2017-10-02",0,145.7
"TB","2017-10-18",0,8
"TB","2017-11-06",0,3
"TB","2018-01-19",0,11.8
"TB","2018-02-23",0,9.6
"TB","2018-02-23",0,10.2
"TB","2018-03-28",0,118.3
"TB","2018-05-16",0,14.6
"TB","2018-05-30",0,14.7
"TB","2018-06-12",0,8.5
"TB","2018-06-26",0,6
"TB","2018-06-26",0,4.1
"TB","2018-07-10",0,5.3
"TB","2018-07-24",0,16
"TB","2018-08-06",0,7.8
"TB","2018-08-21",0,10.4
"TB","2018-09-06",0,29.3
"TB","2018-09-18",0,9.5
"TB","2018-10-01",0,13.4
"TB","2018-10-17",0,4.2
"TB","2018-11-06",0,10.3
