lakeid,year4,sampledate,depth,deck,light,frlight
SP,1988,1988-06-21,4.00,370,74.90,0.202000
SP,1988,1988-06-21,6.00,370,46.80,0.126000
SP,1988,1988-06-21,8.00,375,25.00,0.067000
SP,1988,1988-06-21,10.00,380,15.50,0.041000
SP,1988,1988-06-21,12.00,385,9.45,0.025000
SP,1988,1988-06-21,14.00,388,5.65,0.015000
SP,1988,1988-06-21,15.00,,,
SP,1988,1988-06-21,17.00,390,1.49,0.004000
SP,1988,1988-07-05,0.00,1030,810.00,0.786000
SP,1988,1988-07-05,2.00,1030,415.00,0.403000
SP,1988,1988-07-05,4.00,1090,265.00,0.243000
SP,1988,1988-07-05,5.00,,,
SP,1988,1988-07-05,7.00,1110,124.00,0.112000
SP,1988,1988-07-05,9.00,1120,65.50,0.058000
SP,1988,1988-07-05,11.00,1170,36.50,0.031000
SP,1988,1988-07-05,13.00,1210,21.60,0.018000
SP,1988,1988-07-05,15.00,1220,12.00,0.010000
SP,1988,1988-07-05,17.00,1220,5.95,0.005000
SP,1988,1988-07-18,0.00,390,295.00,0.756000
SP,1988,1988-07-18,2.00,400,137.00,0.343000
SP,1988,1988-07-18,4.00,400,101.00,0.253000
SP,1988,1988-07-18,6.00,400,65.20,0.163000
SP,1988,1988-07-18,8.00,400,40.50,0.101000
SP,1988,1988-07-18,10.00,385,23.20,0.060000
SP,1988,1988-07-18,12.00,335,12.50,0.037000
SP,1988,1988-07-18,14.00,287,5.21,0.018000
SP,1988,1988-07-18,15.00,,,
SP,1988,1988-07-18,17.00,270,1.16,0.004000
SP,1988,1988-08-01,0.00,890,620.00,0.697000
SP,1988,1988-08-01,2.00,875,315.00,0.360000
SP,1988,1988-08-01,4.00,850,196.00,0.231000
SP,1988,1988-08-01,5.00,,,
SP,1988,1988-08-01,7.00,850,103.00,0.121000
SP,1988,1988-08-01,9.00,860,60.50,0.070000
SP,1988,1988-08-01,11.00,805,34.00,0.042000
SP,1988,1988-08-01,13.00,820,19.20,0.023000
SP,1988,1988-08-01,15.00,840,9.05,0.011000
SP,1988,1988-08-01,17.00,915,2.39,0.003000
SP,1988,1988-08-16,0.00,1600,1550.00,0.969000
SP,1988,1988-08-16,1.00,1600,900.00,0.563000
SP,1988,1988-08-16,3.00,1650,625.00,0.379000
SP,1988,1988-08-16,5.00,1630,390.00,0.239000
SP,1988,1988-08-16,7.00,1790,265.00,0.148000
SP,1988,1988-08-16,9.00,1790,151.00,0.084000
SP,1988,1988-08-16,11.00,1810,83.50,0.046000
SP,1988,1988-08-16,13.00,1750,42.50,0.024000
SP,1988,1988-08-16,15.00,1690,18.70,0.011000
SP,1988,1988-08-16,17.00,1650,6.35,0.004000
SP,1988,1988-08-29,0.00,1200,870.00,0.725000
SP,1988,1988-08-29,2.00,1310,525.00,0.401000
SP,1988,1988-08-29,4.00,1350,295.00,0.219000
SP,1988,1988-08-29,6.00,365,44.50,0.122000
SP,1988,1988-08-29,8.00,335,27.10,0.081000
SP,1988,1988-08-29,10.00,370,19.20,0.052000
SP,1988,1988-08-29,12.00,410,12.10,0.030000
SP,1988,1988-08-29,14.00,345,4.95,0.014000
SP,1988,1988-08-29,16.00,325,1.80,0.006000
SP,1988,1988-08-29,18.00,320,0.32,0.001000
SP,1988,1988-09-12,0.00,79,50.20,0.635000
SP,1988,1988-09-12,2.00,108,33.50,0.310000
SP,1988,1988-09-12,4.00,134,27.60,0.206000
SP,1988,1988-09-12,6.00,186,24.60,0.132000
SP,1988,1988-09-12,8.00,209,18.00,0.086000
SP,1988,1988-09-12,9.00,220,15.50,0.070000
SP,1988,1988-09-12,11.00,239,9.45,0.040000
SP,1988,1988-09-12,13.00,215,4.45,0.021000
SP,1988,1988-09-12,15.00,119,1.10,0.009000
SP,1988,1988-09-12,17.00,119,0.16,0.001000
SP,1988,1988-09-27,0.00,725,505.00,0.697000
SP,1988,1988-09-27,2.00,740,208.00,0.281000
SP,1988,1988-09-27,4.00,870,151.00,0.174000
SP,1988,1988-09-27,6.00,745,74.00,0.099000
SP,1988,1988-09-27,8.00,685,41.00,0.060000
SP,1988,1988-09-27,10.00,665,23.10,0.035000
SP,1988,1988-09-27,12.00,620,12.30,0.020000
SP,1988,1988-09-27,14.00,600,6.40,0.011000
SP,1988,1988-09-27,15.00,,,
SP,1988,1988-09-27,17.00,1100,1.02,0.001000
SP,1988,1988-10-10,0.00,248,165.00,0.665000
SP,1988,1988-10-10,2.00,240,71.50,0.298000
SP,1988,1988-10-10,4.00,232,41.00,0.177000
SP,1988,1988-10-10,6.00,187,18.80,0.101000
SP,1988,1988-10-10,8.00,248,14.60,0.059000
SP,1988,1988-10-10,9.00,231,10.20,0.044000
SP,1988,1988-10-10,11.00,262,6.85,0.026000
SP,1988,1988-10-10,13.00,225,3.40,0.015000
SP,1988,1988-10-10,15.00,225,1.39,0.006000
SP,1988,1988-10-10,17.00,260,0.35,0.001000
SP,1988,1988-10-24,0.00,187,119.00,0.636000
SP,1988,1988-10-24,2.00,206,38.00,0.184000
SP,1988,1988-10-24,4.00,240,24.40,0.102000
SP,1988,1988-10-24,6.00,252,12.70,0.050000
SP,1988,1988-10-24,8.00,259,6.70,0.026000
SP,1988,1988-10-24,10.00,258,2.94,0.011000
SP,1988,1988-10-24,12.00,242,1.37,0.006000
SP,1988,1988-10-24,14.00,240,0.62,0.003000
SP,1988,1988-10-24,16.00,239,0.24,0.001000
SP,1988,1988-10-24,18.00,238,0.02,0.000000
SP,1988,1988-11-08,0.00,340,225.00,0.662000
SP,1988,1988-11-08,2.00,315,64.50,0.205000
SP,1988,1988-11-08,4.00,235,22.40,0.095000
SP,1988,1988-11-08,6.00,358,14.40,0.040000
SP,1988,1988-11-08,8.00,330,6.14,0.019000
SP,1988,1988-11-08,10.00,440,3.42,0.008000
SP,1988,1988-11-08,11.00,360,1.98,0.006000
SP,1988,1988-11-08,13.00,445,1.42,0.003000
SP,1988,1988-11-08,15.00,310,0.37,0.001000
SP,1988,1988-11-08,17.00,295,0.18,0.001000
SP,1989,1989-01-12,0.00,,,
SP,1989,1989-01-12,1.00,,,
SP,1989,1989-01-12,3.00,,,
SP,1989,1989-01-12,5.00,,,
SP,1989,1989-01-12,7.00,,,
SP,1989,1989-01-12,9.00,,,
SP,1989,1989-01-12,11.00,,,
SP,1989,1989-01-12,13.00,,,
SP,1989,1989-01-12,15.00,,,
SP,1989,1989-01-12,17.00,,,
SP,1989,1989-02-23,0.00,1060,23.50,0.022000
SP,1989,1989-02-23,2.00,1060,12.60,0.012000
SP,1989,1989-02-23,4.00,1050,6.75,0.006000
SP,1989,1989-02-23,6.00,1040,4.10,0.004000
SP,1989,1989-02-23,8.00,1040,2.54,0.002000
SP,1989,1989-02-23,10.00,1030,1.65,0.002000
SP,1989,1989-02-23,12.00,1025,1.06,0.001000
SP,1989,1989-02-23,14.00,1025,0.68,0.001000
SP,1989,1989-02-23,16.00,1025,0.32,0.000000
SP,1989,1989-02-23,18.00,1025,0.05,0.000000
SP,1989,1989-03-29,0.00,515,224.00,0.435000
SP,1989,1989-03-29,1.00,505,188.00,0.372000
SP,1989,1989-03-29,3.00,490,109.00,0.222000
SP,1989,1989-03-29,5.00,470,66.00,0.140000
SP,1989,1989-03-29,7.00,460,42.00,0.091000
SP,1989,1989-03-29,9.00,445,28.50,0.064000
SP,1989,1989-03-29,11.00,432,18.80,0.044000
SP,1989,1989-03-29,13.00,425,12.40,0.029000
SP,1989,1989-03-29,15.00,425,7.20,0.017000
SP,1989,1989-03-29,17.00,435,2.52,0.006000
SP,1989,1989-05-01,0.00,1410,1140.00,0.809000
SP,1989,1989-05-01,2.00,510,185.00,0.363000
SP,1989,1989-05-01,4.00,445,79.00,0.178000
SP,1989,1989-05-01,6.00,1520,128.00,0.084000
SP,1989,1989-05-01,8.00,1550,64.00,0.041000
SP,1989,1989-05-01,10.00,1510,28.30,0.019000
SP,1989,1989-05-01,11.00,1510,18.50,0.012000
SP,1989,1989-05-01,13.00,1510,7.85,0.005000
SP,1989,1989-05-01,15.00,1520,2.35,0.002000
SP,1989,1989-05-01,17.00,1550,0.60,0.000000
SP,1989,1989-05-17,0.00,880,880.00,1.000000
SP,1989,1989-05-17,2.00,908,298.00,0.328000
SP,1989,1989-05-17,4.00,910,105.00,0.115000
SP,1989,1989-05-17,6.00,898,67.50,0.075000
SP,1989,1989-05-17,8.00,912,25.50,0.028000
SP,1989,1989-05-17,10.00,900,12.80,0.014000
SP,1989,1989-05-17,12.00,928,6.34,0.007000
SP,1989,1989-05-17,14.00,940,3.59,0.004000
SP,1989,1989-05-17,16.00,943,1.76,0.002000
SP,1989,1989-05-17,18.00,960,0.34,0.000000
SP,1989,1989-05-30,0.00,110,77.20,0.702000
SP,1989,1989-05-30,2.00,150,43.00,0.287000
SP,1989,1989-05-30,4.00,157,29.00,0.185000
SP,1989,1989-05-30,6.00,147,16.40,0.112000
SP,1989,1989-05-30,8.00,138,8.38,0.061000
SP,1989,1989-05-30,10.00,135,4.01,0.030000
SP,1989,1989-05-30,12.00,137,1.67,0.012000
SP,1989,1989-05-30,14.00,143,0.80,0.006000
SP,1989,1989-05-30,15.00,,,
SP,1989,1989-05-30,17.00,141,0.24,0.002000
SP,1989,1989-05-30,18.00,,,
SP,1989,1989-06-13,1.00,199,55.10,0.277000
SP,1989,1989-06-13,3.00,228,51.00,0.224000
SP,1989,1989-06-13,5.00,215,32.10,0.149000
SP,1989,1989-06-13,7.00,176,15.10,0.086000
SP,1989,1989-06-13,9.00,158,7.50,0.047000
SP,1989,1989-06-13,11.00,138,3.08,0.022000
SP,1989,1989-06-13,13.00,144,1.35,0.009000
SP,1989,1989-06-13,15.00,202,0.91,0.005000
SP,1989,1989-06-13,17.00,198,0.38,0.002000
SP,1989,1989-06-13,18.00,,,
SP,1989,1989-06-26,1.00,432,170.00,0.394000
SP,1989,1989-06-26,3.00,408,112.00,0.275000
SP,1989,1989-06-26,5.00,398,65.00,0.163000
SP,1989,1989-06-26,7.00,520,47.00,0.090000
SP,1989,1989-06-26,9.00,685,40.00,0.058000
SP,1989,1989-06-26,10.00,,,
SP,1989,1989-06-26,12.00,630,12.20,0.019000
SP,1989,1989-06-26,14.00,770,5.62,0.007000
SP,1989,1989-06-26,16.00,1140,2.66,0.002000
SP,1989,1989-06-26,18.00,1050,0.26,0.000000
SP,1989,1989-07-10,1.00,890,610.00,0.685000
SP,1989,1989-07-10,3.00,915,270.00,0.295000
SP,1989,1989-07-10,5.00,930,170.00,0.183000
SP,1989,1989-07-10,7.00,910,104.00,0.114000
SP,1989,1989-07-10,9.00,935,51.50,0.055000
SP,1989,1989-07-10,11.00,920,27.30,0.030000
SP,1989,1989-07-10,13.00,940,11.50,0.012000
SP,1989,1989-07-10,15.00,950,3.30,0.003000
SP,1989,1989-07-10,17.00,970,0.60,0.001000
SP,1989,1989-07-10,18.00,,,
SP,1989,1989-07-24,1.00,420,224.00,0.533000
SP,1989,1989-07-24,3.00,438,138.00,0.315000
SP,1989,1989-07-24,5.00,730,158.00,0.216000
SP,1989,1989-07-24,7.00,625,80.00,0.128000
SP,1989,1989-07-24,9.00,595,42.00,0.071000
SP,1989,1989-07-24,11.00,555,23.00,0.041000
SP,1989,1989-07-24,12.00,,,
SP,1989,1989-07-24,14.00,511,6.10,0.012000
SP,1989,1989-07-24,16.00,511,1.25,0.002000
SP,1989,1989-07-24,18.00,500,0.30,0.001000
SP,1989,1989-08-08,1.00,1610,1140.00,0.708000
SP,1989,1989-08-08,3.00,1610,630.00,0.391000
SP,1989,1989-08-08,5.00,1570,340.00,0.217000
SP,1989,1989-08-08,7.00,1660,240.00,0.145000
SP,1989,1989-08-08,9.00,1800,149.00,0.083000
SP,1989,1989-08-08,11.00,1740,76.00,0.044000
SP,1989,1989-08-08,13.00,1820,37.80,0.021000
SP,1989,1989-08-08,15.00,1860,11.00,0.006000
SP,1989,1989-08-08,16.00,1930,4.51,0.002000
SP,1989,1989-08-08,18.00,1920,0.46,0.000000
SP,1989,1989-08-21,1.00,188,68.06,0.362000
SP,1989,1989-08-21,3.00,189,51.52,0.273000
SP,1989,1989-08-21,5.00,191,35.42,0.185000
SP,1989,1989-08-21,7.00,193,25.75,0.133000
SP,1989,1989-08-21,9.00,195,15.57,0.080000
SP,1989,1989-08-21,10.00,,,
SP,1989,1989-08-21,12.00,200,6.62,0.033000
SP,1989,1989-08-21,14.00,208,2.73,0.013000
SP,1989,1989-08-21,16.00,215,0.71,0.003000
SP,1989,1989-08-21,18.00,,,
SP,1989,1989-09-05,1.00,1702,1014.00,0.596000
SP,1989,1989-09-05,3.00,1685,415.80,0.247000
SP,1989,1989-09-05,5.00,1672,242.40,0.145000
SP,1989,1989-09-05,7.00,1655,169.80,0.103000
SP,1989,1989-09-05,9.00,1659,98.20,0.059000
SP,1989,1989-09-05,10.00,,,
SP,1989,1989-09-05,12.00,1671,29.17,0.017000
SP,1989,1989-09-05,14.00,1669,11.19,0.007000
SP,1989,1989-09-05,16.00,1661,2.41,0.001000
SP,1989,1989-09-05,18.00,,,
SP,1989,1989-09-18,1.00,540,219.10,0.406000
SP,1989,1989-09-18,3.00,544,141.60,0.260000
SP,1989,1989-09-18,5.00,538,109.00,0.203000
SP,1989,1989-09-18,7.00,542,60.85,0.112000
SP,1989,1989-09-18,8.00,,,
SP,1989,1989-09-18,10.00,554,23.83,0.043000
SP,1989,1989-09-18,12.00,557,10.10,0.018000
SP,1989,1989-09-18,14.00,557,5.31,0.010000
SP,1989,1989-09-18,16.00,548,1.29,0.002000
SP,1989,1989-09-18,18.00,560,0.33,0.001000
SP,1989,1989-10-02,1.00,105,46.07,0.439000
SP,1989,1989-10-02,3.00,95,22.37,0.235000
SP,1989,1989-10-02,5.00,90,15.21,0.169000
SP,1989,1989-10-02,7.00,91,9.76,0.107000
SP,1989,1989-10-02,9.00,100,7.01,0.070000
SP,1989,1989-10-02,11.00,112,4.90,0.044000
SP,1989,1989-10-02,13.00,119,2.94,0.025000
SP,1989,1989-10-02,15.00,118,0.90,0.008000
SP,1989,1989-10-02,16.00,125,0.28,0.002000
SP,1989,1989-10-02,18.00,129,0.15,0.001000
SP,1989,1989-10-16,1.00,696,331.70,0.477000
SP,1989,1989-10-16,3.00,767,165.00,0.215000
SP,1989,1989-10-16,5.00,921,130.80,0.142000
SP,1989,1989-10-16,7.00,832,71.50,0.086000
SP,1989,1989-10-16,9.00,1015,49.55,0.049000
SP,1989,1989-10-16,11.00,796,20.88,0.026000
SP,1989,1989-10-16,12.00,,,
SP,1989,1989-10-16,14.00,996,10.92,0.011000
SP,1989,1989-10-16,16.00,540,0.84,0.002000
SP,1989,1989-10-16,18.00,,,
SP,1989,1989-11-01,1.00,208,77.00,0.370000
SP,1989,1989-11-01,3.00,216,36.28,0.168000
SP,1989,1989-11-01,5.00,226,20.68,0.092000
SP,1989,1989-11-01,7.00,231,10.67,0.046000
SP,1989,1989-11-01,9.00,239,5.74,0.024000
SP,1989,1989-11-01,11.00,246,3.11,0.013000
SP,1989,1989-11-01,13.00,255,1.72,0.007000
SP,1989,1989-11-01,15.00,270,0.72,0.003000
SP,1989,1989-11-01,17.00,286,0.20,0.001000
SP,1989,1989-11-01,18.00,,,
SP,1989,1989-11-14,1.00,87,25.30,0.291000
SP,1989,1989-11-14,3.00,86,13.32,0.155000
SP,1989,1989-11-14,5.00,85,6.08,0.072000
SP,1989,1989-11-14,7.00,83,2.74,0.033000
SP,1989,1989-11-14,9.00,82,1.23,0.015000
SP,1989,1989-11-14,10.00,,,
SP,1989,1989-11-14,12.00,81,0.40,0.005000
SP,1989,1989-11-14,14.00,81,0.27,0.003000
SP,1989,1989-11-14,16.00,83,0.10,0.001000
SP,1989,1989-11-14,18.00,84,0.10,0.001000
SP,1990,1990-01-17,0.00,,,
SP,1990,1990-01-17,2.00,126,1.97,0.016000
SP,1990,1990-01-17,4.00,136,1.73,0.013000
SP,1990,1990-01-17,6.00,140,1.09,0.008000
SP,1990,1990-01-17,8.00,137,0.64,0.005000
SP,1990,1990-01-17,10.00,139,0.38,0.003000
SP,1990,1990-01-17,12.00,142,0.22,0.002000
SP,1990,1990-01-17,14.00,138,0.12,0.001000
SP,1990,1990-01-17,16.00,131,0.23,0.002000
SP,1990,1990-01-17,18.00,,,
SP,1990,1990-02-19,1.00,1142,7.61,0.007000
SP,1990,1990-02-19,3.00,1141,3.38,0.003000
SP,1990,1990-02-19,5.00,1139,1.99,0.002000
SP,1990,1990-02-19,7.00,1144,1.21,0.001000
SP,1990,1990-02-19,9.00,1147,0.73,0.001000
SP,1990,1990-02-19,10.00,,,
SP,1990,1990-02-19,12.00,1145,0.31,0.000000
SP,1990,1990-02-19,14.00,,,
SP,1990,1990-02-19,16.00,,,
SP,1990,1990-02-19,18.00,,,
SP,1990,1990-03-28,1.00,,,
SP,1990,1990-03-28,3.00,,,
SP,1990,1990-03-28,5.00,,,
SP,1990,1990-03-28,7.00,,,
SP,1990,1990-03-28,9.00,,,
SP,1990,1990-03-28,10.00,,,
SP,1990,1990-03-28,12.00,,,
SP,1990,1990-03-28,14.00,,,
SP,1990,1990-03-28,16.00,,,
SP,1990,1990-03-28,18.00,,,
SP,1990,1990-04-30,0.00,,,
SP,1990,1990-04-30,2.00,1630,593.50,0.364000
SP,1990,1990-04-30,4.00,1712,276.20,0.161000
SP,1990,1990-04-30,6.00,1859,122.40,0.066000
SP,1990,1990-04-30,8.00,1891,49.88,0.026000
SP,1990,1990-04-30,10.00,1806,20.16,0.011000
SP,1990,1990-04-30,12.00,1892,9.12,0.005000
SP,1990,1990-04-30,14.00,2018,4.35,0.002000
SP,1990,1990-04-30,16.00,1945,1.74,0.001000
SP,1990,1990-04-30,18.00,,,
SP,1990,1990-05-15,1.00,422,198.90,0.471000
SP,1990,1990-05-15,3.00,422,126.00,0.299000
SP,1990,1990-05-15,5.00,422,81.80,0.194000
SP,1990,1990-05-15,7.00,404,46.99,0.116000
SP,1990,1990-05-15,9.00,392,24.99,0.064000
SP,1990,1990-05-15,11.00,387,12.09,0.031000
SP,1990,1990-05-15,13.00,385,5.27,0.014000
SP,1990,1990-05-15,15.00,305,1.82,0.006000
SP,1990,1990-05-15,17.00,262,0.56,0.002000
SP,1990,1990-05-15,18.00,,,
SP,1990,1990-05-29,1.00,1992,1511.00,0.759000
SP,1990,1990-05-29,3.00,1909,956.80,0.501000
SP,1990,1990-05-29,5.00,1967,485.90,0.247000
SP,1990,1990-05-29,7.00,1982,312.80,0.158000
SP,1990,1990-05-29,8.00,,,
SP,1990,1990-05-29,10.00,2019,170.90,0.085000
SP,1990,1990-05-29,12.00,2020,94.60,0.047000
SP,1990,1990-05-29,14.00,2030,38.06,0.019000
SP,1990,1990-05-29,16.00,1958,9.94,0.005000
SP,1990,1990-05-29,18.00,2066,1.10,0.001000
SP,1990,1990-06-14,1.00,1212,856.00,0.706000
SP,1990,1990-06-14,3.00,1144,441.40,0.386000
SP,1990,1990-06-14,5.00,1212,280.50,0.231000
SP,1990,1990-06-14,7.00,1239,128.10,0.103000
SP,1990,1990-06-14,9.00,1214,71.10,0.059000
SP,1990,1990-06-14,11.00,1165,25.81,0.022000
SP,1990,1990-06-14,13.00,1207,8.67,0.007000
SP,1990,1990-06-14,15.00,1192,1.94,0.002000
SP,1990,1990-06-14,17.00,,,
SP,1990,1990-06-14,18.00,,,
SP,1990,1990-06-26,1.00,2024,1382.00,0.683000
SP,1990,1990-06-26,3.00,2011,851.00,0.423000
SP,1990,1990-06-26,5.00,2001,535.30,0.268000
SP,1990,1990-06-26,6.00,1995,429.00,0.215000
SP,1990,1990-06-26,8.00,1981,263.70,0.133000
SP,1990,1990-06-26,10.00,1966,165.40,0.084000
SP,1990,1990-06-26,12.00,1976,100.10,0.051000
SP,1990,1990-06-26,13.00,1973,73.50,0.037000
SP,1990,1990-06-26,15.00,1987,17.60,0.009000
SP,1990,1990-06-26,17.00,2000,2.63,0.001000
SP,1990,1990-07-10,0.00,1746,1557.00,0.892000
SP,1990,1990-07-10,2.00,1825,806.00,0.442000
SP,1990,1990-07-10,4.00,1839,540.20,0.294000
SP,1990,1990-07-10,6.00,1858,383.70,0.207000
SP,1990,1990-07-10,8.00,1773,230.30,0.130000
SP,1990,1990-07-10,10.00,1650,121.90,0.074000
SP,1990,1990-07-10,12.00,1738,68.45,0.039000
SP,1990,1990-07-10,14.00,1622,28.07,0.017000
SP,1990,1990-07-10,16.00,1645,5.80,0.004000
SP,1990,1990-07-10,18.00,1613,0.01,0.000000
SP,1990,1990-07-23,1.00,869,562.90,0.648000
SP,1990,1990-07-23,3.00,759,250.20,0.330000
SP,1990,1990-07-23,5.00,675,147.80,0.219000
SP,1990,1990-07-23,6.00,632,107.00,0.169000
SP,1990,1990-07-23,8.00,604,63.70,0.105000
SP,1990,1990-07-23,10.00,561,34.11,0.061000
SP,1990,1990-07-23,12.00,531,17.97,0.034000
SP,1990,1990-07-23,14.00,506,7.67,0.015000
SP,1990,1990-07-23,16.00,475,2.21,0.005000
SP,1990,1990-07-23,18.00,448,0.00,0.000000
SP,1990,1990-08-07,1.00,1025,588.10,0.574000
SP,1990,1990-08-07,3.00,997,301.80,0.303000
SP,1990,1990-08-07,5.00,985,153.80,0.156000
SP,1990,1990-08-07,7.00,985,102.50,0.104000
SP,1990,1990-08-07,9.00,975,55.39,0.057000
SP,1990,1990-08-07,11.00,976,28.81,0.030000
SP,1990,1990-08-07,13.00,997,13.53,0.014000
SP,1990,1990-08-07,15.00,1020,4.86,0.005000
SP,1990,1990-08-07,16.00,1019,1.64,0.002000
SP,1990,1990-08-07,18.00,,,
SP,1990,1990-08-21,1.00,1929,1272.00,0.659000
SP,1990,1990-08-21,3.00,1917,732.00,0.382000
SP,1990,1990-08-21,5.00,1913,408.90,0.214000
SP,1990,1990-08-21,7.00,1901,262.40,0.138000
SP,1990,1990-08-21,9.00,1879,154.00,0.082000
SP,1990,1990-08-21,10.00,,,
SP,1990,1990-08-21,12.00,1366,33.66,0.025000
SP,1990,1990-08-21,14.00,1399,16.79,0.012000
SP,1990,1990-08-21,16.00,1422,4.78,0.003000
SP,1990,1990-08-21,18.00,,,
SP,1990,1990-09-04,1.00,464,189.30,0.408000
SP,1990,1990-09-04,3.00,490,133.10,0.272000
SP,1990,1990-09-04,5.00,525,94.70,0.180000
SP,1990,1990-09-04,7.00,602,66.89,0.111000
SP,1990,1990-09-04,9.00,550,38.48,0.070000
SP,1990,1990-09-04,11.00,487,17.21,0.035000
SP,1990,1990-09-04,13.00,422,6.94,0.016000
SP,1990,1990-09-04,15.00,371,1.62,0.004000
SP,1990,1990-09-04,17.00,,,
SP,1990,1990-09-04,18.00,,,
SP,1990,1990-09-19,1.00,367,150.80,0.411000
SP,1990,1990-09-19,3.00,342,81.00,0.237000
SP,1990,1990-09-19,5.00,357,42.75,0.120000
SP,1990,1990-09-19,7.00,360,25.18,0.070000
SP,1990,1990-09-19,8.00,,,
SP,1990,1990-09-19,10.00,441,13.52,0.031000
SP,1990,1990-09-19,12.00,767,8.71,0.011000
SP,1990,1990-09-19,14.00,621,2.45,0.004000
SP,1990,1990-09-19,16.00,482,0.00,0.000000
SP,1990,1990-09-19,18.00,,,
SP,1990,1990-10-02,1.00,529,284.90,0.539000
SP,1990,1990-10-02,3.00,511,110.40,0.216000
SP,1990,1990-10-02,5.00,502,62.97,0.125000
SP,1990,1990-10-02,7.00,525,29.76,0.057000
SP,1990,1990-10-02,9.00,518,16.60,0.032000
SP,1990,1990-10-02,11.00,549,9.70,0.018000
SP,1990,1990-10-02,13.00,548,3.78,0.007000
SP,1990,1990-10-02,15.00,557,0.94,0.002000
SP,1990,1990-10-02,17.00,,,
SP,1990,1990-10-02,18.00,,,
SP,1990,1990-10-16,1.00,1100,644.80,0.586000
SP,1990,1990-10-16,3.00,1080,273.80,0.254000
SP,1990,1990-10-16,5.00,1100,138.60,0.126000
SP,1990,1990-10-16,7.00,1076,65.67,0.061000
SP,1990,1990-10-16,9.00,1201,39.28,0.033000
SP,1990,1990-10-16,11.00,1158,20.60,0.018000
SP,1990,1990-10-16,12.00,,,
SP,1990,1990-10-16,14.00,1154,7.28,0.006000
SP,1990,1990-10-16,16.00,,,
SP,1990,1990-10-16,18.00,,,
SP,1990,1990-10-31,1.00,466,173.00,0.371000
SP,1990,1990-10-31,3.00,474,53.33,0.113000
SP,1990,1990-10-31,5.00,477,16.74,0.035000
SP,1990,1990-10-31,7.00,489,6.24,0.013000
SP,1990,1990-10-31,9.00,489,1.87,0.004000
SP,1990,1990-10-31,11.00,503,0.42,0.001000
SP,1990,1990-10-31,13.00,,,
SP,1990,1990-10-31,15.00,,,
SP,1990,1990-10-31,17.00,,,
SP,1990,1990-10-31,18.00,,,
SP,1990,1990-11-12,1.00,438,107.10,0.245000
SP,1990,1990-11-12,3.00,435,37.23,0.086000
SP,1990,1990-11-12,5.00,469,14.05,0.030000
SP,1990,1990-11-12,7.00,540,5.61,0.010000
SP,1990,1990-11-12,9.00,659,2.17,0.003000
SP,1990,1990-11-12,11.00,434,0.46,0.001000
SP,1990,1990-11-12,13.00,,,
SP,1990,1990-11-12,15.00,,,
SP,1990,1990-11-12,17.00,,,
SP,1990,1990-11-12,18.00,,,
SP,1991,1991-01-16,1.00,214,4.30,0.020000
SP,1991,1991-01-16,3.00,225,2.03,0.009000
SP,1991,1991-01-16,5.00,238,0.91,0.004000
SP,1991,1991-01-16,7.00,245,0.12,0.000000
SP,1991,1991-01-16,9.00,,,
SP,1991,1991-01-16,10.00,,,
SP,1991,1991-01-16,12.00,,,
SP,1991,1991-01-16,14.00,,,
SP,1991,1991-01-16,16.00,,,
SP,1991,1991-01-16,18.00,,,
SP,1991,1991-02-19,0.00,557,5.70,0.010000
SP,1991,1991-02-19,2.00,540,2.56,0.005000
SP,1991,1991-02-19,4.00,527,1.06,0.002000
SP,1991,1991-02-19,6.00,535,0.59,0.001000
SP,1991,1991-02-19,8.00,515,0.05,0.000000
SP,1991,1991-02-19,10.00,499,0.02,0.000000
SP,1991,1991-02-19,11.00,,,
SP,1991,1991-02-19,13.00,,,
SP,1991,1991-02-19,15.00,,,
SP,1991,1991-02-19,17.00,,,
SP,1991,1991-03-25,0.00,775,,
SP,1991,1991-03-25,2.00,795,244.90,0.308000
SP,1991,1991-03-25,4.00,793,136.30,0.172000
SP,1991,1991-03-25,6.00,753,69.96,0.093000
SP,1991,1991-03-25,8.00,696,35.30,0.051000
SP,1991,1991-03-25,10.00,713,20.06,0.028000
SP,1991,1991-03-25,11.00,761,15.74,0.021000
SP,1991,1991-03-25,13.00,741,8.39,0.011000
SP,1991,1991-03-25,15.00,740,4.43,0.006000
SP,1991,1991-03-25,17.00,648,1.62,0.003000
SP,1991,1991-05-07,0.00,2164,1680.00,0.776000
SP,1991,1991-05-07,2.00,1854,500.30,0.270000
SP,1991,1991-05-07,4.00,1839,239.70,0.130000
SP,1991,1991-05-07,6.00,2057,126.40,0.061000
SP,1991,1991-05-07,8.00,2265,59.88,0.026000
SP,1991,1991-05-07,10.00,2318,29.40,0.013000
SP,1991,1991-05-07,11.00,2285,19.20,0.008000
SP,1991,1991-05-07,13.00,2224,7.26,0.003000
SP,1991,1991-05-07,15.00,2463,2.94,0.001000
SP,1991,1991-05-07,17.00,,,
SP,1991,1991-05-22,0.00,209,160.60,0.768000
SP,1991,1991-05-22,2.00,214,56.83,0.266000
SP,1991,1991-05-22,4.00,226,40.62,0.180000
SP,1991,1991-05-22,6.00,202,20.52,0.102000
SP,1991,1991-05-22,8.00,182,9.80,0.054000
SP,1991,1991-05-22,10.00,170,4.35,0.026000
SP,1991,1991-05-22,12.00,156,2.05,0.013000
SP,1991,1991-05-22,14.00,151,0.76,0.005000
SP,1991,1991-05-22,16.00,,,
