lakeid,year4,sampledate,depth,deck,light,frlight
SP,2012,2012-10-19,2.00,201,41.62,0.207000
SP,2012,2012-10-19,4.00,199,19.16,0.096000
SP,2012,2012-10-19,6.00,196,7.74,0.040000
SP,2012,2012-10-19,8.00,201,3.41,0.017000
SP,2012,2012-10-19,10.00,199,1.39,0.007000
SP,2012,2012-10-19,12.00,,,
SP,2012,2012-10-19,14.00,,,
SP,2012,2012-10-19,16.00,,,
SP,2012,2012-10-19,17.00,,,
SP,2012,2012-10-31,1.00,189,61.80,0.326000
SP,2012,2012-10-31,3.00,211,23.08,0.110000
SP,2012,2012-10-31,5.00,211,9.92,0.047000
SP,2012,2012-10-31,7.00,195,4.29,0.022000
SP,2012,2012-10-31,9.00,199,1.66,0.008000
SP,2012,2012-10-31,11.00,209,0.76,0.004000
SP,2012,2012-10-31,13.00,,,
SP,2012,2012-10-31,15.00,,,
SP,2012,2012-10-31,17.00,,,
SP,2012,2012-10-31,18.00,,,
SP,2012,2012-11-12,1.00,132,19.31,0.146000
SP,2012,2012-11-12,3.00,134,16.79,0.125000
SP,2012,2012-11-12,5.00,142,8.91,0.063000
SP,2012,2012-11-12,7.00,171,5.53,0.032000
SP,2012,2012-11-12,9.00,184,2.68,0.015000
SP,2012,2012-11-12,10.00,,,
SP,2012,2012-11-12,12.00,168,0.77,0.005000
SP,2012,2012-11-12,14.00,,,
SP,2012,2012-11-12,16.00,,,
SP,2012,2012-11-12,18.00,,,
SP,2013,2013-01-14,1.00,394,74.94,0.190000
SP,2013,2013-01-14,3.00,398,34.47,0.087000
SP,2013,2013-01-14,5.00,401,16.30,0.041000
SP,2013,2013-01-14,7.00,396,8.38,0.021000
SP,2013,2013-01-14,9.00,390,4.46,0.011000
SP,2013,2013-01-14,11.00,385,2.55,0.007000
SP,2013,2013-01-14,13.00,367,1.37,0.004000
SP,2013,2013-01-14,15.00,346,0.66,0.002000
SP,2013,2013-01-14,17.00,,,
SP,2013,2013-01-14,18.00,,,
SP,2013,2013-02-25,1.00,350,2.73,0.008000
SP,2013,2013-02-25,3.00,341,1.54,0.005000
SP,2013,2013-02-25,5.00,336,0.93,0.003000
SP,2013,2013-02-25,7.00,336,0.57,0.002000
SP,2013,2013-02-25,9.00,338,0.37,0.001000
SP,2013,2013-02-25,11.00,,,
SP,2013,2013-02-25,13.00,,,
SP,2013,2013-02-25,15.00,,,
SP,2013,2013-02-25,17.00,,,
SP,2013,2013-02-25,18.00,,,
SP,2013,2013-03-29,1.00,1381,76.76,0.056000
SP,2013,2013-03-29,3.00,1376,35.74,0.026000
SP,2013,2013-03-29,5.00,1376,21.45,0.016000
SP,2013,2013-03-29,7.00,1384,13.80,0.010000
SP,2013,2013-03-29,9.00,1385,8.96,0.006000
SP,2013,2013-03-29,11.00,1381,5.97,0.004000
SP,2013,2013-03-29,13.00,1375,3.76,0.003000
SP,2013,2013-03-29,15.00,1374,2.03,0.001000
SP,2013,2013-03-29,17.00,1366,0.68,0.000000
SP,2013,2013-03-29,18.00,,,
SP,2013,2013-05-16,0.00,,,
SP,2013,2013-05-16,2.00,1463,493.11,0.337000
SP,2013,2013-05-16,4.00,1476,211.67,0.143000
SP,2013,2013-05-16,6.00,1472,90.90,0.062000
SP,2013,2013-05-16,8.00,1446,39.93,0.028000
SP,2013,2013-05-16,10.00,1414,16.80,0.012000
SP,2013,2013-05-16,12.00,1346,7.14,0.005000
SP,2013,2013-05-16,14.00,1381,3.17,0.002000
SP,2013,2013-05-16,16.00,1393,1.40,0.001000
SP,2013,2013-05-16,18.00,,,
SP,2013,2013-05-29,1.00,,,
SP,2013,2013-05-29,3.00,,,
SP,2013,2013-05-29,5.00,,,
SP,2013,2013-05-29,7.00,,,
SP,2013,2013-05-29,9.00,,,
SP,2013,2013-05-29,11.00,,,
SP,2013,2013-05-29,13.00,,,
SP,2013,2013-05-29,15.00,,,
SP,2013,2013-05-29,17.00,,,
SP,2013,2013-06-11,0.00,981,830.08,0.847000
SP,2013,2013-06-11,2.00,589,207.43,0.352000
SP,2013,2013-06-11,4.00,505,86.54,0.171000
SP,2013,2013-06-11,5.00,,,
SP,2013,2013-06-11,7.00,1682,119.56,0.071000
SP,2013,2013-06-11,9.00,1689,59.71,0.035000
SP,2013,2013-06-11,11.00,1766,27.63,0.016000
SP,2013,2013-06-11,13.00,1806,14.44,0.008000
SP,2013,2013-06-11,15.00,1851,8.41,0.005000
SP,2013,2013-06-11,17.00,1863,4.05,0.002000
SP,2013,2013-06-25,0.00,1286,1010.20,0.785000
SP,2013,2013-06-25,2.00,1282,469.43,0.366000
SP,2013,2013-06-25,4.00,1540,263.98,0.171000
SP,2013,2013-06-25,6.00,1561,127.53,0.082000
SP,2013,2013-06-25,8.00,1538,63.78,0.041000
SP,2013,2013-06-25,9.00,1537,44.75,0.029000
SP,2013,2013-06-25,11.00,1573,22.80,0.014000
SP,2013,2013-06-25,13.00,1563,9.66,0.006000
SP,2013,2013-06-25,15.00,1520,3.68,0.002000
SP,2013,2013-06-25,17.00,1454,1.16,0.001000
SP,2013,2013-07-08,0.00,1528,1195.80,0.783000
SP,2013,2013-07-08,2.00,1815,584.57,0.322000
SP,2013,2013-07-08,4.00,437,69.44,0.159000
SP,2013,2013-07-08,6.00,469,37.74,0.080000
SP,2013,2013-07-08,8.00,435,18.16,0.042000
SP,2013,2013-07-08,10.00,407,9.10,0.022000
SP,2013,2013-07-08,11.00,403,6.62,0.016000
SP,2013,2013-07-08,13.00,387,3.01,0.008000
SP,2013,2013-07-08,15.00,396,1.03,0.003000
SP,2013,2013-07-08,17.00,,,
SP,2013,2013-07-23,0.00,,,
SP,2013,2013-07-23,2.00,,,
SP,2013,2013-07-23,4.00,,,
SP,2013,2013-07-23,6.00,,,
SP,2013,2013-07-23,8.00,,,
SP,2013,2013-07-23,10.00,,,
SP,2013,2013-07-23,12.00,,,
SP,2013,2013-07-23,14.00,,,
SP,2013,2013-07-23,16.00,,,
SP,2013,2013-07-23,18.00,,,
SP,2013,2013-08-05,1.00,335,101.59,0.303000
SP,2013,2013-08-05,3.00,300,61.06,0.203000
SP,2013,2013-08-05,5.00,408,49.48,0.121000
SP,2013,2013-08-05,7.00,482,34.40,0.071000
SP,2013,2013-08-05,8.00,,,
SP,2013,2013-08-05,10.00,543,15.69,0.029000
SP,2013,2013-08-05,12.00,587,9.10,0.016000
SP,2013,2013-08-05,14.00,706,4.59,0.006000
SP,2013,2013-08-05,16.00,728,1.13,0.002000
SP,2013,2013-08-05,18.00,,,
SP,2013,2013-08-21,1.00,896,345.04,0.385000
SP,2013,2013-08-21,3.00,875,217.22,0.248000
SP,2013,2013-08-21,5.00,922,134.76,0.146000
SP,2013,2013-08-21,6.00,968,108.58,0.112000
SP,2013,2013-08-21,8.00,969,62.49,0.064000
SP,2013,2013-08-21,10.00,995,34.73,0.035000
SP,2013,2013-08-21,12.00,898,18.33,0.020000
SP,2013,2013-08-21,14.00,800,7.85,0.010000
SP,2013,2013-08-21,16.00,708,1.77,0.003000
SP,2013,2013-08-21,18.00,,,
SP,2013,2013-09-04,0.00,,,
SP,2013,2013-09-04,2.00,1536,473.83,0.308000
SP,2013,2013-09-04,4.00,1531,351.42,0.230000
SP,2013,2013-09-04,6.00,1561,211.80,0.136000
SP,2013,2013-09-04,8.00,1603,109.18,0.068000
SP,2013,2013-09-04,10.00,1592,65.12,0.041000
SP,2013,2013-09-04,12.00,1547,32.00,0.021000
SP,2013,2013-09-04,14.00,1593,12.14,0.008000
SP,2013,2013-09-04,16.00,1558,2.45,0.002000
SP,2013,2013-09-04,18.00,,,
SP,2013,2013-09-16,1.00,,,
SP,2013,2013-09-16,3.00,,,
SP,2013,2013-09-16,5.00,,,
SP,2013,2013-09-16,7.00,,,
SP,2013,2013-09-16,9.00,,,
SP,2013,2013-09-16,11.00,,,
SP,2013,2013-09-16,13.00,,,
SP,2013,2013-09-16,15.00,,,
SP,2013,2013-09-16,17.00,,,
SP,2013,2013-10-02,0.00,988,646.61,0.654000
SP,2013,2013-10-02,2.00,1010,301.07,0.298000
SP,2013,2013-10-02,4.00,1026,160.69,0.157000
SP,2013,2013-10-02,6.00,992,96.61,0.097000
SP,2013,2013-10-02,8.00,994,56.33,0.057000
SP,2013,2013-10-02,10.00,968,32.71,0.034000
SP,2013,2013-10-02,12.00,952,14.66,0.015000
SP,2013,2013-10-02,14.00,941,5.82,0.006000
SP,2013,2013-10-02,15.00,,,
SP,2013,2013-10-02,17.00,989,0.37,0.000000
SP,2013,2013-10-15,0.00,,,
SP,2013,2013-10-15,2.00,,,
SP,2013,2013-10-15,4.00,,,
SP,2013,2013-10-15,6.00,,,
SP,2013,2013-10-15,8.00,,,
SP,2013,2013-10-15,10.00,,,
SP,2013,2013-10-15,12.00,,,
SP,2013,2013-10-15,14.00,,,
SP,2013,2013-10-15,16.00,,,
SP,2013,2013-10-15,18.00,,,
SP,2013,2013-10-29,1.00,130,38.64,0.297000
SP,2013,2013-10-29,3.00,135,21.88,0.162000
SP,2013,2013-10-29,5.00,135,12.49,0.092000
SP,2013,2013-10-29,7.00,137,7.16,0.052000
SP,2013,2013-10-29,9.00,139,3.92,0.028000
SP,2013,2013-10-29,11.00,142,2.22,0.016000
SP,2013,2013-10-29,13.00,145,1.26,0.009000
SP,2013,2013-10-29,15.00,,,
SP,2013,2013-10-29,17.00,,,
SP,2013,2013-10-29,18.00,,,
SP,2013,2013-11-13,1.00,603,201.60,0.334000
SP,2013,2013-11-13,3.00,591,42.14,0.071000
SP,2013,2013-11-13,5.00,609,18.92,0.031000
SP,2013,2013-11-13,7.00,613,6.91,0.011000
SP,2013,2013-11-13,9.00,724,2.95,0.004000
SP,2013,2013-11-13,10.00,,,
SP,2013,2013-11-13,12.00,704,0.76,0.001000
SP,2013,2013-11-13,14.00,,,
SP,2013,2013-11-13,16.00,,,
SP,2013,2013-11-13,18.00,,,
SP,2014,2014-01-30,0.00,,,
SP,2014,2014-01-30,2.00,322,0.46,0.001000
SP,2014,2014-01-30,4.00,327,0.36,0.001000
SP,2014,2014-01-30,6.00,,,
SP,2014,2014-01-30,8.00,,,
SP,2014,2014-01-30,10.00,,,
SP,2014,2014-01-30,12.00,,,
SP,2014,2014-01-30,14.00,,,
SP,2014,2014-01-30,16.00,,,
SP,2014,2014-01-30,18.00,,,
SP,2014,2014-02-17,1.00,328,1.01,0.003000
SP,2014,2014-02-17,3.00,326,0.70,0.002000
SP,2014,2014-02-17,5.00,320,0.46,0.001000
SP,2014,2014-02-17,7.00,,,
SP,2014,2014-02-17,9.00,,,
SP,2014,2014-02-17,11.00,,,
SP,2014,2014-02-17,13.00,,,
SP,2014,2014-02-17,15.00,,,
SP,2014,2014-02-17,17.00,,,
SP,2014,2014-02-17,18.00,,,
SP,2014,2014-03-24,1.00,1804,7.11,0.004000
SP,2014,2014-03-24,3.00,1771,3.97,0.002000
SP,2014,2014-03-24,5.00,1761,2.57,0.001000
SP,2014,2014-03-24,7.00,1759,1.69,0.001000
SP,2014,2014-03-24,9.00,1755,1.13,0.001000
SP,2014,2014-03-24,10.00,,,
SP,2014,2014-03-24,12.00,1755,0.63,0.000000
SP,2014,2014-03-24,14.00,,,
SP,2014,2014-03-24,16.00,,,
SP,2014,2014-03-24,18.00,,,
SP,2014,2014-05-19,1.00,1209,384.43,0.318000
SP,2014,2014-05-19,3.00,1246,156.72,0.126000
SP,2014,2014-05-19,5.00,1260,62.46,0.050000
SP,2014,2014-05-19,7.00,1285,23.81,0.019000
SP,2014,2014-05-19,9.00,1292,8.99,0.007000
SP,2014,2014-05-19,10.00,,,
SP,2014,2014-05-19,12.00,1300,2.63,0.002000
SP,2014,2014-05-19,14.00,1284,0.89,0.001000
SP,2014,2014-05-19,16.00,,,
SP,2014,2014-05-19,18.00,,,
SP,2014,2014-06-03,2.00,427,85.96,0.202000
SP,2014,2014-06-03,4.00,459,49.04,0.107000
SP,2014,2014-06-03,6.00,474,24.14,0.051000
SP,2014,2014-06-03,8.00,533,12.99,0.024000
SP,2014,2014-06-03,10.00,582,5.80,0.010000
SP,2014,2014-06-03,12.00,567,1.93,0.003000
SP,2014,2014-06-03,14.00,528,0.72,0.001000
SP,2014,2014-06-17,1.00,1452,871.94,0.601000
SP,2014,2014-06-17,3.00,1418,316.52,0.223000
SP,2014,2014-06-17,5.00,1450,141.08,0.097000
SP,2014,2014-06-17,7.00,1403,67.66,0.048000
SP,2014,2014-06-17,9.00,1410,30.46,0.022000
SP,2014,2014-06-17,11.00,1384,13.84,0.010000
SP,2014,2014-06-17,12.00,,,
SP,2014,2014-06-17,14.00,1404,4.01,0.003000
SP,2014,2014-06-17,16.00,1392,1.86,0.001000
SP,2014,2014-06-17,18.00,1382,0.83,0.001000
SP,2014,2014-07-01,0.00,,,
SP,2014,2014-07-01,2.00,408,99.57,0.244000
SP,2014,2014-07-01,4.00,416,51.91,0.125000
SP,2014,2014-07-01,6.00,396,24.45,0.062000
SP,2014,2014-07-01,8.00,391,11.86,0.030000
SP,2014,2014-07-01,10.00,358,4.82,0.013000
SP,2014,2014-07-01,12.00,327,1.93,0.006000
SP,2014,2014-07-01,14.00,328,0.87,0.003000
SP,2014,2014-07-01,16.00,,,
SP,2014,2014-07-01,18.00,,,
SP,2014,2014-07-14,1.00,2164,1406.20,0.650000
SP,2014,2014-07-14,3.00,2127,470.05,0.221000
SP,2014,2014-07-14,5.00,2228,222.74,0.100000
SP,2014,2014-07-14,7.00,1339,59.11,0.044000
SP,2014,2014-07-14,9.00,1395,30.88,0.022000
SP,2014,2014-07-14,11.00,1953,20.06,0.010000
SP,2014,2014-07-14,13.00,2086,9.36,0.004000
SP,2014,2014-07-14,15.00,2274,5.26,0.002000
SP,2014,2014-07-14,17.00,1087,0.73,0.001000
SP,2014,2014-07-14,18.00,,,
SP,2014,2014-07-28,1.00,1103,572.70,0.519000
SP,2014,2014-07-28,3.00,1134,258.03,0.228000
SP,2014,2014-07-28,4.00,1109,193.35,0.174000
SP,2014,2014-07-28,6.00,1121,85.62,0.076000
SP,2014,2014-07-28,8.00,1134,45.30,0.040000
SP,2014,2014-07-28,10.00,1146,22.33,0.019000
SP,2014,2014-07-28,12.00,1126,10.19,0.009000
SP,2014,2014-07-28,14.00,1149,3.93,0.003000
SP,2014,2014-07-28,16.00,1188,1.75,0.001000
SP,2014,2014-07-28,18.00,1186,0.18,0.000000
SP,2014,2014-08-12,1.00,,,
SP,2014,2014-08-12,3.00,1726,497.97,0.289000
SP,2014,2014-08-12,5.00,1720,313.76,0.182000
SP,2014,2014-08-12,7.00,1710,172.04,0.101000
SP,2014,2014-08-12,8.00,,,
SP,2014,2014-08-12,10.00,1715,63.12,0.037000
SP,2014,2014-08-12,12.00,1726,29.33,0.017000
SP,2014,2014-08-12,14.00,1722,13.05,0.008000
SP,2014,2014-08-12,16.00,1720,4.12,0.002000
SP,2014,2014-08-12,18.00,,,
SP,2014,2014-08-25,0.00,,,
SP,2014,2014-08-25,2.00,890,265.58,0.298000
SP,2014,2014-08-25,4.00,943,143.87,0.153000
SP,2014,2014-08-25,6.00,843,65.92,0.079000
SP,2014,2014-08-25,8.00,917,38.67,0.042000
SP,2014,2014-08-25,10.00,829,15.93,0.019000
SP,2014,2014-08-25,12.00,734,6.66,0.009000
SP,2014,2014-08-25,14.00,929,3.22,0.003000
SP,2014,2014-08-25,16.00,661,0.25,0.000000
SP,2014,2014-08-25,18.00,,,
SP,2014,2014-09-08,1.00,,,
SP,2014,2014-09-08,3.00,1404,365.80,0.260000
SP,2014,2014-09-08,5.00,1409,186.00,0.132000
SP,2014,2014-09-08,7.00,1359,88.05,0.065000
SP,2014,2014-09-08,8.00,,,
SP,2014,2014-09-08,10.00,1436,33.88,0.024000
SP,2014,2014-09-08,12.00,1420,13.91,0.010000
SP,2014,2014-09-08,14.00,1431,5.28,0.004000
SP,2014,2014-09-08,16.00,,,
SP,2014,2014-09-08,18.00,,,
SP,2014,2014-09-22,1.00,1487,1108.80,0.746000
SP,2014,2014-09-22,3.00,1540,439.49,0.285000
SP,2014,2014-09-22,5.00,1467,226.48,0.154000
SP,2014,2014-09-22,7.00,1482,121.43,0.082000
SP,2014,2014-09-22,9.00,1559,71.64,0.046000
SP,2014,2014-09-22,11.00,1549,32.79,0.021000
SP,2014,2014-09-22,13.00,1483,13.38,0.009000
SP,2014,2014-09-22,15.00,1516,4.82,0.003000
SP,2014,2014-09-22,17.00,1516,0.24,0.000000
SP,2014,2014-09-22,18.00,,,
SP,2014,2014-10-08,1.00,1319,476.16,0.361000
SP,2014,2014-10-08,3.00,1298,269.64,0.208000
SP,2014,2014-10-08,5.00,1294,143.95,0.111000
SP,2014,2014-10-08,7.00,1295,77.26,0.060000
SP,2014,2014-10-08,9.00,1303,43.22,0.033000
SP,2014,2014-10-08,11.00,1271,21.75,0.017000
SP,2014,2014-10-08,13.00,1298,8.52,0.007000
SP,2014,2014-10-08,15.00,1271,2.51,0.002000
SP,2014,2014-10-08,16.00,1267,0.78,0.001000
SP,2014,2014-10-08,17.00,,,
SP,2014,2014-10-21,0.00,659,478.65,0.727000
SP,2014,2014-10-21,2.00,637,191.20,0.300000
SP,2014,2014-10-21,4.00,718,84.55,0.118000
SP,2014,2014-10-21,5.00,,,
SP,2014,2014-10-21,7.00,720,27.62,0.038000
SP,2014,2014-10-21,9.00,690,14.14,0.020000
SP,2014,2014-10-21,11.00,687,7.71,0.011000
SP,2014,2014-10-21,13.00,646,3.57,0.006000
SP,2014,2014-10-21,15.00,654,1.01,0.002000
SP,2014,2014-10-21,17.00,,,
SP,2014,2014-11-10,0.00,74,38.34,0.517000
SP,2014,2014-11-10,2.00,76,9.79,0.130000
SP,2014,2014-11-10,4.00,76,4.43,0.058000
SP,2014,2014-11-10,6.00,76,1.80,0.024000
SP,2014,2014-11-10,8.00,77,0.69,0.009000
SP,2014,2014-11-10,10.00,78,0.26,0.003000
SP,2014,2014-11-10,11.00,78,0.15,0.002000
SP,2014,2014-11-10,13.00,78,0.05,0.001000
SP,2014,2014-11-10,15.00,,,
SP,2014,2014-11-10,17.00,,,
SP,2015,2015-01-14,0.00,290,3.54,0.012201
SP,2015,2015-01-14,1.00,288,2.45,0.008481
SP,2015,2015-01-14,3.00,287,1.49,0.005197
SP,2015,2015-01-14,5.00,280,1.10,0.003941
SP,2015,2015-01-14,7.00,,,
SP,2015,2015-01-14,9.00,,,
SP,2015,2015-01-14,11.00,,,
SP,2015,2015-01-14,13.00,,,
SP,2015,2015-01-14,15.00,,,
SP,2015,2015-01-14,17.00,,,
SP,2015,2015-02-24,0.00,588,3.08,0.005228
SP,2015,2015-02-24,2.00,1817,6.74,0.003709
SP,2015,2015-02-24,4.00,1828,4.38,0.002394
SP,2015,2015-02-24,6.00,919,1.46,0.001595
SP,2015,2015-02-24,8.00,620,0.69,0.001107
SP,2015,2015-02-24,10.00,,,
SP,2015,2015-02-24,11.00,,,
SP,2015,2015-02-24,13.00,,,
SP,2015,2015-02-24,15.00,,,
SP,2015,2015-02-24,17.00,,,
SP,2015,2015-03-24,0.00,1607,499.40,0.310810
SP,2015,2015-03-24,2.00,1609,263.41,0.163740
SP,2015,2015-03-24,4.00,1613,136.89,0.084868
SP,2015,2015-03-24,6.00,1617,78.18,0.048348
SP,2015,2015-03-24,8.00,1623,45.15,0.027809
SP,2015,2015-03-24,10.00,1627,27.31,0.016785
SP,2015,2015-03-24,12.00,1582,16.45,0.010396
SP,2015,2015-03-24,14.00,1594,9.71,0.006092
SP,2015,2015-03-24,16.00,1614,4.77,0.002952
SP,2015,2015-03-24,18.00,1609,0.32,0.000202
SP,2015,2015-04-23,0.00,1741,1311.80,0.753930
SP,2015,2015-04-23,2.00,1731,456.41,0.263680
SP,2015,2015-04-23,4.00,1679,141.83,0.084507
SP,2015,2015-04-23,6.00,1666,53.44,0.032081
SP,2015,2015-04-23,8.00,1667,21.83,0.013095
SP,2015,2015-04-23,10.00,1664,8.86,0.005328
SP,2015,2015-04-23,11.00,1658,5.47,0.003311
SP,2015,2015-04-23,13.00,1638,2.52,0.001537
SP,2015,2015-04-23,15.00,1717,0.60,0.000352
SP,2015,2015-04-23,17.00,,,
SP,2015,2015-05-05,0.00,1852,1552.60,0.838450
SP,2015,2015-05-05,2.00,1906,733.75,0.385250
SP,2015,2015-05-05,3.00,,,
SP,2015,2015-05-05,5.00,1894,247.36,0.130580
SP,2015,2015-05-05,7.00,1847,102.60,0.055558
SP,2015,2015-05-05,9.00,1849,43.26,0.023400
SP,2015,2015-05-05,11.00,1828,17.66,0.009657
SP,2015,2015-05-05,13.00,1813,7.94,0.004378
SP,2015,2015-05-05,15.00,1801,3.20,0.001777
SP,2015,2015-05-05,17.00,1769,1.39,0.000786
SP,2015,2015-05-18,0.00,593,381.13,0.642970
SP,2015,2015-05-18,2.00,599,143.62,0.239640
SP,2015,2015-05-18,4.00,601,104.40,0.173660
SP,2015,2015-05-18,6.00,702,73.52,0.104660
SP,2015,2015-05-18,8.00,737,41.74,0.056646
SP,2015,2015-05-18,10.00,770,20.26,0.026297
SP,2015,2015-05-18,12.00,755,8.03,0.010623
SP,2015,2015-05-18,13.00,747,4.76,0.006368
SP,2015,2015-05-18,15.00,733,1.89,0.002580
SP,2015,2015-05-18,17.00,746,0.65,0.000866
SP,2015,2015-06-01,0.00,1629,1289.90,0.791790
SP,2015,2015-06-01,2.00,1636,718.57,0.439300
SP,2015,2015-06-01,4.00,,,
SP,2015,2015-06-01,6.00,1651,220.84,0.133740
SP,2015,2015-06-01,8.00,1643,129.44,0.078783
SP,2015,2015-06-01,10.00,1641,67.07,0.040878
SP,2015,2015-06-01,12.00,1668,29.39,0.017615
SP,2015,2015-06-01,14.00,1662,11.88,0.007148
SP,2015,2015-06-01,15.00,,,
SP,2015,2015-06-01,17.00,1667,1.35,0.000808
SP,2015,2015-06-17,0.00,261,165.99,0.635310
SP,2015,2015-06-17,2.00,251,66.93,0.266540
SP,2015,2015-06-17,4.00,237,34.59,0.146250
SP,2015,2015-06-17,6.00,222,19.52,0.087712
SP,2015,2015-06-17,8.00,207,11.29,0.054431
SP,2015,2015-06-17,9.00,199,8.21,0.041206
SP,2015,2015-06-17,11.00,190,4.28,0.022506
SP,2015,2015-06-17,13.00,184,1.85,0.010051
SP,2015,2015-06-17,15.00,,,
SP,2015,2015-06-17,17.00,,,
SP,2015,2015-06-29,0.00,1517,1186.90,0.783780
SP,2015,2015-06-29,2.00,1856,717.08,0.386250
SP,2015,2015-06-29,4.00,1955,390.86,0.199920
SP,2015,2015-06-29,6.00,1633,183.35,0.112290
SP,2015,2015-06-29,8.00,1855,119.84,0.064629
SP,2015,2015-06-29,9.00,1834,86.88,0.047373
SP,2015,2015-06-29,11.00,1982,50.35,0.025405
SP,2015,2015-06-29,13.00,1433,16.97,0.011846
SP,2015,2015-06-29,15.00,1503,5.99,0.003990
SP,2015,2015-06-29,17.00,1893,2.01,0.001062
SP,2015,2015-07-15,0.00,1751,1292.50,0.738910
SP,2015,2015-07-15,2.00,1947,965.56,0.496090
SP,2015,2015-07-15,4.00,1956,338.67,0.173110
SP,2015,2015-07-15,6.00,1904,218.07,0.114560
SP,2015,2015-07-15,8.00,1731,119.28,0.068906
SP,2015,2015-07-15,9.00,1791,87.17,0.048678
SP,2015,2015-07-15,11.00,1891,45.31,0.023958
SP,2015,2015-07-15,13.00,1868,21.03,0.011256
SP,2015,2015-07-15,15.00,1862,7.24,0.003886
SP,2015,2015-07-15,17.00,1833,1.68,0.000914
SP,2015,2015-07-28,0.00,502,325.43,0.648310
SP,2015,2015-07-28,2.00,528,151.29,0.286570
SP,2015,2015-07-28,4.00,548,103.98,0.189790
SP,2015,2015-07-28,6.00,586,67.91,0.115870
SP,2015,2015-07-28,8.00,616,42.11,0.068390
SP,2015,2015-07-28,10.00,648,24.53,0.037863
SP,2015,2015-07-28,12.00,695,13.58,0.019553
SP,2015,2015-07-28,14.00,718,5.46,0.007609
SP,2015,2015-07-28,16.00,738,1.39,0.001887
SP,2015,2015-07-28,18.00,,,
SP,2015,2015-08-11,0.00,1776,1236.30,0.698500
SP,2015,2015-08-11,1.00,744,322.76,0.433600
SP,2015,2015-08-11,3.00,687,138.79,0.201890
SP,2015,2015-08-11,5.00,652,88.30,0.135330
SP,2015,2015-08-11,7.00,538,45.21,0.084058
SP,2015,2015-08-11,9.00,534,25.45,0.047631
SP,2015,2015-08-11,11.00,536,12.74,0.023750
SP,2015,2015-08-11,13.00,530,5.64,0.010641
SP,2015,2015-08-11,15.00,526,1.85,0.003520
SP,2015,2015-08-11,17.00,,,
SP,2015,2015-08-24,0.00,1162,657.98,0.565290
SP,2015,2015-08-24,2.00,736,180.18,0.244460
SP,2015,2015-08-24,4.00,856,155.25,0.181360
SP,2015,2015-08-24,6.00,903,101.34,0.112200
SP,2015,2015-08-24,8.00,871,59.72,0.068593
SP,2015,2015-08-24,9.00,,,
SP,2015,2015-08-24,11.00,,,
SP,2015,2015-08-24,13.00,859,8.79,0.010234
SP,2015,2015-08-24,15.00,848,2.52,0.002977
SP,2015,2015-08-24,17.00,798,0.38,0.000472
SP,2015,2015-09-08,0.00,146,88.47,0.605700
SP,2015,2015-09-08,2.00,146,41.36,0.282620
SP,2015,2015-09-08,4.00,147,27.26,0.185140
SP,2015,2015-09-08,6.00,150,17.86,0.119190
SP,2015,2015-09-08,8.00,153,11.55,0.075695
SP,2015,2015-09-08,10.00,156,6.49,0.041636
SP,2015,2015-09-08,12.00,161,3.10,0.019239
SP,2015,2015-09-08,14.00,167,1.13,0.006795
SP,2015,2015-09-08,15.00,,,
SP,2015,2015-09-08,17.00,,,
SP,2015,2015-09-23,0.00,809,566.17,0.700710
SP,2015,2015-09-23,2.00,752,230.81,0.306920
SP,2015,2015-09-23,4.00,719,140.67,0.195860
SP,2015,2015-09-23,6.00,737,89.46,0.121340
SP,2015,2015-09-23,8.00,740,53.24,0.071910
SP,2015,2015-09-23,10.00,730,28.85,0.039538
SP,2015,2015-09-23,12.00,755,13.94,0.018456
SP,2015,2015-09-23,14.00,737,4.20,0.005699
SP,2015,2015-09-23,16.00,710,0.82,0.001157
SP,2015,2015-09-23,18.00,,,
SP,2015,2015-10-07,0.00,,,
SP,2015,2015-10-07,1.00,,,
SP,2015,2015-10-07,3.00,1318,365.76,0.277400
SP,2015,2015-10-07,5.00,1386,205.53,0.148260
SP,2015,2015-10-07,7.00,1411,124.79,0.088438
SP,2015,2015-10-07,9.00,1403,73.08,0.052089
SP,2015,2015-10-07,11.00,1419,40.45,0.028507
SP,2015,2015-10-07,13.00,1410,15.69,0.011126
SP,2015,2015-10-07,15.00,1380,3.78,0.002739
SP,2015,2015-10-07,17.00,1391,0.31,0.000225
SP,2015,2015-10-21,0.00,1395,856.94,0.614000
SP,2015,2015-10-21,2.00,1445,381.86,0.264130
SP,2015,2015-10-21,4.00,1246,163.72,0.131120
SP,2015,2015-10-21,6.00,1422,118.19,0.083091
SP,2015,2015-10-21,8.00,443,23.47,0.052957
SP,2015,2015-10-21,10.00,404,12.67,0.031338
SP,2015,2015-10-21,12.00,1187,17.51,0.014837
SP,2015,2015-10-21,14.00,1308,6.32,0.004832
SP,2015,2015-10-21,16.00,478,0.50,0.001045
SP,2015,2015-10-21,18.00,,,
SP,2015,2015-11-17,0.00,75,45.41,0.603130
SP,2015,2015-11-17,1.00,78,16.87,0.215580
SP,2015,2015-11-17,3.00,77,8.12,0.105790
SP,2015,2015-11-17,5.00,79,3.39,0.042801
SP,2015,2015-11-17,7.00,86,1.56,0.018096
SP,2015,2015-11-17,9.00,86,0.60,0.006933
SP,2015,2015-11-17,11.00,,,
SP,2015,2015-11-17,13.00,,,
SP,2015,2015-11-17,15.00,,,
SP,2015,2015-11-17,17.00,,,
