lakeid,sampledate,wtemp,o2,o2sat,cond,frlight,chlor.surf,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,sampledate.y,avsnow,totice,whiteice,blueice,iceduration,season,bv.datePlus1.x,bv.dateMinus1.x
TB,7/2/91,10.19,1.02,12.01,NA,0.12,24.6,48.27,0.14,4.75,5.08,NA,4.28,4.83,20.5,20.99,2.22,NA,168.9,607,776.61,9.16,31.47,589.37,630.61,652.87,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/18/91,11.06,1.34,16,NA,0.1,16.5,55.23,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/29/91,10.34,1.65,18.34,NA,0.1,47.7,91.68,0,4.75,4.87,NA,5.47,6.29,22.75,23.25,5.2,NA,184.66,579.34,732.75,9.16,41.58,684.92,672.65,737.83,1.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/12/91,11.62,2.05,25.13,NA,0.1,35,71.89,4.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/26/91,11.44,1.32,15.77,21.26,0.1,36.4,46.77,1.45,4.96,5.21,12.4,4.2,4.92,20.04,19.86,1.78,NA,132.2,573.65,588.69,9.2,31.09,651.43,640.23,656.35,1.95,0.48,0.84,1.59,0.41,0.31,0.93,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/11/91,10.66,1.74,18.8,NA,0.09,78.2,70.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/24/91,8.64,2.41,23.34,NA,0.11,28.4,70.68,8.03,4.79,5.09,NA,4.1,4.56,20.65,21.07,1.55,NA,92.31,621.95,684.24,11.13,30.53,510.67,541.3,651.58,7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/8/91,7.61,4.47,40.48,NA,0.09,12.3,10.9,9.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/28/91,6.24,4.33,37.54,23.23,0.11,29,11.5,5.32,4.8,5.09,26.43,4.15,4.37,20.3,20.55,0.53,NA,74.84,775.2,799.21,13.62,26.94,562.79,617.39,721.16,1.55,0.27,1.45,1.59,0.43,0.25,0.83,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/4/91,3.79,5.24,42.21,NA,0.11,12.5,9.47,6.28,4.84,4.82,-2.68,3.33,3.36,20.88,21.23,4.28,NA,138.29,549.85,698.85,0,28.12,559.75,548.01,636.77,0.52,0.29,2.26,1.59,0.43,0.25,0.82,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/4/91,3.79,5.24,42.21,NA,0.11,18.9,9.47,6.28,4.84,4.82,-2.68,3.33,3.36,20.88,21.23,4.28,NA,138.29,549.85,698.85,0,28.12,559.75,548.01,636.77,0.52,0.29,2.26,1.59,0.43,0.25,0.82,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/15/92,2.92,1.31,10.03,NA,0.11,14.2,10.44,0.2,4.68,4.95,NA,3.94,4.34,20.05,21.53,4.96,NA,188.63,598.25,719.58,9.53,24.05,576.21,558.53,622.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/15/92,14.9,26,14,12,176,1,1/16/92,1/14/92
TB,2/26/92,2.84,0.3,2.3,23,NA,2.7,1.97,1.44,4.8,5.12,6.24,5.19,5.03,23.04,21.52,2.64,NA,359.33,759.36,742.7,20.68,20.93,719.61,707.83,616.1,NA,0.45,1.83,1.59,0.45,0.23,0.89,NA,NA,2/26/92,31,40,28,12,176,1,2/27/92,2/25/92
TB,3/23/92,2.74,0.56,4.17,NA,0.3,5.2,1.29,3.36,4.75,4.94,NA,4.92,4.91,23.14,22.24,59.29,NA,315.98,924.53,823.17,37.33,26.04,881.4,886.47,668.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/23/92,5.2,44,3,41,176,1,3/24/92,3/22/92
TB,5/4/92,5.19,2.39,21.36,23.85,0.1,22.2,10.48,6.18,4.65,4.96,-15.91,3.47,4.49,20.18,22.13,3.26,NA,259.39,671.36,824.26,18.65,42.45,726.53,755.67,792.43,NA,0.26,1.91,1.48,0.4,0.19,0.8,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/20/92,6.79,1.75,18.26,NA,0.09,8.1,20.77,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/1/92,8.3,1.71,19.18,NA,0.1,5.4,74.2,0.33,4.83,4.99,NA,4.27,4.81,20.72,20.59,3.03,NA,233.79,662.91,763.1,16.08,29.7,650.3,658.8,674.74,2.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/15/92,8.66,2.16,24.05,NA,0.11,17.6,48.52,13.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/7/92,8.66,2.4,25.86,NA,0.1,9.7,32.95,5.03,4.59,4.67,NA,4.9,5.38,22.27,22.29,2.11,NA,142.01,562.46,889.13,8.09,45.29,708.22,732.91,788.38,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/13/92,8.91,1.8,19.36,NA,NA,8,11.97,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/31/92,10.14,1.6,17.95,NA,0.11,NA,19.92,5.14,4.45,4.57,NA,5.42,5.67,22.99,22.68,1.82,NA,90.74,668.03,728.23,12.9,24.49,766.38,747.04,769.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/10/92,10.56,1.36,15.93,NA,0.12,3.5,35.72,11.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/27/92,10.07,1.77,19.58,23.78,0.1,14.8,47.93,6.58,4.88,5.11,19.69,5.43,5.74,20.92,21.04,1.33,NA,215.98,650.71,674.91,15.51,31.3,755.92,748.7,787.06,2.06,0.32,1.24,1.77,0.41,0.23,0.77,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/11/92,9.52,1.63,16.77,NA,0.1,8.5,35.42,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/24/92,9.06,3.01,29.86,NA,0.1,9.6,44.93,3.51,4.79,4.93,NA,5.68,6.27,21.95,21.45,2.18,NA,228.05,698.22,835.14,15.23,32.93,761.91,716.54,882.66,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/5/92,8.78,3.09,30.14,NA,0.09,6.1,32.55,12.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/21/92,5.35,3.68,30.95,NA,0.09,24.1,17.25,4.9,4.76,4.89,NA,5.76,5.96,22.11,21.58,6.74,NA,628.53,1021.08,1059.46,42.76,50.62,958.31,923.21,953.8,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/5/92,3.93,3.71,29.95,22.45,0.1,10.6,9.46,3.29,4.8,4.89,13.74,3.76,4.37,19.29,19.69,4.26,NA,178.86,616.67,698.19,7.93,23.71,623.54,605.89,706.77,0.99,0.36,2.27,1.55,0.43,0.23,0.83,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/14/93,3.14,1.53,11.75,NA,NA,26.9,7.34,6.38,4.78,4.94,NA,2.77,3.3,19.56,19.71,5.45,NA,213.27,639.52,787.64,9.96,26.17,627.38,623.53,722.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/14/93,16.5,29.5,17,12.5,163,1,1/15/93,1/13/93
TB,1/14/93,3.14,1.53,11.75,NA,NA,29.8,7.34,6.38,4.78,4.94,NA,2.77,3.3,19.56,19.71,5.45,NA,213.27,639.52,787.64,9.96,26.17,627.38,623.53,722.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/14/93,16.5,29.5,17,12.5,163,1,1/15/93,1/13/93
TB,2/24/93,2.96,0.38,2.94,22.24,1,3.3,4.87,2.41,4.84,5.1,14.31,5.23,5.44,20.39,20.14,13.67,NA,179.61,807.86,724.38,19.14,23.48,668.01,559.11,544.51,NA,0.35,2.24,1.58,0.44,0.22,0.86,NA,NA,2/24/93,10.2,49,32,17,163,1,2/25/93,2/23/93
TB,3/23/93,2.77,0.1,0.77,NA,1.18,8.9,3.01,3.86,4.84,4.93,NA,5.65,5.88,19.46,20.13,3.49,NA,249.81,754.6,786.9,22.13,29.75,739.98,693.78,663.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/23/93,8.5,50.5,31.5,19,163,1,3/24/93,3/22/93
TB,5/3/93,4.78,2.27,20.01,22.17,NA,26.7,12.48,6.32,4.77,5.01,4.29,4.88,5.3,20.06,20.15,3.23,NA,314.17,1015.69,1140.94,34.43,43.4,761.66,766.25,811.41,2.46,0.47,2.05,1.5,0.4,0.2,0.72,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/20/93,6.34,2.43,23.64,NA,0.1,4.8,28.82,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/3/93,6.94,2.34,23.19,NA,0.09,6.7,77.38,4.2,4.71,4.77,NA,4.71,5.23,20.29,20.76,25.87,NA,237.78,612.07,1073.06,8.19,75.23,614.26,542.61,589.77,2.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/14/93,8.52,2.08,22.22,NA,0.09,7.8,49.82,12.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/28/93,8.84,1.84,19.99,NA,0.1,20.9,113.67,8.71,4.55,4.5,NA,4.04,4.86,21.28,20.82,5.8,NA,183.44,648.64,995.37,11.53,71.64,626.48,612.9,653.67,3.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/15/93,10.24,2.2,25.07,NA,0.1,25.9,149.96,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/26/93,11,1.81,21.35,NA,0.09,29.7,69.03,0.88,4.94,5.26,NA,3.86,5.02,19.6,19.97,1.11,NA,159.16,529.1,796.47,13.26,38.86,565.68,607.1,638.07,3.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/9/93,10.87,2.19,24.92,NA,0.09,32.9,60.98,0.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/23/93,11.55,1.94,22.68,21.12,0.09,14,72.66,0,4.84,4.97,20.71,4.01,4.72,19.94,20.17,3,NA,149.28,555.22,759.89,8.15,28.1,606.17,643.39,695.23,2.58,0.46,1.26,1.98,0.44,0.22,0.78,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/9/93,10.37,2.42,25.81,NA,NA,NA,87.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/22/93,9.4,3.87,38.59,NA,0.11,130,76.34,0.49,4.74,4.94,NA,4.46,5.31,20.39,20.52,3.92,NA,171.69,634.86,903.65,12.47,41.71,613.42,602.62,660.54,2.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/7/93,7.55,4.06,37.33,NA,0.09,22.5,17.17,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/19/93,6.6,4.37,38.53,NA,0.09,9.9,11.44,1.87,4.7,4.89,NA,4.15,4.56,19.75,19.92,0.86,NA,149.2,589.3,686.89,12.4,22.28,637.96,575.94,694.81,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/2/93,4.27,4.47,36.48,21,0.1,12.8,10.25,0.47,4.64,4.56,4.07,3.38,3.83,18.99,19.05,7.64,NA,146.37,614.27,387.33,11.36,19.72,563.08,540.48,596.31,1.25,0.32,2.12,1.87,0.41,0.21,0.77,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/17/94,2.82,1.69,12.78,NA,NA,12.9,7.62,0.45,4.75,4.98,NA,3.35,3.41,19.67,19.37,2.37,NA,194.35,773.64,894.9,16.61,33.99,601.08,634.35,648.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/17/94,13.1,20,6,14,161,1,1/18/94,1/16/94
TB,2/24/94,2.61,0.7,5.23,22.56,1,2.4,6.37,0.2,4.88,5.16,8.7,4.61,5.11,21.21,20.07,6.06,NA,302.29,791.86,901.52,18.91,28.2,647.55,704.21,715.01,NA,0.53,2.08,1.53,0.44,0.24,0.8,NA,NA,2/24/94,2.7,46,26,20,161,1,2/25/94,2/23/94
TB,3/28/94,2.81,0.63,4.84,NA,0.09,16.3,5.15,0.78,4.9,5.13,NA,4.5,4.93,19.69,19.97,4.99,NA,228.39,846.32,826.9,21.31,32.05,744.89,700.4,696.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/28/94,11,36,17,19,161,1,3/29/94,3/27/94
TB,5/3/94,5.71,3.5,31.34,NA,0.09,NA,NA,NA,4.86,5.01,15.74,4.04,4.71,18.79,19.27,0,NA,266.63,735.3,850.33,36.21,48.33,755.45,680.43,776.98,1.68,0.31,2.08,1.37,0.41,0.22,0.73,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/19/94,7.63,2.41,24.92,NA,0.1,4.2,7.37,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/2/94,8.53,1.99,21.89,NA,0.11,NA,35.43,0.54,4.67,4.85,NA,4.44,4.86,19.25,19.51,2.58,NA,259.84,792.74,844.52,28.14,33.25,651.05,596.59,631.82,2.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/15/94,10.14,3.26,35.04,NA,0.1,14.9,121.19,9.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/28/94,10.76,2.03,23.93,NA,0.1,7.9,16.3,0,4.66,4.97,NA,4.67,5.1,19.32,19.38,31.82,NA,228.99,716.68,376.46,16.86,10.64,704.02,671.68,406.94,0.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/11/94,10.54,2.42,26.6,NA,0.1,23.2,29.49,17.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/25/94,11.34,2.65,29.61,NA,0.1,11.1,34.23,0.36,4.82,5.19,NA,4.03,4.47,17.98,17.94,10.3,NA,61.44,423.14,496.38,6.75,18.74,650.34,637.01,598.22,0.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/9/94,10.79,2.09,22.78,NA,0.1,20.7,32.05,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/22/94,11.44,2.18,25.37,21.52,0.1,11.2,46.57,0.13,4.82,4.8,11.26,4.49,5.21,18.38,18.38,7.13,NA,258.47,680.7,716.29,12.38,30.37,705.78,701.85,719.54,0.69,0.36,1.59,1.5,0.42,0.26,0.76,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/8/94,10.71,2.21,23.96,NA,0.1,10.5,53.69,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/20/94,11.9,2.4,27.63,NA,0.1,21.7,56.95,0.09,4.88,5.12,NA,4.28,6.17,18,19.24,2.16,NA,215.85,755.45,897.27,14.72,23.44,654.74,652.86,640.7,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/3/94,8.99,2.95,28.4,NA,0.12,13.6,46.95,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/18/94,8.99,3.73,36.27,NA,0.09,18.2,11.34,0.03,4.71,4.84,NA,3.47,3.95,19.91,19.95,2.53,NA,600.97,571.98,616.51,15.27,22.86,566.32,572.29,588.84,0.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/1/94,6.4,3.92,34.08,NA,0.13,17.5,13.74,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/14/94,5.43,3.14,26.27,24.59,0.1,16,6.92,0.25,4.8,4.92,-4.38,4.79,5.52,20.54,21.19,3.85,NA,428.62,907.53,1055.52,28.62,44.82,889.91,918.03,992.11,0.27,0.35,1.81,1.47,0.44,0.21,0.77,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/12/95,3.01,1.34,10.34,NA,1,14.7,4.83,0.04,4.63,5.11,NA,3.55,3.82,21.58,21.43,3.9,NA,302.73,787.06,865.27,21.19,28.23,797.47,794.62,784.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/12/95,6.3,31,3.5,27.5,150,1,1/13/95,1/11/95
TB,2/14/95,2.87,0.95,7.08,23.56,1,12.5,4.76,0.06,4.76,5.04,14.2,4.21,4.49,21.81,21.67,5.15,NA,352.63,884.35,897.87,25.03,32.43,842.27,806.47,818.36,NA,0.43,1.95,1.61,0.48,0.23,0.8,NA,NA,2/14/95,16,36.5,5,31.5,150,1,2/15/95,2/13/95
TB,3/20/95,2.87,0.92,6.82,NA,0.14,7.4,2.69,0.22,4.84,5.06,NA,4.27,4.35,20.21,20.05,37.69,NA,377.22,852.05,926.82,18.63,28.89,802.4,713.43,745.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/20/95,2.8,36,31,5,150,1,3/21/95,3/19/95
TB,5/1/95,4.94,3.4,29.51,22.4,0.12,NA,NA,NA,4.82,5.12,14.1,3.88,4.25,20.77,20.58,2.81,NA,335.62,646.86,742.93,21.86,33.92,826.1,871.58,914.59,NA,0.35,1.71,1.44,0.44,0.2,0.72,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/16/95,6.07,2.61,24.61,NA,0.1,3.8,8.47,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/16/95,6.07,2.61,24.61,NA,0.1,3.6,8.47,1.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/1/95,7.7,1.82,20.02,NA,0.1,3.9,18.29,0.16,4.6,4.82,NA,4.02,4.27,21.65,21.57,3.21,NA,283.06,567.35,657.93,18.42,29.46,767.57,781.15,856.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/13/95,8.44,2.4,26.65,NA,0.14,13.3,27.17,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/28/95,9.67,2.05,23.82,NA,0.12,9,17.81,10.28,4.49,4.67,NA,4.35,4.66,22.03,22.28,1.26,NA,244.85,738.94,853.57,16.83,29.63,843.83,746.58,837.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/11/95,9.43,2.05,23.43,NA,0.12,6.6,21.11,16.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/25/95,10.89,1.9,23.08,NA,0.11,4.1,64.06,1.36,4.98,5.31,NA,4.06,4.6,21.19,21.45,1.43,NA,224.36,709.32,797.64,12.27,26.48,810.57,744.34,853.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/8/95,11.56,1.31,15.52,NA,0.1,6,35.48,5.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/21/95,11.56,1.81,21.53,21.27,0.11,4.3,26.63,18.8,4.98,5.29,28.31,4.45,5.18,21.93,22.26,2.24,NA,276.77,769.13,892.62,23.99,40.62,688.21,874.23,1001.26,NA,0.36,1.13,1.67,0.38,0.23,0.76,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/5/95,11.23,2.18,24.7,NA,0.1,8.1,30.26,15.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/19/95,9.64,2.73,28.11,NA,0.09,21.9,31.1,24.72,4.9,5.45,NA,4.2,4.54,21.85,21.96,2.65,NA,282.87,731.08,745.53,23.68,39.46,782.05,888.29,946.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/2/95,8.35,3,29.06,NA,0.11,10.9,17.57,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/17/95,7.09,4.37,39.4,NA,0.11,11.8,9.3,8.97,4.93,5.23,NA,3.68,4.22,21.62,21.78,3,NA,301.06,712.08,837.84,31.25,47.86,815.07,803.52,967.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/1/95,4.84,4.69,38.91,NA,1,14.3,10.39,4.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/9/95,3.07,4.62,36.44,22,1,7.3,6.67,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11/9/95,0,2.5,0,2.5,150,1,11/10/95,11/8/95
TB,1/17/96,2.14,1.07,7.97,NA,1,1.7,2.18,1.64,4.85,5.23,NA,3.18,3.2,21.92,21.66,15.31,NA,254.93,822.47,846.11,18.68,25.94,626.12,830.33,898.73,0,NA,NA,NA,NA,NA,NA,0.5,0.08,1/17/96,24.8,28,5,23,181,1,1/18/96,1/16/96
TB,2/21/96,2.63,0.42,3.15,21.79,1,0.5,1.31,2.54,4.87,5.29,14.75,4.65,4.79,21.76,21.75,15.27,NA,303.31,1191.21,1232.17,13.28,19.57,675.1,844.29,924.23,0,0.42,2.38,1.55,0.44,0.24,0.76,0.51,0.08,2/21/96,15.3,50,7,43,181,1,2/22/96,2/20/96
TB,4/2/96,2.57,0.12,0.88,NA,1,4.2,1.68,2.18,5.07,5.6,NA,3.63,3.68,22.12,21.7,29.7,NA,466.89,977.46,996.76,31.97,33.84,841.64,1051.57,994.74,0,NA,NA,NA,NA,NA,NA,0.55,0.09,4/2/96,29.3,57,26,31,181,1,4/3/96,4/1/96
TB,5/10/96,4.23,1.62,13.39,22.72,0.09,11.2,3.62,2.85,4.75,4.95,6.67,4.12,4.41,19.93,19.69,28.18,NA,374.75,834.57,957.03,20.26,35.02,672.49,671.55,863.32,0.47,0.33,1.62,1.35,0.38,0.21,0.68,0.48,0.07,NA,0,0,0,0,NA,NA,NA,NA
TB,5/31/96,7.7,0.12,0.98,NA,0.09,30,24.81,13.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/12/96,7.99,1.68,18.25,NA,0.09,5.9,38.03,19.8,4.68,4.81,NA,4.77,4.82,22.49,21.41,2.71,NA,419.93,671.65,794.45,26.32,38.12,844.84,885.25,651.05,0.74,NA,NA,NA,NA,NA,NA,0.49,0.09,NA,0,0,0,0,NA,NA,NA,NA
