lakeid,sampledate,wtemp,o2,o2sat,cond,frlight,chlor.surf,chlor.int,phaeo,ph,phair,alk,dic,tic,doc,toc,no3no2,no2,nh4,totnf,totnuf,totpf,totpuf,drsif,brsif,brsiuf,tpm,cl,so4,ca,mg,na,k,fe,mn,sampledate.y,avsnow,totice,whiteice,blueice,iceduration,season,bv.datePlus1.x,bv.dateMinus1.x
TB,7/15/86,10.2,2.04,22.84,NA,0.09,58.3,15.89,7.29,4.72,NA,NA,3.81,4.42,17.76,17.84,0,0,208.06,731.7,821.7,15.84,28.08,779.72,782.29,812.79,0.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/29/86,12.18,1.17,14.66,NA,0.1,1.1,8.23,10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/13/86,11.11,1.87,21.99,21.07,0.1,2.8,7,17.11,4.66,NA,-6.19,3.99,4.6,19.51,19.49,7.88,NA,78.58,643.57,755.15,20.8,17.21,844.78,825.54,867.24,0.98,0.34,2.02,1.37,0.39,0.14,0.62,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/26/86,10.78,1.72,19.36,NA,0.11,9.2,9.61,19.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/8/86,9.54,1.89,19.54,NA,0.1,11.1,9.37,18.52,4.69,NA,NA,4.65,5.26,18.86,18.92,3.5,NA,285.34,749,870.84,1.61,15.76,975.47,1278.34,1021.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/25/86,9.51,3.22,32.74,NA,0.09,33.3,11.02,19.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/6/86,8.63,3.55,33.84,NA,0.09,9.9,6.78,12.52,4.76,NA,NA,3.97,4.75,17.91,18.55,0,NA,298.86,766.39,916.29,13.23,22.69,1010.79,949.99,1026.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/23/86,6.97,4.32,38.59,NA,0.09,5.2,2.84,11.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/4/86,5.29,4.43,37.12,NA,0.09,1.8,1.53,5.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/7/86,5,3.93,32.71,23.02,NA,NA,NA,NA,4.62,NA,-21.17,2.92,3.1,17.59,17.59,3.58,NA,127.32,574.66,613.72,8.56,15.55,748.73,724.37,735.76,NA,0.36,2.43,1.26,0.4,0.14,0.6,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/15/87,3.32,0.73,5.68,NA,0.1,2,0.84,1.88,4.75,4.84,NA,3.17,3.48,18.22,18.33,31.51,NA,378.91,670.23,675.44,17.58,18.88,1008.55,980.8,977.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/15/87,15.4,23,20,3,150,1,1/16/87,1/14/87
TB,2/23/87,2.99,0.6,4.61,23.07,0.1,2.6,0.76,1.84,4.79,4.82,-1.76,4.02,4.25,19.15,19.16,17.92,NA,303.18,794.03,793.92,18.43,24.19,997.84,980.46,984.01,NA,0.36,2.48,1.37,0.42,0.16,0.63,NA,NA,2/23/87,10.1,37,14,23,150,1,2/24/87,2/22/87
TB,3/20/87,3,0.48,3.65,NA,0.1,1.6,0.72,3.68,4.72,4.87,NA,3.38,3.56,19.4,19.17,10.55,NA,322.07,537.19,586.91,18.9,28.45,972.3,991.83,988.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/20/87,0,35,17,18,150,1,3/21/87,3/19/87
TB,4/13/87,4.46,0.96,8.25,20.64,0.2,11.7,2.51,3.63,4.94,5.1,6.4,2.91,3.36,17.25,16.57,2.04,NA,531.22,1001.99,1035.83,42.86,56.88,1255.53,1212.9,1335.34,NA,0.39,1.83,1.25,0.39,0.15,0.61,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,4/30/87,6.26,2.55,24.7,NA,0.1,5.1,2.53,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/18/87,7.46,1.42,14.64,NA,0.1,4.5,17.21,4.63,4.79,4.95,NA,3.43,4.49,17.51,18.41,1.07,NA,286.91,578.3,621.71,25.52,43.98,993.38,999.57,1041.35,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/3/87,8.64,2.29,25.08,NA,0.1,0.8,42.99,13.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/22/87,10.52,2.1,25.32,NA,NA,1.1,27.19,53.21,4.99,5.19,NA,3.3,2.98,16.49,15.61,8.71,NA,235.61,675.16,727.3,20.26,31.62,894.3,914.34,907.34,1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/1/87,9.94,2.22,25.32,NA,NA,16.3,61.32,18.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/16/87,10.76,2.19,25.52,NA,0.11,1,46.7,27.82,4.78,4.92,NA,3.53,4.12,16.11,16.51,10.57,NA,331.54,620.84,808.36,15.54,23.25,701.81,751.67,848.85,2.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/28/87,11.29,2.24,27.04,NA,0.1,27.3,31.58,48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/12/87,11.27,1.58,18.31,22.64,0.12,18.8,45.46,25.55,4.9,5.02,7.25,3.48,4.09,17.94,17.84,5.78,NA,193.67,579,782.03,15.63,37.28,695.83,725.48,848.92,3.14,0.29,1.75,1.37,0.4,0.15,0.63,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/24/87,10.51,2.05,22.25,NA,0.11,9,23.87,31.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/10/87,10.11,2.41,25.84,NA,0.1,25.6,21.78,27.2,4.95,5.16,NA,4.3,4.72,16.65,16.53,2.87,NA,179.15,477.23,686.5,5.78,21.93,829.93,860.51,978.38,1.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/24/87,10.57,3.26,34.26,NA,0.11,10.3,8.99,25.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/6/87,8.39,4.24,40.03,NA,0.1,9.8,7.65,14.18,4.94,5.15,NA,3.82,3.89,15.91,15.72,0,NA,236.96,668.69,606.55,16.06,15.1,863.94,863.48,799.01,1.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/19/87,6.8,4.31,38.02,NA,0.21,5.7,4.09,8.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/2/87,5.05,4.02,33.49,21.42,0.1,12.4,3.84,3.27,4.86,4.99,20.94,3.92,4.32,16.9,16.37,9.93,NA,340.48,408.68,487.15,14.36,22.92,1073.92,1071.82,1088.73,1.39,0.3,1.96,1.44,0.39,0.16,0.64,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/19/87,3.63,4.13,33.14,NA,0.1,3.7,3.38,1.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/14/88,3,3.25,25.22,NA,NA,3.1,1.43,1.85,4.85,5.09,NA,2.46,2.67,15.9,15.76,18.91,NA,326.14,646.38,594.17,13.42,16.1,921.86,891.32,885.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/14/88,15.6,23,15,8,142,1,1/15/88,1/13/88
TB,3/1/88,2.64,2.18,16.66,23.02,NA,3.3,1.59,1.78,4.98,5.24,15.23,4.24,4.5,17.04,16.88,12.01,NA,332.94,886.25,793.65,34.07,30.19,1143.35,1165.85,1079.07,NA,0.36,2.55,1.47,0.43,0.19,0.67,NA,NA,3/1/88,9.4,44,33,11,142,1,3/2/88,2/29/88
TB,3/23/88,2.56,2.08,15.73,NA,0.11,192.3,34.98,10.44,4.9,4.97,NA,1.79,2.18,16.14,16,19.76,NA,239.16,655.99,952.73,11.35,32.08,963.87,941.95,922.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/23/88,4.9,51,18,33,142,1,3/24/88,3/22/88
TB,4/21/88,4.6,5.84,48.22,20.74,0.09,60.1,18.42,5.86,4.78,4.91,-6.43,2.53,2.88,14.75,15.55,12.21,NA,152.8,479.87,613.34,13.52,22.76,841.5,874.87,893.51,NA,0.33,2.51,1.31,0.38,0.18,0.62,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/10/88,7.06,4.18,39,NA,0.1,5.4,7.97,6.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/24/88,7.67,3.6,34.64,NA,0.1,3.5,6.95,5.26,4.83,5.04,NA,2.74,3.21,14.93,15.03,1.41,NA,111.12,636.79,658.76,7.23,16.71,724.75,720.72,733.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/6/88,9.49,4.12,44.4,NA,0.1,6,13.01,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/20/88,10.33,2.95,33.74,NA,0.11,2.2,23.87,8.63,4.93,5.13,NA,3.96,4.45,14.83,15.04,10.03,NA,221.47,548.53,645.79,7.02,19.55,456.26,450.14,641.89,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/4/88,10.69,2.38,27.74,NA,0.11,2.7,22.97,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/20/88,12.19,2.83,34.22,NA,0.11,1.4,38.35,13.87,4.86,4.99,NA,4.2,4.85,15.59,15.74,6.27,NA,128.34,522.82,645.03,7.06,22.24,517.04,487.65,783.89,4.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/3/88,12.56,2.64,32.56,NA,0.11,1.6,56.67,15.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/16/88,12.98,2.49,30.07,23.21,0.11,1.2,20.82,15.11,4.76,4.88,9.34,4.13,3.48,15.13,11.92,3.55,NA,59.48,470.53,807.24,13.26,26.33,462.58,453.25,693.66,6.03,0.36,1.98,1.05,0.41,0.2,0.66,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/31/88,11.73,3.06,34.11,NA,0.11,1.4,16.21,19.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/15/88,10.25,3.91,40.49,NA,0.11,6.6,16.78,19.45,4.91,5.14,NA,4.75,5.12,13.66,13.6,5.37,NA,209.2,510.89,445.79,14.52,13.94,620.3,629.55,663.69,2.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/28/88,9.59,3.54,35.33,NA,0.1,12.9,20.36,18.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/11/88,7.78,4.07,37.2,NA,0.1,7.2,5.91,9.1,4.99,5.15,NA,4.22,4.43,13.67,13.53,8.71,NA,110.64,375.85,411.05,7.91,13.11,607.62,615.74,600.69,2.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/25/88,2.59,5.9,46.08,NA,0.1,8.3,7.41,4.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/3/88,1.78,7.61,58.03,16.74,0.09,15.6,12.58,3.32,4.91,5.24,2.17,2.83,3.22,13.23,13.27,6.36,NA,60.23,327.56,401.31,1.32,15.47,640.5,680.2,704.27,1.47,0.36,2.51,1.32,0.4,0.17,0.68,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/17/89,2.54,6.77,51.87,NA,0.11,2.6,12.48,7.28,4.95,5.34,NA,3.47,3.73,14.92,14.91,6.33,NA,183.33,579.76,645,1.85,14.78,805.82,832.72,813.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/17/89,21.4,31,13.5,17.5,156,1,1/18/89,1/16/89
TB,3/6/89,2.43,4.32,32.72,21.55,0.12,0.4,0.99,4.22,4.94,5.29,5.43,4.51,4.84,14.44,14.49,5.24,NA,310.16,548.1,604.38,7.64,14.93,820.85,765.59,769.68,NA,0.34,2.67,1.55,0.42,0.2,0.68,NA,NA,3/6/89,33.8,46.2,24,22.2,156,1,3/7/89,3/5/89
TB,3/27/89,2.36,4.38,33.06,NA,0.12,3.6,2.13,3.14,4.94,5.08,NA,3.95,4.36,14.51,14.23,26.1,NA,283.54,692.85,703.7,21.38,26.17,968.53,997.99,900.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/27/89,0,58.5,36.5,22,156,1,3/28/89,3/26/89
TB,5/3/89,4.92,4.6,39.35,21.51,0.1,7.6,9.42,3.51,4.93,5.14,20.57,3.91,4.26,13.78,13.81,5.25,NA,232.22,566.67,642.32,5.83,14.85,595.85,593.69,676.92,1.36,0.38,2.55,1.16,0.42,0.19,0.61,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/18/89,7.15,4.85,46.11,NA,0.1,4,9.3,4.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/29/89,8.09,3.49,35.13,NA,0.1,8.2,10.13,5.01,4.83,4.9,NA,2.89,4.77,15.6,15.81,2.3,NA,259.38,657.88,744.24,12.65,28.08,733.92,742.58,723.35,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/14/89,8.19,3.11,31.65,NA,0.1,25.1,12.82,5.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/27/89,9.74,2.74,30.66,NA,0.14,12.2,33.46,8.15,4.69,4.84,NA,3.3,5.22,15.51,15.69,34.03,NA,75.41,562.92,867.17,8.02,34.86,494.94,577.39,629.28,3.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/13/89,9.99,2.41,27.49,NA,0.1,20.6,47.41,8.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/24/89,11.63,2.41,29.51,NA,0.11,2.1,38.21,18.29,4.62,4.79,NA,4.87,5.76,16.3,16.38,11.48,NA,271.41,514.96,525.92,7.95,27.08,565.64,569.3,677.3,3.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/8/89,10.45,1.71,19.32,NA,0.1,18.5,36.29,15.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/21/89,10.56,1.85,21.09,21.1,0.11,2.5,39.07,22.34,4.95,5.26,57.9,5.79,6.63,15.59,15.68,4.41,NA,388.73,718.53,720.7,25.18,29.06,957.66,960.25,939.09,1.17,0.37,2.13,1.72,0.46,0.21,0.76,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/6/89,10.39,1.76,19.04,NA,0.11,2.9,40.2,24.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/20/89,9.54,1.99,21.23,NA,0.11,2.6,10.36,20.68,4.76,4.98,NA,4.34,3.77,14.5,13.82,2.71,NA,135.06,641.99,768.24,17.11,40.12,700.45,738.05,851.1,1.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/3/89,8.58,3.58,34.3,NA,0.1,13.1,11.13,17.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/16/89,7.4,4.8,43.45,NA,0.1,11.9,7.51,9.44,4.9,5.06,NA,3.91,3.88,14.93,14.54,3.24,NA,307.36,328.9,637.73,8.79,22.35,822.84,774.04,915.71,1.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/30/89,6.35,4.62,40.62,NA,0.1,14.9,7.5,5.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/7/89,2.18,6.1,47.1,24.5,0.1,11.7,9.37,4.1,4.98,5.21,47.17,5.6,6.21,12.78,10.42,3.08,NA,603.09,1088.05,1130.98,24.84,34.84,1231.04,1217.09,1243.76,NA,0.36,2.54,1.72,0.48,0.22,0.73,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/15/90,3.1,1.88,14.33,NA,0.36,18.5,11.78,5.73,4.99,5.34,NA,4.16,4.38,14.04,13.85,2.21,NA,192.61,426.07,627.2,5.68,21.27,682.27,643.67,670.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/15/90,9.5,27.5,7.5,20,157,1,1/16/90,1/14/90
TB,2/28/90,3.29,0.86,6.66,20.98,NA,1.8,2.49,8.17,5.13,5.78,31.43,4.73,5.22,13.86,13.94,6.28,NA,197.1,620.23,667.49,10.8,21.1,727.54,696.48,748.52,NA,0.37,2.56,1.64,0.45,0.21,0.79,NA,NA,2/28/90,22.2,50,30,20,157,1,3/1/90,2/27/90
TB,3/27/90,2.79,0.57,4.34,NA,NA,12.3,3.22,8.71,5.14,5.62,NA,5.15,5.62,13.86,13.98,13.54,NA,367.86,705.92,810.48,23.46,46.16,845.49,832.39,867.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/27/90,0,41,24.5,16.5,157,1,3/28/90,3/26/90
TB,5/1/90,5.96,3.57,33.13,19.66,0.1,9.6,17.74,6.9,4.95,5.34,7.45,3.45,3.89,10.47,13.61,1.91,NA,128.63,474.13,538.97,13.44,23.2,492.08,494.07,522.42,2.28,0.27,2.43,1.05,0.4,0.21,0.74,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/16/90,6.91,3.05,29.3,NA,0.1,5.8,12.14,5.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/30/90,8.24,2.79,29.36,NA,0.11,1.7,16.95,7.28,4.76,4.9,NA,4.37,4.81,15.66,16.05,1.26,NA,188.94,411.14,489.96,8.55,16.48,603.81,620.21,626.13,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/12/90,8.9,2.32,25.04,NA,0.11,8.8,37.42,4.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/27/90,10.59,2.27,26.34,NA,0.11,5.7,5.53,22.61,4.78,4.97,NA,4.25,4.56,15.41,15.59,0.31,NA,239.34,599.77,717.55,5.74,19.51,468.39,487.74,580.1,1.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/12/90,10.59,2.31,26.12,NA,0.11,9,33.85,11.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,7/24/90,11.68,2.43,27.97,NA,0.11,2.2,32.67,1.01,5.2,5.77,NA,4.9,5.41,14.31,14.68,0.69,NA,241.72,629.91,722.39,8.16,23.35,715.23,720.62,712.36,1.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/8/90,11.4,2.23,25.36,NA,0.12,4.8,29.39,33.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,8/22/90,11.86,2.32,26.06,21.4,0.11,3,29.01,73.05,4.54,4.67,19.32,4.14,4.82,18.27,18.78,1.02,NA,215.1,710.57,777.12,13.01,23.69,563.66,568.93,664.9,1.25,0.28,1.82,1.54,0.45,0.21,0.72,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/6/90,12.33,2.16,24.32,NA,0.11,9.9,13.77,43.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,9/17/90,10.89,2.32,24.15,NA,0.1,12.4,30.65,21.11,4.72,4.81,NA,5.6,5.87,16.34,16.64,2.36,NA,210.16,617.75,811.98,13.27,32.34,723.38,722.28,768.56,1.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/1/90,9.43,3.22,31.59,NA,0.11,23.6,18.64,12.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/16/90,7.16,3.99,35.76,NA,0.11,17.1,17.98,11.09,4.77,4.98,NA,3.72,4.98,15.76,17.33,0.11,NA,170.4,623.59,730.6,12.49,22.6,514.29,516,540.57,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,10/29/90,5.14,5.25,43.89,NA,0.1,14.6,13.48,8.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,11/8/90,3.69,4.92,39.54,22.77,0.1,19.3,19.56,8.99,4.81,4.99,0.72,3.45,3.8,18.51,18.79,3.57,NA,209.72,570.02,744,9.59,26,517,548.03,644.84,1.18,0.32,2.37,1.64,0.45,0.22,0.76,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,1/16/91,1.94,3.31,24.74,NA,1,85.4,21.32,20.37,4.89,5.26,NA,4.2,4.66,19.37,19.89,2.32,NA,236.9,725.25,897.98,9.72,30.92,615.03,618.32,733.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,1/16/91,22,24,0,24,143,1,1/17/91,1/15/91
TB,2/20/91,1.2,2.46,17.79,22.79,1,97.3,22.68,23.95,4.96,5.38,16.31,3.84,4.11,19.1,19.45,0,NA,256.57,737.9,896.72,8.06,27.99,641.16,625.32,692.15,NA,0.29,2.46,1.73,0.47,0.23,0.8,NA,NA,2/20/91,12.5,39,11,28,143,1,2/21/91,2/19/91
TB,3/21/91,2.74,2.21,16.57,NA,0.1,1.3,0.74,8.36,4.97,5.54,NA,2.57,4.37,19.33,18.24,10.28,NA,280.38,904.26,1138.89,17.12,51.83,612.1,624.1,771.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/21/91,0,47,15,32,143,1,3/22/91,3/20/91
TB,5/9/91,6.43,3.05,29.39,22.12,0.1,27,9.67,5.61,4.82,5.02,23.16,3.57,2.98,18.63,17.32,1.74,NA,207.46,645.04,715.3,8.65,23.34,527.94,521.43,558.51,1.06,0.28,2.24,1.55,0.43,0.23,0.77,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,5/23/91,7.48,2.57,26.81,NA,0.09,14.6,2.6,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/5/91,8.29,1.21,13.47,NA,0.1,13.5,24.38,15.17,4.84,5.29,NA,4.32,4.85,19.21,19.09,1.82,NA,140.41,536.06,650.18,5.5,29.24,525.8,524.33,569.7,1.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
TB,6/18/91,9.28,0.98,11.79,NA,0.09,13.3,41.76,3.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
