lakeid,year4,sampledate,depth,chlor
SP,2015,2015-08-24,12.00,7.8
SP,2015,2015-08-24,15.00,9.3
SP,2015,2015-08-24,18.00,16.5
SP,2015,2015-09-08,0.00,1.5
SP,2015,2015-09-08,3.00,1.4
SP,2015,2015-09-08,5.00,1.4
SP,2015,2015-09-08,8.00,2.3
SP,2015,2015-09-08,10.00,3.8
SP,2015,2015-09-08,12.00,5.3
SP,2015,2015-09-08,15.00,8.6
SP,2015,2015-09-08,15.00,9.1
SP,2015,2015-09-08,18.00,11.1
SP,2015,2015-09-23,0.00,0.9
SP,2015,2015-09-23,3.00,1.1
SP,2015,2015-09-23,5.00,1.6
SP,2015,2015-09-23,8.00,1.8
SP,2015,2015-09-23,10.00,3.9
SP,2015,2015-09-23,12.00,6.3
SP,2015,2015-09-23,15.00,15.1
SP,2015,2015-09-23,18.00,4.7
SP,2015,2015-09-23,18.00,6.4
SP,2015,2015-10-07,0.00,1.3
SP,2015,2015-10-07,0.00,1.2
SP,2015,2015-10-07,3.00,1.0
SP,2015,2015-10-07,5.00,1.1
SP,2015,2015-10-07,8.00,1.2
SP,2015,2015-10-07,10.00,2.6
SP,2015,2015-10-07,12.00,5.4
SP,2015,2015-10-07,15.00,9.4
SP,2015,2015-10-07,18.00,7.1
SP,2015,2015-10-21,0.00,1.5
SP,2015,2015-10-21,3.00,2.0
SP,2015,2015-10-21,5.00,2.0
SP,2015,2015-10-21,8.00,2.2
SP,2015,2015-10-21,10.00,2.9
SP,2015,2015-10-21,12.00,5.1
SP,2015,2015-10-21,15.00,9.9
SP,2015,2015-10-21,18.00,5.5
SP,2015,2015-10-21,18.00,5.6
SP,2015,2015-11-17,0.00,3.8
SP,2015,2015-11-17,0.00,3.7
SP,2015,2015-11-17,3.00,4.6
SP,2015,2015-11-17,5.00,3.5
SP,2015,2015-11-17,8.00,3.4
SP,2015,2015-11-17,10.00,3.4
SP,2015,2015-11-17,12.00,3.7
SP,2015,2015-11-17,15.00,4.0
SP,2015,2015-11-17,18.00,6.8
